"EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"THA1977","01-April-2014",2014,"Protests","Excessive force against protesters","Unidentified Armed Group (Thailand)","","Protesters (Thailand)","Private Security Forces (Thailand); Students (Thailand)","Southeast Asia","Thailand","Nonthaburi","Pak Kret","Pak Kret","Pak Kret",13.913,100.499,"Bangkok Post","National","A security guard was shot dead and four other anti-government demonstrators were wounded when gunmen ambushed their convoy as it left the Chaeng Wattana demonstration site in Bangkok. The convoy of supporters was made of members of the Network for Students and People for Reform of Thailand (NSPRT) and the People's Democratic Reform Committee (PDRC). They were attacked by gunmen as they passed by a temple in Mueang district of Nonthaburi.",1
"THA1986","08-April-2014",2014,"Protests","Excessive force against protesters","Protesters (Thailand)","PDRC: People's Democratic Reform Committee","Unidentified Armed Group (Thailand)","","Southeast Asia","Thailand","Bangkok","Phra Nakhon","Talat Yot","Bangkok - Phra Nakhon",13.758,100.496,"Bangkok Post","National","On 8 April 2014, an explosion at a bridge next to the Interior Ministry in Phra Nakhon district (PN, Bangkok) (coded as Bangkok - Phra Nakhon) has left two demonstration guards for the People's Democratic Reform Committee (PDRC) injured. An unidentified man riding a motorcycle threw an explosive device at the scene before fleeing. Police were still investigating. [size=no report]",0
"THA1987","10-April-2014",2014,"Protests","Excessive force against protesters","Protesters (Thailand)","PDRC: People's Democratic Reform Committee","Unidentified Armed Group (Thailand)","","Southeast Asia","Thailand","Nonthaburi","Pak Kret","Pak Kret","Pak Kret",13.913,100.499,"Thai News Service","National","On 10 April 2014, a volunteer security guard for the anti-government demonstrators was wounded in an M-79 grenade attack at the People's Democratic Reform Committee (PDRC) rally site at Chaeng Wattana in Pak Kret district (PK, Bangkok). [size=no report]",0
"THA1993","23-April-2014",2014,"Protests","Excessive force against protesters","Unidentified Armed Group (Thailand)","","Protesters (Thailand)","PDRC: People's Democratic Reform Committee","Southeast Asia","Thailand","Bangkok","Lak Si","Thung Song Hong","Bangkok - Lak Si",13.882,100.569,"Bangkok Post","National","On 23 April 2014, four people were shot and injured by unidentified armed men near the People's Democratic Reform Committee's (PDRC) Chaeng Wattana stage in Lak Si District (assumed) (LS, Bangkok). No other details were reported about the incident.",0
"THA2015","15-May-2014",2014,"Protests","Excessive force against protesters","Unidentified Armed Group (Thailand)","","Protesters (Thailand)","PDRC: People's Democratic Reform Committee","Southeast Asia","Thailand","Bangkok","Phra Nakhon","Talat Yot","Bangkok - Phra Nakhon",13.758,100.496,"Bangkok Post","National","On 15 May 2014, three people were killed and 24 were injured in a grenade and shooting attack on the People's Democratic Reform Committee (PDRC) protesters in the Democracy Monument area on Ratchadamnoen Avenue in Phra Nakhon District (PN, Bangkok). Police were still investigating the motive.",3
"THA2016","15-May-2014",2014,"Protests","Excessive force against protesters","Unidentified Armed Group (Thailand)","","Protesters (Thailand)","","Southeast Asia","Thailand","Loei","Wang Saphung","Wang Saphung","Wang Saphung",17.301,101.768,"Bangkok Post","National","About 300 men armed with guns and wooden clubs reportedly detained and injured protesting villagers in Wang Saphung district of Loei Province on May 15 in order to break up a protest against a goal mine the villagers had began. The villagers accused the goal mine of encroaching on their land. The villagers were threatened at gunpoint, injured and detained.",0
"THA2020","18-May-2014",2014,"Protests","Excessive force against protesters","Protesters (Thailand)","","Police Forces of Thailand (2011-2014)","","Southeast Asia","Thailand","Krabi","Mueang Krabi","Pak Nam","Krabi",8.072,98.91,"Nation (Thailand)","National","In Krabi, a group of unarmed demonstrators gathered at an oil-palm plantation, which was taking over their land. About 200 officials reportedly used excessive force and began forcing them to disperse with gunfire. One demonstrator was shot in the chest, while 50 others were reported wounded.",0
"THA2205","22-May-2015",2015,"Protests","Excessive force against protesters","Protesters (Thailand)","Students (Thailand)","Police Forces of Thailand (2014-2019)","","Southeast Asia","Thailand","Bangkok","Phra Nakhon","Sao Chingcha","Bangkok",13.754,100.501,"Khaosod","National","Police officers forcefully broke up a peaceful demonstration of student activists marking the first anniversary of the 2014 military coup d'etat, leaving one student hospitalized. The anti-coup protest was held in front of the Bangkok Art and Culture Center in the heart of downtown Bangkok. More than 30 students joined the gathering and over 200 police officers were dispatched to contain the protesters.",0
"THA8688","02-November-2020",2020,"Protests","Excessive force against protesters","Protesters (Thailand)","People's Party; Students (Thailand)","Rioters (Thailand)","","Southeast Asia","Thailand","Bangkok","Bangkok Yai","Wat Tha Phra","Bangkok - Bangkok Yai",13.723,100.476,"Khaosod; Matichon; Daily News (Thailand)","National","On 2 November 2020, People's Party protesters staged an anti-government protest at Tha Phra MRT station in kwaeng Wat Tha Phra, Bangkok Yai district (Bangkok). Two Ping-Pong bombs were thrown by unidentified persons into the protest site from a skywalk above the protest site, one exploded. No injuries reported. Location coded as Bangkok-Bangkok Yai. [size=no report]",0
"THA9893","14-November-2021",2021,"Protests","Excessive force against protesters","Protesters (Thailand)","People's Party; United Front of Thammasat and Demonstration; Thalufah; CCPC: Committee Campaigning for a People's Constitution; DRG: Democracy Restoration Group; Students (Thailand)","Unidentified Armed Group (Thailand)","","Southeast Asia","Thailand","Bangkok","Pathum Wan","Wang Mai","Bangkok - Pathum Wan",13.736,100.524,"Prachatai; Thai Rath; Bangkok Post; Khaosod; Matichon","National","On 14 November 2021, pro-democracy demonstrators from People Against Absolute Monarchy group including People's Party, United Front of Thammasat and Demonstration, Thalufah, Democracy Restoration Group, Committee Campaigning for a People's Constitution, the Coalition of Salaya for Democracy, Supporter Thailand, and We Volunteer stage a protest at Pathumwan intersection in kwaeng Wang Mai, Pathum Wan district (Bangkok) (coded as Bangkok - Pathum Wan) to oppose the recent Constitutional Court's ruling and marched to the German embassy to submit an open letter demanding for a reform of the monarchy. One protester was shot and wounded by an unknown gunman. [size=no report]",0
"TOG18","26-June-1998",1998,"Protests","Excessive force against protesters","Protesters (Togo)","","Police Forces of Togo (1967-2005)","","Western Africa","Togo","Maritime","Bas-Mono","","Afagnan-Bletta",6.5,1.617,"Reuters","International","Demonstrators protested against the re-election of Eyadema. Police intervened, killing one person and injuring two people. Fatalities: 1 protester",1
"TOG56","08-April-2005",2005,"Protests","Excessive force against protesters","Protesters (Togo)","UFC: Union of Forces for Change","Police Forces of Togo (1967-2005)","","Western Africa","Togo","Maritime","Lome Commune","","Lome",6.129,1.222,"AFP","International","Protesters and UFC members went to city hall to demand voting cards for the presdiential election. Police responded with teargas and shot one person dead.",1
"TOG90","10-August-2010",2010,"Protests","Excessive force against protesters","Protesters (Togo)","ANC: National Alliance for Change Political Party","Police Forces of Togo (2005-)","","Western Africa","Togo","Maritime","Lome Commune","","Lome",6.129,1.222,"AFP","International","Police violently disperse gathering of ANC supporters",0
"TOG135","14-March-2013",2013,"Protests","Excessive force against protesters","Police Forces of Togo (2005-)","","Protesters (Togo)","Journalists (Togo)","Western Africa","Togo","Maritime","Lome Commune","","Lome",6.129,1.222,"RFI; Reuters","International","Police dispersed a protest.",0
"TOG142","15-April-2013",2013,"Protests","Excessive force against protesters","Police Forces of Togo (2005-)","","Protesters (Togo)","Students (Togo)","Western Africa","Togo","Savanes","Tone","","Dapaong",10.864,0.205,"RFI","International","The protest of civil servants took a tragic turn, Monday, April 15, with the death of a 12 year old student shot and killed during a demonstration in the north of the country while a member of the security forces was wounded. Another student died from his injuries.",2
"TOG146","03-May-2013",2013,"Protests","Excessive force against protesters","Police Forces of Togo (2005-)","","Protesters (Ivory Coast)","Refugees/IDPs (Ivory Coast)","Western Africa","Togo","Maritime","Lome Commune","","Lome",6.129,1.222,"Ici Lome","National","Violent intervention of the police forces shooting grenades beating refugees up, and setting fire to some tents.",0
"TOG228","22-August-2016",2016,"Protests","Excessive force against protesters","Police Forces of Togo (2005-)","","Protesters (Togo)","","Western Africa","Togo","Maritime","Lome Commune","","Lome",6.129,1.222,"Amnesty International","Other","Security forces used tear gas, batons and live ammunition to disperse a protest against lack of compensation over land evictions in Abobo near Lome in August, leaving at least ten protesters injured.",0
"TOG245","14-June-2017",2017,"Protests","Excessive force against protesters","Protesters (Togo)","Students (Togo)","Police Forces of Togo (2005-)","","Western Africa","Togo","Maritime","Lome Commune","","Lome",6.129,1.222,"Telegramme228","National","Police forces violently dispersed peaceful student protests in Lome over 14-16 June resulting in several injuries and arrests.",0
"TOG247","15-June-2017",2017,"Protests","Excessive force against protesters","Protesters (Togo)","Students (Togo)","Police Forces of Togo (2005-)","","Western Africa","Togo","Maritime","Lome Commune","","Lome",6.129,1.222,"Telegramme228","National","Police forces violently dispersed peaceful student protests in Lome over 14-16 June resulting in several injuries and arrests.",0
"TOG248","16-June-2017",2017,"Protests","Excessive force against protesters","Protesters (Togo)","Students (Togo)","Police Forces of Togo (2005-)","","Western Africa","Togo","Maritime","Lome Commune","","Lome",6.129,1.222,"Telegramme228","National","Police forces violently dispersed peaceful student protests in Lome over 14-16 June resulting in several injuries and arrests.",0
"TOG265","20-September-2017",2017,"Protests","Excessive force against protesters","Protesters (Togo)","","Police Forces of Togo (2005-)","","Western Africa","Togo","Savanes","Oti","","Mango",10.359,0.471,"AFP","International","Opposition parties in Togo kept on demonstrating over the rule of President Faure Gnassingbe, the scion of Africa's oldest political dynasty, amid accusations of harsh repression by the security forces. At least 77 people were injured in the town of Bafilo when security forces fired rubber bullets at the crowd on Wednesday, according to the opposition. Four people who were critically wounded were sent for treatment in Sokode, the country's second biggest city, about 50 kilometres (31 miles) to the south, it said. In statement, the opposition added that soldiers and militiamen in civilian dress 'infiltrated demonstrations' in the northern cities of Bafilo, Kara, Mango, Sokode and Dapaong.'In Dapaong, soldiers staged punitive operations all night,' the coalition said. In Mango, the source said, a nine-year-old child was killed and 25 people were injured, including 10 by gunshot. The injuries were caused by hunting rifles and other guns -- types of weapons that the security forces did not use, the source said.",1
"TOG292","28-December-2017",2017,"Protests","Excessive force against protesters","Protesters (Togo)","","Police Forces of Togo (2005-)","","Western Africa","Togo","Maritime","Lome Commune","","Lome",6.129,1.222,"AFP","International","The demonstrations that took place Thursday in the streets of Lome, to protest against the regime of Faure Gnassingbe, have injured 12, including five seriously. 'Fifteen were arrested', on the sidelines of the marches that were dispersed by police using teargas.",0
"TOG348","08-December-2018",2018,"Protests","Excessive force against protesters","Protesters (Togo)","","Unidentified Armed Group (Togo)","","Western Africa","Togo","Maritime","Lome Commune","","Lome",6.129,1.222,"AFP","International","On 8 December 2018, unknown gunmen in a vehicle fired shots at protesters during a clash between opposition supporters and security forces in Lome (Lome Commune, Maritime), due to upcoming disputed elections. Two people were killed including a child. Reports of a third person being killed were unconfirmed. [size=no report]",2
"TOG356","13-April-2019",2019,"Protests","Excessive force against protesters","Protesters (Togo)","PNP: Pan African National Party","Police Forces of Togo (2005-)","","Western Africa","Togo","Kara","Assoli","","Bafilo",9.35,1.267,"Twitter; Togoweb; Focus Infos","New media-National","On April 13, PNP activists marched to demand reforms and the release of political prisoners despite a ban in Bafilo and other towns. Police intervened to disperse protesters. One protester died - the circumstances of his death remain unclear. PNP leaders claim that he was beaten to death by policemen. [size=no report]",1
"TOG387","26-December-2019",2019,"Protests","Excessive force against protesters","Protesters (Togo)","","Military Forces of Togo (2005-)","","Western Africa","Togo","Kara","Kozah","","Kara",9.549,1.198,"Togo Actualite; Togoweb; Togo Online","National","On 26 December 2019, the military forces clashed with the populations of Aloum and Ahodo villages, near Kara (Kozah, Kara) [coded: Kara] as their were resisting a motorbike registration control operation. 3 villagers were reportedly killed and around 10 injured (fatality split with 2 for Ahodo and 1 for Aloum). [size=no report]",1
"TUN51","07-April-2008",2008,"Protests","Excessive force against protesters","Protesters (Tunisia)","","Police Forces of Tunisia (1987-2011)","","Northern Africa","Tunisia","Gafsa","Redeyef","","Redeyef",34.383,8.156,"FTCR/CRLDHT; IREMAM","Other","The local sections of trade unions in Redeyef, except for the miners' trade union, called for an unlimited strike in reaction to the government's violent raids targeting militants in the town the day before, which they perceived as a plot to launch repression. Teachers occupied one of the town's schools, while youth harassed police forces. Police reportedly arrested and beat a number of syndicate representatives as a result of the protests.",0
"TUN55","05-May-2008",2008,"Protests","Excessive force against protesters","Protesters (Tunisia)","Students (Tunisia)","Police Forces of Tunisia (1987-2011)","","Northern Africa","Tunisia","Gafsa","Redeyef","","Redeyef",34.383,8.156,"IREMAM; La Riposte","Other-International","A group of young unemployed people occupied the site of an electric generator near Redeyet and switched power off, in order to halt the activities of the Gafsa Phosphate Company. They were protesting local authorities' failure to employ them to work for the company. Police used tear gas and set in motion the electric generator, which resulted in the death by electorcution of one of the young men. Redayef town was surrounded by police two days later.",1
"TUN60","30-May-2008",2008,"Protests","Excessive force against protesters","Protesters (Tunisia)","","Police Forces of Tunisia (1987-2011)","","Northern Africa","Tunisia","Gafsa","Metlaoui","","Metlaoui",34.321,8.402,"IREMAM","Other","On May 30th, Metlaoui joined the protest movements of Tunisia's mining basin, by holding a series of demonstrations and sit-ins which were violently suppressed by the police.",0
"TUN63","02-June-2008",2008,"Protests","Excessive force against protesters","Protesters (Tunisia)","","Police Forces of Tunisia (1987-2011)","","Northern Africa","Tunisia","Gafsa","Metlaoui","","Metlaoui",34.321,8.402,"IREMAM","Other","On June 2nd, a vehicle from the National Guard, which was chasing after some young demonstrators, hits and kills one in Metlaoui.",1
"TUN75","17-August-2010",2010,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Medenine","Ben Guerdane","","Ben Gardane",33.138,11.22,"Nawaat","National","A peaceful sit-in was violently dispersed by the police in Ben Gardane. The protesters were denouncing police repression during the riots occurred a few days earlier.",0
"TUN84","24-December-2010",2010,"Protests","Excessive force against protesters","Military Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Sidi Bouzid","Menzel Bouzaienne","","Menzel Bouzaiane",34.574,9.429,"AFP","International","Two killed during protests",2
"TUN91","31-December-2010",2010,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","Lawyers (Tunisia)","Northern Africa","Tunisia","Nabeul","Grombalia","","Grombalia",36.599,10.5,"AFP","International","Lawyers were 'beaten, chased and insulted' in Grombalia, Monastir and Jendouba. One lawyer had his nose broken and another had an eye seriously injured.",0
"TUN92","31-December-2010",2010,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","Lawyers (Tunisia)","Northern Africa","Tunisia","Jendouba","Jendouba","","Jendouba",36.501,8.78,"AFP","International","Lawyers were 'beaten, chased and insulted' in Grombalia, Monastir and Jendouba. One lawyer had his nose broken and another had an eye seriously injured.",0
"TUN94","31-December-2010",2010,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","Lawyers (Tunisia)","Northern Africa","Tunisia","Monastir","Monastir","","Monastir",35.765,10.812,"AFP","International","Lawyers were 'beaten, chased and insulted' in Grombalia, Monastir and Jendouba. One lawyer had his nose broken and another had an eye seriously injured.",0
"TUN99","31-December-2010",2010,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","Lawyers (Tunisia)","Northern Africa","Tunisia","Tunis","El Omrane","","Tunis",36.819,10.166,"Al Jazeera","Regional","Police in Tunisia 'assaulted' lawyers while they were trying to stage stand-up protests in front of the building of the primary court in the capital Tunis.",0
"TUN90","31-December-2010",2010,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","Lawyers (Tunisia)","Northern Africa","Tunisia","Gafsa","Gafsa Sud","","Gafsa",34.425,8.742,"Al Jazeera","Regional","Security forces barricaded court houses in cities like Bizerte, Jerba and Sousse and beat lawyers who were trying to stage demonstrations in Sidi Bouzid, Gafsa and Mahdia.",0
"TUN93","31-December-2010",2010,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","Lawyers (Tunisia)","Northern Africa","Tunisia","Mahdia","Mahdia","","Mahdia",35.505,11.062,"Al Jazeera","Regional","Security forces barricaded court houses in cities like Bizerte, Jerba and Sousse and beat lawyers who were trying to stage demonstrations in Sidi Bouzid, Gafsa and Mahdia.",0
"TUN95","31-December-2010",2010,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","Lawyers (Tunisia)","Northern Africa","Tunisia","Sidi Bouzid","Sidi Bouzid Ouest","","Sidi Bouzid",35.038,9.485,"Al Jazeera","Regional","Security forces barricaded court houses in cities like Bizerte, Jerba and Sousse and beat lawyers who were trying to stage demonstrations in Sidi Bouzid, Gafsa and Mahdia.",0
"TUN106","04-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","Students (Tunisia)","Northern Africa","Tunisia","Kasserine","Thala","","Thala",35.572,8.67,"Reuters","International","Police violently repress demonstrations",0
"TUN111","05-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Kasserine","Thala","","Thala",35.572,8.67,"Reuters","International","Police violently repress demonstrations",0
"TUN122","07-January-2011",2011,"Protests","Excessive force against protesters","Protesters (Tunisia)","","Police Forces of Tunisia (1987-2011)","","Northern Africa","Tunisia","Sidi Bouzid","Regueb","","Regueb",34.859,9.786,"Al Jazeera","Regional","In Regueb, in Sidi Bouzid Governorate, demonstrators clashed with security forces, which fired bullets, and injured people.",0
"TUN134","08-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Kasserine","Thala","","Thala",35.572,8.67,"HRW","Other","Police violently repress demonstrations",0
"TUN140","09-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","UGTT: Tunisian General Labour Union","Northern Africa","Tunisia","Kasserine","Ezzouhour","","Kasserine",35.168,8.836,"HRW","Other","Police violently repress demonstrations",9
"TUN146","09-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Kasserine","Thala","","Thala",35.572,8.67,"HRW","Other","Police violently repress demonstrations",0
"TUN153","10-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Kasserine","Thala","","Thala",35.572,8.67,"HRW","Other","Police violently repress demonstrations",0
"TUN149","10-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Kasserine","Ezzouhour","","Kasserine",35.168,8.836,"HRW","Other","Police violently repress demonstrations",0
"TUN157","11-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Kasserine","Ezzouhour","","Kasserine",35.168,8.836,"HRW","Other","Police violently repress demonstrations",0
"TUN159","11-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Kasserine","Thala","","Thala",35.572,8.67,"HRW","Other","Police violently repress demonstrations",0
"TUN162","11-January-2011",2011,"Protests","Excessive force against protesters","Protesters (Tunisia)","","Police Forces of Tunisia (1987-2011)","","Northern Africa","Tunisia","Tunis","El Omrane","","Tunis",36.819,10.166,"AFP; Reuters","International","Police broke up demonstrations by Tunisian artists and actors outside a municipal theatre in Tunis on 11 January to condemn a crackdown on protesters that a union official said killed 50 over three days. Two actresses were beaten by security forces.",0
"TUN170","12-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Kebili","Douz Nord","","Douz",33.466,9.02,"All Africa; RFI","Regional-International","Police opened fire on a demonstration in the central town of Douz, killing two.",2
"TUN173","12-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Nabeul","Hammamet","","Hammamet",36.4,10.617,"AFP; Al Jazeera","Regional-International","A receptionist from a local hotel in Hammamet was shot dead on 12 January when police fired on demonstrators. Another demonstrator was also reportedly shot dead.",2
"TUN167","12-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","Protesters (International); Protesters (Switzerland); Women (Tunisia)","Northern Africa","Tunisia","Nabeul","Dar Chaabane El Fehri","","Dar Chaabane",36.468,10.752,"Der Spiegel","International","Swiss woman killed during demonstration",1
"TUN177","12-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Kasserine","Ezzouhour","","Kasserine",35.168,8.836,"HRW","Other","Police violently repress demonstrations",10
"TUN185","12-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Kasserine","Thala","","Thala",35.572,8.67,"HRW","Other","Police violently repress demonstrations",11
"TUN179","12-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Bizerte","Menzel Bourguiba","","Menzel Bourguiba",37.154,9.786,"AP","International","In the town of Menzel-Bourguiba in Bizerte, a young man was killed.",1
"TUN180","12-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Bizerte","Menzel Bourguiba","","Menzel Bourguiba",37.154,9.786,"AP","International","One person was shot and killed in the town of Sekma, where two others were also rushed to the hospital with injuries to the stomach and shoulder.",1
"TUN183","12-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","UGTT: Tunisian General Labour Union","Northern Africa","Tunisia","Sfax","Sfax Ville","","Sfax",34.741,10.76,"AFP","International","Five protesters suffered gunshot wounds in the southern economic centre of Sfax, union activists said, after riot police moved in to disperse thousands who had taken to the streets for a general strike in the industrial city 300 kilometres southeast of Tunis. A 19-year-old man died after being shot by police.",1
"TUN188","12-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Tunis","El Omrane","","Tunis",36.819,10.166,"AFP","International","Police respond to demonstration with violence",0
"TUN174","12-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Tunis","El Omrane Superieur","","Intilaka",36.839,10.117,"AP","International","Two people were shot to death and another was severely injured after being hit by gunfire in the Al Intilaka housing project outside Tunis.",2
"TUN195","13-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","UGTT: Tunisian General Labour Union","Northern Africa","Tunisia","Kairouan","Kairouan Nord","","Kairouan",35.678,10.096,"AFP","International","Two people were killed in Kairouan during a peaceful demonstration called by the local union.",2
"TUN198","13-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Tunis","El Omrane","","Tunis",36.819,10.166,"The Mirror; AFP","Regional-International","Police open fire on protesters. Security forces shot dead 13 people in the Tunisian capital and suburbs on 13 January.",13
"TUN209","14-January-2011",2011,"Protests","Excessive force against protesters","Police Forces of Tunisia (1987-2011)","","Protesters (Tunisia)","Journalists (International)","Northern Africa","Tunisia","Tunis","El Omrane","","Tunis",36.819,10.166,"Reporters Sans Frontieres; Amnesty International","Other","Civilians detained at Interior Ministry, beaten and tortured. A French photographer was killed when police fired a tear gas grenade at him.",1
"TUN466","08-May-2011",2011,"Protests","Excessive force against protesters","Protesters (Tunisia)","","Military Forces of Tunisia (2011-2014)","","Northern Africa","Tunisia","Nabeul","Soliman","","Soliman",36.694,10.487,"AP","International","On 8 May 2011, a soldier shot dead 1 civilian during a protest in Soliman (Soliman, Nabeul). [size=no report]",1
"TUN1162","27-February-2013",2013,"Protests","Excessive force against protesters","Protesters (Tunisia)","Students (Tunisia)","Islamist Militia (Tunisia)","","Northern Africa","Tunisia","Tunis","El Omrane","","Tunis",36.819,10.166,"AFP","International","Wednesday saw more violence, but the worst injuries were probably only bruises and bloodied noses, when Salafists tried to prevent the filming of a 'Harlem Shake' at a Tunis school.",0
"TUN1166","28-February-2013",2013,"Protests","Excessive force against protesters","Protesters (Tunisia)","Students (Tunisia)","Islamist Militia (Tunisia)","","Northern Africa","Tunisia","Tunis","El Omrane","","Tunis",36.819,10.166,"AFP","International","The same assailants returned on Thursday and attacked the students, they said.",0
"TUN1249","26-July-2013",2013,"Protests","Excessive force against protesters","Protesters (Tunisia)","","Police Forces of Tunisia (2011-2014)","","Northern Africa","Tunisia","Gafsa","Gafsa Sud","","Gafsa",34.425,8.742,"AFP","International","A demonstrator was killed in the central Tunisian town of Gafsa overnight Friday during a march protesting the assassination of opposition MP Mohamed Brahmi, an AFP correspondent reported.",1
"TUN1776","08-February-2015",2015,"Protests","Excessive force against protesters","Protesters (Tunisia)","","Police Forces of Tunisia (2014-2019)","","Northern Africa","Tunisia","Tataouine","Dhehiba","","Dehiba",32.008,10.701,"AFP; Agence Tunis Afrique Presse","National-International","A man from the delegation of Dhehiba, Governorate of Tataouine, died on Sunday after inhaling tear gas launched during clashes between national guard officers and protesters besieging the border guard post. Police fired warning shots and teargas to disperse protesters. Several people were also injured.",1
"TUN2048","06-September-2015",2015,"Protests","Excessive force against protesters","Police Forces of Tunisia (2014-2019)","","Protesters (Tunisia)","","Northern Africa","Tunisia","Sfax","Sfax Ville","","Sfax",34.741,10.76,"Maghreb Emergent; Tunisie Numerique","National-Regional","Police dispersed a demonstration against a proposed reconciliation bill firing teargas and beating people with batons. Several young people were arrested, while others wounded.",0
"TUN6023","06-January-2020",2020,"Protests","Excessive force against protesters","Protesters (Tunisia)","","Unidentified Armed Group (Tunisia)","","Northern Africa","Tunisia","Mahdia","Bou Merdes","","Bou Merdes",35.458,10.728,"As Sabah","National","On 6 January 2020, in Bou Merdes, an individual who tried to force through the blockage of a road by protestors opened fire on them. The residents of Muhalla were blocking the road to protest against an estuary in their area causing them health issues and emitting unpleasant odors. 3 protesters were injured during the incident. [size=at least 3]",0
"TUN6248","11-March-2020",2020,"Protests","Excessive force against protesters","Protesters (Tunisia)","Teachers (Tunisia)","Police Forces of Tunisia (2019-)","","Northern Africa","Tunisia","Tunis","El Omrane","","Tunis",36.819,10.166,"Al Chourouk; Tunisia Radio","National","On 11 March 2020, a number of substitute teachers demonstrated in front of the Ministry of Education headquarters in Tunis (Bab Souika, Tunis), over labour demands. Security forces intervened and assaulted the demonstrators, causing a female substitute teacher to miscarriage. [size=no report]",0
"TUR2077","24-January-2016",2016,"Protests","Excessive force against protesters","Police Forces of Turkey (2002-2016)","","Protesters (Turkey)","","Middle East","Turkey","Adana","Seyhan","","Adana",37.002,35.329,"Human Rights Foundation of Turkey","Other","On January 24 in Adana, police forces intervened in protests against curfews in southeastern Turkey. One person was shot and injured.",0
"TUR2078","24-January-2016",2016,"Protests","Excessive force against protesters","Police Forces of Turkey (2002-2016)","","Protesters (Turkey)","","Middle East","Turkey","Istanbul","Kucukcekmece","","Kucukcekmece",40.996,28.775,"Human Rights Foundation of Turkey","Other","On January 24, police intervened in the protests in Kucukcekmece, Istanbul against curfews in southeastern Turkey. One person was shot and heavily injured with risk of paralysis.",0
