Country killed,Country killed (group),Coverage,Date,Date 1 New,Date1,Date2,Freelance,Impunity for murder,Job,Local Foreign,Medium,Name,Nationality,Number,Organization,Point,Sex,Source fire,Taken captive,Threatened,Tortured,Type,Type (group),Type death,Type death (group),Type death (group) 1,Year,Number of Records,X,Y
Philippines,Philippines,Crime,"august  1, 2013",8/1/2013,"august  1, 2013",,Yes,Yes,Photographer,Local,Print,Mario Sy,Philippines,116,Freelance,116,Male,Criminal Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2013,1,49.339145749,54.237675623
Turkey,Turkey,"Corruption, Human Rights","september 20, 1992",9/20/1992,"september 20, 1992",,Yes,Yes,Columnist,Local,Print,Musa Anter,Turkey,9,Ozgur Gundem,9,Male,Government Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1992,1,-21.345366462,-5.216451179
Ukraine,Ukraine,Corruption,"may 10, 1996",5/10/1996,"may 10, 1996",,Yes,Yes,Print Reporter,Local,Print,Igor Hrushetsky,Ukraine,3,Freelancer,3,Male,Government Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,14.091306992,-0.990859251
Thailand,Thailand,"Corruption, Crime","may  2, 2001",5/2/2001,"may  2, 2001",,Yes,Yes,Print Reporter,Local,Print,Kaset Puengpak,Thailand,3,Thai Rath,3,Male,Government Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2001,1,14.091306992,-0.990859251
Pakistan,Pakistan,War,"february  7, 2005",2/7/2005,"february  7, 2005",,Yes,Yes,Photographer,Local,Print,Allah Noor,Pakistan,11,Khyber TV,11,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,-10.251222035,-21.696573791
Pakistan,Pakistan,"Human Rights, Politics","november  3, 2015",11/3/2015,"november  3, 2015",,Yes,Yes,Print Reporter,Local,Print,Zaman Mehsud,Pakistan,79,"Daily Ummat, Daily Nai Baat",79,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-0.674310217,60.735784357
Russia,Russia,"Corruption, Crime","february 17, 1995",2/17/1995,"february 17, 1995",,Yes,Yes,Print Reporter,Local,Print,Viatcheslav Rudnev,Russia,16,Freelancer,16,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1995,1,28.337408412,-2.022082411
Syria,Syria,"Culture, Politics, Sports, War","august 22, 2012",8/22/2012,"august 22, 2012",,Yes,Yes,"Internet Reporter, Print Reporter",Local,"Print, Internet",Mosaab al-Obdaallah,Syria,23,Tishreen,23,Male,Government Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2012,1,-20.147423952,26.895236538
South Africa,South Africa,"Corruption, Human Rights","january 13, 2014",1/13/2014,"january 13, 2014",,Yes,Yes,Photographer,Local,"Print, Internet",Michael Tshele,South Africa,4,Freelance,4,Male,Government Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2014,1,12.642991314,9.368294483
Uganda,Uganda,Crime,"september 11, 2010",9/11/2010,"september 11, 2010",,Yes,Yes,Broadcast,Local,"Radio, Television",Paul Kiggundu,Uganda,3,TOP Radio and TV,3,Male,Mob Violence,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2010,1,14.091306992,-0.990859251
Somalia,Somalia,Politics,"december  5, 2014",12/5/2014,"december  5, 2014",,Yes,Yes,Broadcast,Local,"Radio, Television",Abdulkadir Ahmed,Somalia,62,Freelance,62,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2014,1,9.586668397,-53.119250213
Somalia,Somalia,"Culture, Politics","january 18, 2013",1/18/2013,"january 18, 2013",,Yes,Yes,Producer,Local,"Radio, Television",Abdihared Osman Aden,Somalia,54,Shabelle Media Network,54,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2013,1,-49.358638358,-10.581665601
Pakistan,Pakistan,War,"february 7, 2005",2/7/2005,"february 7, 2005",,Yes,Yes,Broadcast,Local,Television,Amir Nowab,Pakistan,12,Associated Press Television News and Frontier Post,12,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,-0.615119571,-24.936340482
Pakistan,Pakistan,"Politics, War","may 28, 2012",5/28/2012,"may 28, 2012",,Yes,Yes,Broadcast,Local,Television,Abdul Qadir Hajizai,Pakistan,58,WASH TV,58,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2012,1,-28.531579298,-43.782161683
Syria,Syria,"Human Rights, War","june 25, 2016",6/25/2016,"june 25, 2016",,Yes,Yes,"Camera Operator, Photographer",Local,"Television, Internet",Khaled Eissa,Syrian,109,Freelance,109,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2016,1,70.429548711,-9.836087058
Russia,Russia,Corruption,"june  8, 1998",6/8/1998,"june  8, 1998",,No,No,Editor,Local,Print,Larisa Yudina,Russia,35,Sovietskaya Kalmykia Segodnya,35,Female,Government Officials,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1998,1,27.812053723,-30.099609654
Russia,Russia,Crime,"may  9, 1996",5/9/1996,"may  9, 1996",,No,Yes,Print Reporter,Local,Print,Nina Yefimova,Russia,30,Vozrozhdeniye,30,Female,Criminal Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,-19.193333317,-32.894824837
Turkey,Turkey,"Culture, Human Rights, Politics","august  7, 1993",8/7/1993,"august  7, 1993",,No,Yes,Print Reporter,Local,Print,Aysel Malkac,Turkey,15,Ozgur Gundem,15,Female,Government Officials,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1993,1,25.030744782,-11.593410284
Pakistan,Pakistan,"Politics, War","august 29, 2008",8/29/2008,"august 29, 2008",,No,,Print Reporter,Local,Print,Abdul Aziz Shaheen,Pakistan,25,Azadi,25,Male,Military Officials,Yes,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2008,1,-32.960527606,11.606868101
Yemen,Yemen,"Politics, War","may 21, 2015",5/21/2015,"may 21, 2015",,No,,Broadcast,Local,Television,Abdullah Qabil,Yemen,12,"Yemen Youth TV, Belqees TV",12,Male,Military Officials,Yes,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2015,1,-0.615119571,-24.936340482
Yemen,Yemen,"Politics, War","may 21, 2015",5/21/2015,"may 21, 2015",,No,,Broadcast,Local,Television,Youssef al-Ayzari,Yemen,13,Suhail TV,13,Male,Military Officials,Yes,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2015,1,9.499876598,-24.046943024
Nepal,Nepal,"Politics, War","october 4, 2005",10/4/2005,"october 4, 2005",,No,,Print Reporter,Local,Print,Maheshwar Pahari,Nepal,7,Rastriya Swabhiman,7,Male,Government Officials,Yes,No,No,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2005,1,-14.493130968,13.391292603
Sierra Leone,Sierra Leone,Politics,"april 30, 1999",4/30/1999,"april 30, 1999",,No,,Editor,Local,Print,Conrad Roy,Sierra Leone,11,Expo Times,11,Male,Military Officials,Yes,No,No,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,1999,1,-10.251222035,-21.696573791
Syria,Syria,"Politics, War","august 10, 2012",8/10/2012,"august 10, 2012",,No,,Camera Operator,Local,Television,Hatem Abu Yehia,Syria,19,Al-Ikhbariya,19,Male,Unknown Fire,Yes,No,No,Motive Confirmed,Other,Unknown,Unknown,Unknown,2012,1,17.719803248,25.126596375
Nigeria,Nigeria,"Business, Politics","september  2, 1998",9/2/1998,"september  2, 1998",,No,Partial,Publisher,Local,Print,Okezie Amaruben,Nigeria,4,Newsservice,4,Male,Military Officials,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1998,1,12.642991314,9.368294483
Nepal,Nepal,"Human Rights, Politics","august 11, 2004",8/11/2004,"august 11, 2004",,No,Partial,Broadcast,Local,Radio,Dekendra Raj Thapa,Nepal,6,Radio Nepal,6,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2004,1,-5.193030175,17.760275011
Tajikistan,Tajikistan,"Business, Crime, Human Rights, Politics","october 21, 1993",10/21/1993,"october 21, 1993",,No,Yes,Editor,Local,Print,Tabarali Saidaliev,Tajikistan,22,Ba Pesh,22,Male,Government Officials,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1993,1,-10.948614144,31.039495214
Turkey,Turkey,"Culture, Politics","august 29, 1995",8/29/1995,"august 29, 1995",,No,Yes,Print Reporter,Local,Print,Sayfettin Tepe,Turkey,18,Yeni Politika,18,Male,Government Officials,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1995,1,24.352408974,17.499993484
Tajikistan,Tajikistan,Politics,"may 28, 1993",5/28/1993,"may 28, 1993",,No,Yes,Print Reporter,Local,Print,Pirimkul Sattori,Tajikistan,13,Khatlon,13,Male,Military Officials,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1993,1,9.499876598,-24.046943024
Sierra Leone,Sierra Leone,War,"january  8, 1999",1/8/1999,"january  8, 1999",,No,Yes,Print Reporter,Local,Print,James Ogogo,Nigeria,3,Concord Times,3,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1999,1,14.091306992,-0.990859251
Tajikistan,Tajikistan,,"june, 1992",6/1/1992,"june 1, 1992",,No,Yes,Editor,Local,Print,Tura Kobilov,Tajikistan,4,Bairaki Dusti,4,Male,Unknown Fire,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1992,1,12.642991314,9.368294483
Philippines,Philippines,"Corruption, Crime","august 20, 2003",8/20/2003,"august 20, 2003",,No,Yes,Broadcast,Local,Radio,Rico Ramirez,Philippines,24,DXSF Radio,24,Male,Criminal Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2003,1,-27.694347153,20.204608015
Peru,Peru,"Human Rights, War","june 24, 1992",6/24/1992,"june 24, 1992",,No,Yes,Producer,Local,Radio,Pedro Yauri,Peru,2,Radio Universal,2,Male,Government Officials,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1992,1,7.773190463,-9.498410343
Yemen,Yemen,"Culture, Human Rights, Politics","december  6, 2014",12/6/2014,"december  6, 2014",,Yes,Partial,"Photographer, Editor",Foreign,"Print, Internet",Luke Somers,American,6,Freelance,6,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2014,1,-5.193030175,17.760275011
Nigeria,Nigeria,Human Rights,"april 18, 1999",4/18/1999,"april 18, 1999",,Yes,Yes,Print Reporter,Local,Print,Fidelis Ikwuebe,Nigeria,6,Freelancer,6,Male,Military Officials,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1999,1,-5.193030175,17.760275011
Sierra Leone,Sierra Leone,War,"january  9, 1999",1/9/1999,"january  9, 1999",,Yes,Yes,Print Reporter,Local,Print,Mabay Kamara,Sierra Leone,6,Freelancer,6,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1999,1,-5.193030175,17.760275011
Syria,Syria,"Human Rights, Politics, War","may  4, 2014",5/4/2014,"may  4, 2014",,Yes,Yes,Broadcast,Local,"Radio, Television",Al-Moutaz Bellah Ibrahim,Syria,74,Shaam News Network,74,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2014,1,43.330273335,39.795547144
Rwanda,Rwanda,,january 28 1998,,january 28 1998,,No,No,Broadcast,Local,"Radio, Television",Wilson Ndayambadje,Rwanda,23,National Rwanda Radio and TV,23,Male,Military Officials,No,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,1998,1,-20.147423952,26.895236538
Russia,Russia,Crime,"may 12, 1996",5/12/1996,"may 12, 1996",,No,Yes,Print Reporter,Local,Print,Viktor Mikhailov,Russia,31,Zabaikalsky Rabochy,31,Male,Criminal Group,No,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,-10.153855560,-37.325353384
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Print Reporter,Local,Print,Lea Dalmacio,Philippine,76,Socsargen News,76,Female,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,28.000601245,52.615652966
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,"Broadcast, Print Reporter",Local,"Print, Radio",Marites Cablitas,Philippine,72,News Focus and DXDX,72,Female,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,53.479306807,22.581219490
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,"Broadcast, Print Reporter",Local,Radio,Marife âNenengâ MontaÃ±o,Philippine,87,Saksi News and DXCI,87,Female,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-61.368111972,16.973597741
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,Yes,Yes,Print Reporter,Local,Print,Gina Dela Cruz,Philippine,78,Saksi News,78,Female,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,9.292754060,59.643274577
Turkey,Turkey,"Corruption, Culture, Politics","january  8, 1996",1/8/1996,"january  8, 1996",,No,No,Columnist,Local,Print,Metin GÃ¶ktepe,Turkey,19,Evrensel,19,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,17.719803248,25.126596375
Ukraine,Ukraine,Corruption,"september 16, 2000",9/16/2000,"september 16, 2000",,No,Partial,Editor,Local,Internet,Georgy Gongadze,Ukraine,6,Ukrainska Pravda,6,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2000,1,-5.193030175,17.760275011
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,,Local,Print,Noel Decina,Philippine,77,Periodico Ini,77,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,18.941457013,56.914674491
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,,Local,Print,Fernando Razon,Philippine,92,Periodico Ini,92,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-57.212110198,-31.763351738
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,,Local,Print,Napoleon Salaysay,Philippine,94,Mindanao Gazette,94,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-45.518602880,-47.972687138
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Editor,Local,Print,Andres Teodoro,Philippine,96,Central Mindanao Inquirer,96,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-29.513921300,-59.945235335
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Photographer,Local,Print,Reynaldo Momay,Philippine,86,Midland Review,86,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-57.607719587,26.265890993
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Photographer,Local,Print,Jepon Cadagdagon,Philippines,74,Saksi News,74,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,43.330273335,39.795547144
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Print Reporter,Local,Print,Rubello Bataluna,Philippine,69,Gold Star Daily,69,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,56.420428189,-7.056303914
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Print Reporter,Local,Print,Arturo Betia,Philippine,70,Periodico Ini,70,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,57.184066273,2.944731019
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Print Reporter,Local,Print,Romeo Jimmy Cabillo,Philippine,71,Midland Review,71,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,56.189527536,12.925029234
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Print Reporter,Local,Print,Hannibal Cachuela,Philippine,73,Punto News,73,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,49.146486453,31.625888744
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Print Reporter,Local,Print,John Caniban,Philippine,75,Periodico Ini,75,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,36.210397489,46.857523074
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Print Reporter,Local,Print,Jhoy Duhay,Philippine,79,Gold Star Daily,79,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-0.674310217,60.735784357
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Print Reporter,Local,Print,Lindo Lupogan,Philippine,83,Mindanao Daily Gazette,83,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-38.330457759,49.015384783
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Print Reporter,Local,Print,Rey Merisco,Philippine,85,Periodico Ini,85,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-52.426782228,34.847892410
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Print Reporter,Local,Print,Rosell Morales,Philippine,88,News Focus,88,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-63.622460541,7.206320350
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Print Reporter,Local,Print,Ronnie Perante,Philippine,90,Gold Star Daily,90,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-63.463613139,-12.779468848
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Print Reporter,Local,Print,Alejandro Reblando,Philippine,93,Manila Bulletin,93,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-51.984849047,-40.315072846
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,"Print Reporter, Publisher",Local,Print,Bienvenido Legarte Jr.,Philippine,82,Prontiera News,82,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-29.764091499,54.223821744
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Publisher,Local,Print,Joel Parcon,Philippine,91,Prontiera News,91,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-61.071294935,-22.513065996
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Publisher,Local,Print,Ian Subang,Philippine,95,Socsargen Today,95,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-37.968991308,-54.564353414
Tajikistan,Tajikistan,,january 1993,1/1/1993,january 1993,,No,Yes,"Editor, Publisher",Local,Print,Saidmurod Yerov,Tajikistan,11,Farkhang,11,Male,Paramilitary Group,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,1993,1,-10.251222035,-21.696573791
Russia,Russia,War,"february 20, 2000",2/20/2000,"february 20, 2000",,No,Yes,Photographer,Local,Print,Vladimir Yatsina,Russia,42,ITAR-TASS,42,Male,Political Group,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2000,1,30.542372670,32.664461116
Pakistan,Pakistan,"Politics, War","february 18, 2009",2/18/2009,"february 18, 2009",,No,Yes,"Broadcast, Print Reporter",Local,"Print, Television",Musa Khankhel,Pakistan,29,Geo TV and The News,29,Male,Military Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-26.754368755,-26.245312397
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Broadcast,Local,Radio,Henry Araneta,Philippine,67,DZRH,67,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,49.718726322,-25.881112643
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Broadcast,Local,Radio,Santos Gatchalian,Philippine,81,DXGO,81,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-20.468131728,57.979047859
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Broadcast,Local,Radio,Ernesto Maravilla,Philippine,84,Bombo Radyo,84,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-45.948247653,42.498198004
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Broadcast,Local,Television,Victor NuÃ±ez,Philippine,89,UNTV,89,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-64.323767945,-2.792910369
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Camera Operator,Local,Television,Mark Gilbert Arriola,Philippine,68,UNTV,68,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,53.909819535,-16.767601973
Philippines,Philippines,Politics,"november 23, 2009",11/23/2009,"november 23, 2009",,No,Yes,Editor,Local,Television,Jolito Evardo,Philippine,80,UNTV,80,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-10.684909805,60.172550715
Pakistan,Pakistan,"Politics, War","may 19, 2012",5/19/2012,"may 19, 2012",,No,Yes,Broadcast,Local,Television,Razzaq Gul,Pakistan,57,Express News TV,57,Male,Unknown Fire,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2012,1,-36.092987450,-37.182786383
Syria,Syria,"Human Rights, War",august 2014,8/1/2014,august 2014,,Yes,Yes,"Photographer, Internet Reporter",Foreign,Internet,James Foley,United States,77,Freelance,77,Male,Political Group,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2014,1,18.941457013,56.914674491
Syria,Syria,"Human Rights, Politics, War","august or september, 2014",,"august or september, 2014",,Yes,Yes,"Internet Reporter, Print Reporter",Foreign,"Print, Internet",Steven Sotloff,"American, Israeli",113,Freelance,113,Male,Political Group,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2014,1,66.093112061,29.513815695
Syria,Syria,"Culture, Human Rights, Politics, War",january 2015,1/1/2015,january 2015,,Yes,Yes,"Camera Operator, Photographer, Internet Reporter",Foreign,"Television, Internet",Kenji Goto,Japanese,86,Freelance,86,Male,Political Group,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-57.607719587,26.265890993
Rwanda,Rwanda,"Human Rights, Politics","april 24, 1994",4/24/1994,"april 24, 1994",,Yes,Yes,Print Reporter,Local,Print,Emmanuel-Damien Rukondo,Rwanda,10,Rubyiruko-Rubanda,10,Male,Paramilitary Group,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,1994,1,-17.674835018,-14.730231596
Russia,Russia,Human Rights,"july 15, 2009",7/15/2009,"july 15, 2009",,Yes,Yes,Print Reporter,Local,Print,Natalya Estemirova,Russia,74,"Novaya Gazeta, Kavkazsky Uzel",74,Female,Government Officials,Yes,Yes,Unknown,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,43.330273335,39.795547144
Syria,Syria,War,october 2015 - june 2016,10/1/2015,october 2015,june 2016,No,Yes,"Photographer, Internet Reporter",Local,Internet,Mohammed Eissa,Syrian,99,Nateq Network,99,Male,,Yes,Yes,Unknown,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-0.731420418,-67.828682863
Syria,Syria,War,october 2015 - june 2016,10/1/2015,october 2015,june 2016,No,Yes,Internet Reporter,Local,Internet,Mustafa Abdul Hassa,Syrian,98,Shaam News Network,98,Male,Political Group,Yes,Yes,Unknown,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-10.682691609,-66.645022179
Syria,Syria,War,october 2015 - june 2016,10/1/2015,october 2015,june 2016,No,Yes,"Photographer, Internet Reporter",Local,Internet,Sami Jawdat Rabah,Syrian,96,Syrian Observatory for Human Rights,96,Male,Political Group,Yes,Yes,Unknown,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-29.513921300,-59.945235335
Syria,Syria,War,october 2015 - june 2016,10/1/2015,october 2015,june 2016,No,Yes,"Broadcast, Internet Reporter",Local,"Radio, Internet",Samer Mohammed Aboud,Syrian,97,"Free Deir al-Zour Radio, Development Interaction Network",97,Male,Political Group,Yes,Yes,Unknown,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-20.348995959,-64.000076440
Sierra Leone,Sierra Leone,War,"january  9, 1999",1/9/1999,"january  9, 1999",,No,Yes,Columnist,Local,Radio,"Jenner \""J.C.\"" Cole",Sierra Leone,4,SKY-FM,4,Male,Political Group,Unknown,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,1999,1,12.642991314,9.368294483
Poland,Poland,"Corruption, Crime","june 14, 2015",6/14/2015,"june 14, 2015",,No,Yes,"Editor, Internet Reporter",Local,Internet,Åukasz Masiak,Poland,1,Nasza MÅawa,1,,Local Residents,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-3.090169944,-9.510565163
Nepal,Nepal,"Human Rights, Politics","january 11, 2009",1/11/2009,"january 11, 2009",,No,No,Broadcast,Local,"Print, Radio",Uma Singh,Nepal,11,"Janakpur Today, Radio Today",11,Female,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-10.251222035,-21.696573791
Philippines,Philippines,Corruption,"march 24, 2005",3/24/2005,"march 24, 2005",,No,Partial,Columnist,Local,Print,Marlene Garcia-Esperat,Philippines,39,Midland News and DXKR,39,Female,Government Officials,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,42.781427537,5.685200264
Russia,Russia,"Corruption, Human Rights, War","october  7, 2006",10/7/2006,"october  7, 2006",,No,Partial,Print Reporter,Local,Print,Anna Politkovskaya,Russia/United States,63,Novaya Gazeta,63,Female,Unknown Fire,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,19.357328817,-50.838007862
Philippines,Philippines,"Corruption, Crime","april  6, 2014",4/6/2014,"april  6, 2014",,No,Yes,"Broadcast, Print Reporter",Local,"Print, Radio",Rubylita Garcia,Philippines,122,"Remate, dwAD",122,Female,Unknown Fire,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2014,1,-5.384416282,74.969906948
