Actor1,Actor2,Admin1,Admin2,Admin3,Assoc Actor 1,Assoc Actor 2,Country,Event Date,Event Id Cnty,Event ID Irrespective,Event Id No Cnty,Event Type,Latitude,Location,Longitude,Notes,Region,Source,Source Scale,Year,"Annual Fatalities Per 100,000 Population","Events Per 100,000 Population",Fatalities,Geo Precision,Inter1,Inter2,Interaction,Iso,Latitude1,Long Name of Region,Longitude1,Name of Region for Title Sheet,Number of Records,Population,Rounded Latitude to 30min,Rounded Longitude to 30min,Short Name of Region,Time Precision
Unidentified Armed Group (Syria),Military Forces of Syria (2000-),Damascus,Damascus,Damascus,,Civilians (Iraq),Syria,11/3/2017,,3969,3969,Remote violence,33.5,Damascus - Al-Shaghour,36.5,"Two explosions hit Shaghour area in the centre of the capital Damascus, 47 visitors and most of them are of Iraqi nationality were killed, in addition to 12 members of the gunmen loyal to the Syrian regime.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=62651,Other-Local,2017,14.15422868,0.239902181,59,1,3,1,13,760,33.4983,Middle East: Syria: Damascus: Damascus: Damascus: Damascus - Al-Shaghour,36.3166,Middle East: Syria: Damascus: Damascus: Damascus: Damascus - Al-Shaghour,1,329997,33.5,36.5,,1
Unidentified Armed Group (Iraq),Military Forces of Iraq (2014-) Popular Mobilization Forces,Ninewa,Mosul,,,Civilians (Iraq),Iraq,1/11/2017,,4503,4503,Remote violence,36.5,Mosul - Al-Hadbaa,43,"Five Popular mobilization fighters and a civilian were killed by the explosion of a car bomb at the entrance of Rashidiya (al-Hadbaa district) in north Mosul, four civilian bystanders were also wounded by the explosion.",Middle East,Basnews,Subnational,2017,0.809360461,0.13489341,6,1,3,1,13,368,36.396,Middle East: Iraq: Ninewa: Mosul: Mosul - Al-Hadbaa,43.1506,Middle East: Iraq: Ninewa: Mosul: Mosul - Al-Hadbaa,1,586885.6,36.5,43,,1
Unidentified Armed Group (Syria),Islamic State (Syria),Rural Damascus,Darayya,Hajar Aswad,,,Syria,3/7/2017,,8896,8896,Remote violence,33.5,Hajar Aswad,36.5,IS positions were targeted by Islamic factions in the outskirts Al-Hajar Al-Aswad area south of Damascus city. Neither injuries nor fatalities were reported.,Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=69359,Other-Local,2017,0,0.239902181,0,1,3,2,23,760,33.4579,Middle East: Syria: Rural Damascus: Darayya: Hajar Aswad: Hajar Aswad,36.303,Middle East: Syria: Rural Damascus: Darayya: Hajar Aswad: Hajar Aswad,1,329997,33.5,36.5,,1
Unidentified Armed Group (Syria),Opposition Rebels (Syria),Homs,Ar-Rastan,Talbiseh,,,Syria,7/2/2017,,2287,2287,Remote violence,35,Jaborine,36.5,"An IED allegedly from an unidentified group exploded in Jaborine, injuring a rebel fighter. No deaths were reported.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=60483,Other-Local,2017,0,0.092026251,0,1,3,2,23,760,34.8468,Middle East: Syria: Homs: Ar-Rastan: Talbiseh: Jaborine,36.6715,Middle East: Syria: Homs: Ar-Rastan: Talbiseh: Jaborine,1,860265.4,35,36.5,,1
Unidentified Armed Group (Syria),Al Sham Corps,Homs,Ar-Rastan,Talbiseh,,,Syria,5/6/2017,,7472,7472,Remote violence,35,Ghanto,36.5,An IED exploded in a car of a commander in Al Sham Corps in Al-Ghanto town in the northern countryside of Homs governorate. The commander had serious injuries.,Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=67620,Other-Local,2017,0,0.092026251,0,1,3,2,23,760,34.822,Middle East: Syria: Homs: Ar-Rastan: Talbiseh: Ghanto,36.6966,Middle East: Syria: Homs: Ar-Rastan: Talbiseh: Ghanto,1,860265.4,35,36.5,,1
Unidentified Armed Group (Syria),AAS: Ahrar al Sham,Idleb,Al Ma'ra,Heish,,,Syria,1/1/2017,,36,36,Remote violence,35.5,Tah,36.5,An IED exploded in a car belonging to the Islamic Movement of Ahrar al-Sham on the outskirts of Tah town in the southern countryside of Idlib.,Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=58184,Other-Local,2017,0,0.103021613,0,1,3,2,23,760,35.5407,Middle East: Syria: Idleb: Al Ma'ra: Heish: Tah,36.7264,Middle East: Syria: Idleb: Al Ma'ra: Heish: Tah,1,768450.4,35.5,36.5,,1
Militia (Pro-Government),Opposition Rebels (Syria),Hama,As-Suqaylabiyah,Shat-ha,,,Syria,4/1/2017,,23120,23120,Remote violence,35.5,Jurin,36.5,"The rebel factions shelled with missiles positions of the pro-Syrian army militias in Jurin village in Hama countryside, no casualties were reported.",Middle East,LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/4-january-rebels-fired-grad-missiles-vs-proassad-forces-in; LiveUMap_https://twitter.com/JulianRoepcke/status/816691160462802944,Other-Local,2017,0,0.103021613,0,1,3,2,23,760,35.6162,Middle East: Syria: Hama: As-Suqaylabiyah: Shat-ha: Jurin,36.2694,Middle East: Syria: Hama: As-Suqaylabiyah: Shat-ha: Jurin,1,768450.4,35.5,36.5,,1
Unidentified Armed Group (Syria),HTS: Hayat Tahrir al Sham,Idleb,Al Ma'ra,Kafr Nobol,,,Syria,4/12/2017,,17035,17035,Remote violence,35.5,Basqala,36.5,"A bomb exploded in a vehicle owned by the ""Islamic police"" of HTS with no information about injuries or casualties reported.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=79913,Other-Local,2017,0,0.103021613,0,1,3,2,23,760,35.6005,Middle East: Syria: Idleb: Al Ma'ra: Kafr Nobol: Basqala,36.5796,Middle East: Syria: Idleb: Al Ma'ra: Kafr Nobol: Basqala,1,768450.4,35.5,36.5,,1
Unidentified Armed Group (Syria),HTS: Hayat Tahrir al Sham,Idleb,Al Ma'ra,Ma'arrat An Nu'man,,,Syria,10/12/2017,,17303,17303,Remote violence,35.5,Wadi al-Dayf Army Base,36.5,"A landmine detonated in the Wadi al-Dayf Camp, controlled by Hayat Tahrir al-Sham, in southern Idleb, injuring HTS fighters. No fatalities reported.",Middle East,SOHR: SOHR__https://www.facebook.com/syriahroe/posts/1333986093376392,Other-Local,2017,0,0.103021613,0,1,3,2,23,760,35.6444,Middle East: Syria: Idleb: Al Ma'ra: Ma'arrat An Nu'man: Wadi al-Dayf Army Base,36.702,Middle East: Syria: Idleb: Al Ma'ra: Ma'arrat An Nu'man: Wadi al-Dayf Army Base,1,768450.4,35.5,36.5,,1
Unidentified Armed Group (Syria),Jaysh al Islam,Idleb,Harim,Dana,,,Syria,1/5/2017,,25437,25437,Remote violence,36,Babisqa,36.5,Explosion at Jaysh al Islam arms depot in Babisqa of Idleb governorate. Neither injuries nor fatalities were reported.,Middle East,LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/1-may-explosion-at-jaysh-alislam-arms-depot-in-babisqa-idlib; Twitter_https://twitter.com/account/suspended,Other-Local,2017,0,0.1443846,0,1,3,2,23,760,36.2169,Middle East: Syria: Idleb: Harim: Dana: Babisqa,36.6911,Middle East: Syria: Idleb: Harim: Dana: Babisqa,1,548306.4,36,36.5,,1
Islamist Militia (Syria),QSD: Syrian Democratic Forces,Aleppo,A'zaz,A'zaz,,,Syria,8/5/2017,,6641,6641,Remote violence,36.5,Kaljibrin,37,Islamist factions fired a missile at a bulldozer belonging to the SDF in Kaljibrin in Aleppo province. There were no reports of casualties.,Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=66009,Other-Local,2017,0,0.096622844,0,1,3,2,23,760,36.5361,Middle East: Syria: Aleppo: A'zaz: A'zaz: Kaljibrin,37.1175,Middle East: Syria: Aleppo: A'zaz: A'zaz: Kaljibrin,1,819340.4,36.5,37,,1
Unidentified Armed Group (Syria),YPG: Peoples Protection Units,Al-Hasakeh,Al-Hasakeh,Areesheh,,,Syria,6/7/2017,,37197,37197,Remote violence,36,Areesheh,41,An IED explosive device exploded on car for the Peoples Protection Units in Areesheh area. No fatalities reported.,Middle East,SHAM: SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-06-07-2017.html,Other-Local,2017,0,1.193321667,0,1,3,2,23,760,36.2488,Middle East: Syria: Al-Hasakeh: Al-Hasakeh: Areesheh: Areesheh,40.7631,Middle East: Syria: Al-Hasakeh: Al-Hasakeh: Areesheh: Areesheh,1,66341.71,36,41,,1
Unidentified Armed Group (Syria),HTS: Hayat Tahrir al Sham,Idleb,Idleb,Maaret Tamsrin,,,Syria,12/2/2017,,35096,35096,Remote violence,36,Sheikh Bahr,36.5,"A landmine planted by unidentified gunmen exploded on the road to Sheikh Bahr in Idleb targeting a car for HTS, which killed one fighter in their ranks.",Middle East,SNHR: SNHR,Other-Local,2017,0.1443846,0.1443846,1,1,3,2,23,760,36.0505,Middle East: Syria: Idleb: Idleb: Maaret Tamsrin: Sheikh Bahr,36.5647,Middle East: Syria: Idleb: Idleb: Maaret Tamsrin: Sheikh Bahr,1,548306.4,36,36.5,,1
Unidentified Armed Group (Syria),AAS: Ahrar al Sham,Idleb,Harim,Harim,,,Syria,12/3/2017,,35508,35508,Remote violence,36,Kafar Takharim,36.5,A fighter of AAS Movement died due to injuries after his car was targeted with an explosive charge on Kafar Takharim road in Idleb.,Middle East,SNHR: SNHR,Other-Local,2017,0.1443846,0.1443846,1,1,3,2,23,760,36.1164,Middle East: Syria: Idleb: Harim: Harim: Kafar Takharim,36.5147,Middle East: Syria: Idleb: Harim: Harim: Kafar Takharim,1,548306.4,36,36.5,,1
Unidentified Armed Group (Syria),HTS: Hayat Tahrir al Sham,Idleb,Harim,Armanaz,,,Syria,8/11/2017,,28638,28638,Remote violence,36,Armanaz,36.5,"Roadside IED explosion targeted HTS member's pick up at road area between Kafr Takhareen and Armanaz towns in Idlib countryside, resulting the death of one person and injury of another.",Middle East,LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/8-november-roadside-ied-explosion-targeted-hts-members-pick ; Twitter_https://twitter.com/account/suspended,Other-Local,2017,0.1443846,0.1443846,1,1,3,2,23,760,36.0836,Middle East: Syria: Idleb: Harim: Armanaz: Armanaz,36.5031,Middle East: Syria: Idleb: Harim: Armanaz: Armanaz,1,548306.4,36,36.5,,1
Unidentified Armed Group (Syria),HTS: Hayat Tahrir al Sham,Idleb,Harim,Kafr Takharim,,,Syria,8/11/2017,,15828,15828,Remote violence,36,Kafr Takharim,36.5,"An IED exploded in a Hayat Tahrir al-Sham vehicle on the road between Kafr Takharin and Armanaz in northwest Idleb, killing 1 HTS fighter and injuring others.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=78067,Other-Local,2017,0.1443846,0.1443846,1,1,3,2,23,760,36.1165,Middle East: Syria: Idleb: Harim: Kafr Takharim: Kafr Takharim,36.5154,Middle East: Syria: Idleb: Harim: Kafr Takharim: Kafr Takharim,1,548306.4,36,36.5,,1
Unidentified Armed Group (Syria),HTS: Hayat Tahrir al Sham,Idleb,Idleb,Maaret Tamsrin,,Civilians (Syria),Syria,4/12/2017,,17032,17032,Remote violence,36,Kafraya,36.5,"An IED targeted at least 2 Hayat Tahrir al-Sham vehicles on the outskirts of Kafraya village in southern Idleb, killing an HTS fighter and injuring around 10 other people.",Middle East,SOHR; SNHR: SOHR_http://www.syriahr.com/en/?p=80051; SOHR_http://www.syriahr.com/en/?p=79930; SNHR_1066,Other-Local,2017,0.1443846,0.1443846,1,1,3,2,23,760,35.9899,Middle East: Syria: Idleb: Idleb: Maaret Tamsrin: Kafraya,36.6769,Middle East: Syria: Idleb: Idleb: Maaret Tamsrin: Kafraya,1,548306.4,36,36.5,,1
Unidentified Armed Group (Syria),QSD: Syrian Democratic Forces,Ar-Raqqa,Tell Abiad,Tell Abiad,,,Syria,12/1/2017,,517,517,Remote violence,36.5,Bir Asheq,39,"IED explosion targeted Syria Democratic Forces on the road between Sluk town and Beir Ashiq area in the northeastern countryside of Al-Raqqah, and information about one member at least died and the injury of others in the explosion.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=58865,Other-Local,2017,0.431108984,0.431108984,1,1,3,2,23,760,36.6809,Middle East: Syria: Ar-Raqqa: Tell Abiad: Tell Abiad: Bir Asheq,39.0194,Middle East: Syria: Ar-Raqqa: Tell Abiad: Tell Abiad: Bir Asheq,1,183635.7,36.5,39,,1
Unidentified Armed Group (Syria),Asayish (Syria),Al-Hasakeh,Quamishli,Quamishli,,,Syria,12/2/2017,,23826,23826,Remote violence,37,Quamishli,41,Explosion in Xelic neighborhood in southern Quamishli killed one Asayish member and injured two.,Middle East,SHAM; LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/12-february-explosion-in-xelic-neighborhood-in-southern-qamishlo; LiveUMap_https://twitter.com/4rj1n/status/830691309325271040; LiveUMap_https://syria.liveuamap.com/en/2017/12-february-explosion-of-car-in-qamishli; SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-12-02-2017.html,Other-Local,2017,0.289566011,0.289566011,1,1,3,2,23,760,37.0447,Middle East: Syria: Al-Hasakeh: Quamishli: Quamishli: Quamishli,41.2262,Middle East: Syria: Al-Hasakeh: Quamishli: Quamishli: Quamishli,1,273398.8,37,41,,1
Unidentified Armed Group (Syria),YPG: Peoples Protection Units,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,,,Syria,12/2/2017,,35095,35095,Remote violence,37,Al-Yarubiyah,42,An IED exploded in Yarubiyeh district in Al-Hasakeh governorate killing one YPG member.,Middle East,SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-12-02-2017.html,Other-Local,2017,0.198972152,0.198972152,1,1,3,2,23,760,36.8118,Middle East: Syria: Al-Hasakeh: Al-Malikeyyeh: Al-Malikeyyeh: Al-Yarubiyah,42.0621,Middle East: Syria: Al-Hasakeh: Al-Malikeyyeh: Al-Malikeyyeh: Al-Yarubiyah,1,397879.8,37,42,,1
Unidentified Armed Group (Syria),Opposition Rebels (Syria),Hama,As-Suqaylabiyah,Madiq Castle,,,Syria,6/8/2017,,37622,37622,Remote violence,35.5,Kafr Nabutha,36.5,Two opposition fighters were killed as a result of the detonation of a landmine in the town of Kafr Nabutha.,Middle East,"SNHR: SNHR_755,756",Other-Local,2017,0.206043227,0.103021613,2,1,3,2,23,760,35.4322,Middle East: Syria: Hama: As-Suqaylabiyah: Madiq Castle: Kafr Nabutha,36.4908,Middle East: Syria: Hama: As-Suqaylabiyah: Madiq Castle: Kafr Nabutha,1,768450.4,35.5,36.5,,1
Unidentified Armed Group (Syria),Jaysh al Nasr,Idleb,Al Ma'ra,Kafr Nobol,,,Syria,3/12/2017,,16995,16995,Remote violence,35.5,Termala,36.5,The shell of a 'hell cannon' killed two Jaysh al Nusra fighters in the town of Tramla.,Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=79895,Other-Local,2017,0.206043227,0.103021613,2,1,3,2,23,760,35.5244,Middle East: Syria: Idleb: Al Ma'ra: Kafr Nobol: Termala,36.4823,Middle East: Syria: Idleb: Al Ma'ra: Kafr Nobol: Termala,1,768450.4,35.5,36.5,,1
Unidentified Armed Group (Syria),Al Sham Corps,Idleb,Harim,Dana,,,Syria,1/3/2017,,3508,3508,Remote violence,36,Termanin,37,"An explosive charge planted by an unknown actor targeted a car in front of an HQ of Al Sham Corps faction of the armed opposition in Termanin village of Idleb, which killed two fighters from the faction.",Middle East,"SOHR; SNHR: SOHR_http://www.syriahr.com/en/?p=62014; SNHR_169,170",Other-Local,2017,0.051977324,0.025988662,2,1,3,2,23,760,36.2284,Middle East: Syria: Idleb: Harim: Dana: Termanin,36.8152,Middle East: Syria: Idleb: Harim: Dana: Termanin,1,3046213,36,37,,1
Unidentified Armed Group (Syria),FaR: Al Rahman Corps,Idleb,Idleb,Saraqab,,,Syria,9/6/2017,,7695,7695,Remote violence,36,Khan al-Sabeel,37,Two members of Al-Rahman Corps died of injuries they had in an IED explosion four days ago near Khan Al-Sobol town in the eastern countryside of Maarrat Al-Nu'man in Idleb governorate.,Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=67825,Other-Local,2017,0.051977324,0.025988662,2,1,3,2,23,760,35.7552,Middle East: Syria: Idleb: Idleb: Saraqab: Khan al-Sabeel,36.756,Middle East: Syria: Idleb: Idleb: Saraqab: Khan al-Sabeel,1,3046213,36,37,,1
Unidentified Armed Group (Syria),QSD: Syrian Democratic Forces,Al-Hasakeh,Al-Hasakeh,Shadadah,,,Syria,11/4/2017,,5495,5495,Remote violence,36,Azzawi,41,A landmine exploded under a car belonging to the Syrian Democratic Forces in Azzawi village which killed 2 members of them and injured others.,Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=64662,Other-Local,2017,2.386643335,1.193321667,2,1,3,2,23,760,35.9519,Middle East: Syria: Al-Hasakeh: Al-Hasakeh: Shadadah: Azzawi,40.8205,Middle East: Syria: Al-Hasakeh: Al-Hasakeh: Shadadah: Azzawi,1,66341.71,36,41,,1
Unidentified Armed Group (Syria),Opposition Rebels (Syria),Aleppo,A'zaz,A'zaz,,Civilians (Syria); Civilians (Iraq),Syria,3/5/2017,,6468,6468,Remote violence,36.5,Azaz,37,"A Vehicle-Bourne Improvised Explosive Device (VBIED) planted by an unidentified armed group near an ""interim opposition government"" headquarters in Azaz city in northern Aleppo countryside detonated killed between 3 to 5 civilians, 2 of whom were Iraqi nationals.",Middle East,"SOHR; SNHR: SOHR_http://www.syriahr.com/en/?p=65739; SNHR_418,420,421",Other-Local,2017,0.289868533,0.096622844,3,1,3,2,23,760,36.5849,Middle East: Syria: Aleppo: A'zaz: A'zaz: Azaz,37.0432,Middle East: Syria: Aleppo: A'zaz: A'zaz: Azaz,1,819340.4,36.5,37,,1
Unidentified Armed Group (Syria),QSD: Syrian Democratic Forces,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,,,Syria,1/12/2017,,28819,28819,Remote violence,36,Ar-Raqqa,39,At least 3 Syrian Democratic Forces fighters were killed by a landmine explosion near the sugar factory in northern Ar-Raqqa city.,Middle East,LiveUMap: LiveUMap_https://twitter.com/24Raqqa/status/936602976734666752,Other-Local,2017,1.272720647,0.424240216,3,1,3,2,23,760,35.9428,Middle East: Syria: Ar-Raqqa: Ar-Raqqa: Ar-Raqqa: Ar-Raqqa,39.0519,Middle East: Syria: Ar-Raqqa: Ar-Raqqa: Ar-Raqqa: Ar-Raqqa,1,186608.9,36,39,,1
Unidentified Armed Group (Syria),HTS: Hayat Tahrir al Sham,Idleb,Harim,Armanaz,,,Syria,10/10/2017,,40429,40429,Remote violence,36,Armanaz,36.5,"Unidentified armed gunmen attached an explosive charge to a car in front of HTS HQ in Armanaz city in Idleb province, which killed four fighters in the ranks of HTS.",Middle East,"SNHR: SNHR_926,927,929,930,931",Other-Local,2017,0.577538398,0.1443846,4,1,3,2,23,760,36.0836,Middle East: Syria: Idleb: Harim: Armanaz: Armanaz,36.5031,Middle East: Syria: Idleb: Harim: Armanaz: Armanaz,1,548306.4,36,36.5,,1
Unidentified Armed Group (Syria),QSD: Syrian Democratic Forces,Aleppo,Afrin,Afrin,,,Syria,4/9/2017,,12031,12031,Remote violence,36.5,Afrin,37,"Several shells fell on Afrin town in Aleppo countryside which led to the killing of several SDF militants, distributed 9 fatalities over the locations Ar-Raqqa and Afrin.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=73492,Other-Local,2017,0.386491378,0.096622844,4,1,3,2,23,760,36.5111,Middle East: Syria: Aleppo: Afrin: Afrin: Afrin,36.8655,Middle East: Syria: Aleppo: Afrin: Afrin: Afrin,1,819340.4,36.5,37,,1
Unidentified Armed Group (Syria),HTS: Hayat Tahrir al Sham,Idleb,Harim,Armanaz,,,Syria,4/7/2017,,40469,40469,Remote violence,36,Quneitra,36.5,Five members of HTS were killed in a car bomb attack in front of a school that HTS had taken over in the town of Quneitra in Idleb governorate.,Middle East,SNHR: SNHR,Other-Local,2017,0.721922998,0.1443846,5,1,3,2,23,760,35.9824,Middle East: Syria: Idleb: Harim: Armanaz: Quneitra,36.5296,Middle East: Syria: Idleb: Harim: Armanaz: Quneitra,1,548306.4,36,36.5,,1
Unidentified Armed Group (Syria),HTS: Hayat Tahrir al Sham,Idleb,Idleb,Idleb,,Civilians (Syria),Syria,3/12/2017,,16989,16989,Remote violence,36,Idleb - Al-Sharqui,36.5,"An IED targeted a car belonging to Hayat Tahrir al-Sham in the industrial area of the Al-Sharqui neighborhood of Idleb city, killing 5 people, including a child, and injuring at least 13 others.",Middle East,"SOHR; SNHR: SOHR_http://www.syriahr.com/en/?p=80051; SOHR_http://www.syriahr.com/en/?p=79869; SNHR_1057,1058,1060-1062",Other-Local,2017,0.721922998,0.1443846,5,1,3,2,23,760,35.928,Middle East: Syria: Idleb: Idleb: Idleb: Idleb - Al-Sharqui,36.6432,Middle East: Syria: Idleb: Idleb: Idleb: Idleb - Al-Sharqui,1,548306.4,36,36.5,,1
Unidentified Armed Group (Syria),HTS: Hayat Tahrir al Sham,Idleb,Idleb,Idleb,,Civilians (Syria),Syria,6/9/2017,,12161,12161,Remote violence,36,Idleb,36.5,"A car belonging to Hayat Tahrir al-Sham which was carrying ammunitions was hit by an IED in Idleb city which led to the killing of 9 fighters from Hayat Tahrir al-Sham and the injury of 3 children. However, it is noteworthy that the explosion occurred while reconnaissance planes were hovering in the skies of Idlib city. Whether the explosion was caused by the warplanes targeting the vehicle or as a result of a bomb planted in the vehicle was unknown.",Middle East,SOHR; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=73699; Undisclosed Source,Other-Local,2017,1.299461396,0.1443846,9,1,3,2,23,760,35.929,Middle East: Syria: Idleb: Idleb: Idleb: Idleb,36.6353,Middle East: Syria: Idleb: Idleb: Idleb: Idleb,1,548306.4,36,36.5,,1
