reference,dateofocc,subreg,hostility_,victim_d,descriptio,hostilityt,hostilit_D,victim_l,victim_l_D,navarea,x,y
2015-160,2015/07/25,"71",Suspicious Approach,Tanker,"SINGAPORE STRAIT: On 25 July near position 01-04N 103-36E, persons in an unlit boat attempted to board an underway tanker. The anti-piracy crew observed the boat approaching to 20 meters. The crew flashed lights resulting in the boat aborting the attempt","3",Suspicious Approach,"9",Tanker,XI,103.6000000003,1.0666667001
2015-161,2015/07/26,"71",Robbers,Product Tanker,"SINGAPORE STRAIT: On 26 July near position 01-04N 103-37E, the duty engineer onboard an underway product tanker discovered 3 robbers in the engine room near the incinerator space. The robbers fled to the poop deck. The engineer immediatly closed and lock","1",Pirate Assault,"9",Tanker,XI,103.6166667002,1.0666667001
2015-162,2015/07/21,"61",Robbers,Sailing Yacht,"SEYCHELLES: On 21 July near position 04-37S 055-28E, an unknown number of robbers boarded an anchored sailing yacht in Victoria Harbour and stole personal electronic items, a small amount of cash and the yacht's dinghy tied alongside the yacht. The robbe","1",Pirate Assault,"8",Sailing Vessel,VIII,55.4666666999,-4.6166666999
2015-163,2015/07/21,"61",Robbers,Sailing Yacht,"SEYCHELLES: During the week of 21 July near position 04-37S 55-28E, two robbers boarded an anchored sailing yacht in Victoria Harbour. The yacht owner attempted to defend himself and his wife using a flare gun, but one robber took the flare gun away from","1",Pirate Assault,"8",Sailing Vessel,VIII,55.4666666999,-4.6166666999
2015-164,2015/07/20,"61",Robbers,Product Tanker,"KENYA: On 20 July, two robbers attempted to board a berthed product tanker during cargo operations near position 04-04S 039-40E, Mbaraki Terminal, Mombasa Port. The alerted crew and shore watchmen noticed the robbers as they attempted to gain access via","1",Pirate Assault,"9",Tanker,VIII,39.6666666998,-4.0666667004
2016-113,2016/05/15,"63",Robbers,Container Ship,"BANGLADESH: On 15 May at 0242 LT in 22-06N 091-45E, at Chittagong ""C"" anchorage, seven robbers in a small boat came alongside and attempted to board an anchored container ship. Alert crew noticed the robbers and informed the duty officer who raised the a","1",Pirate Assault,"3",Cargo Ship,VIII,91.7500000004,22.0999999999
2016-114,2016/05/11,"57",Robbers,Product Tanker,"TOGO: On 11 May at 0131Z in 06-05.7N 001-15.0E, at Lome anchorage, seven robbers in a wooden boat approached an anchored product tanker. One robber managed to board the tanker using a manrope. Alert crew noticed the robbers and notified the duty officer","1",Pirate Assault,"9",Tanker,II,1.2499999997,6.1000000003
2016-115,2016/05/11,"57",Robbers,Product Tanker,"TOGO: On 11 May, seven robbers in a wooden boat approached an anchored product tanker, with one robber getting aboard the tanker near position 06-05N 001-15E, Lome Anchorage. Alert crew noticed the robbers and informed the duty officer who in turn raised","1",Pirate Assault,"9",Tanker,II,1.2499999997,6.0833333004
2016-116,2016/04/16,"71",Robbers,Barge,"MALAYSIA: On 16 April at 0345 LT in 01-23N 104-28E, five unauthorized persons were noticed by the duty crew onboard a pipe laying barge. They tried to communicate with the duty crew in their local dialect. The duty crew did not respond and the persons wa","1",Pirate Assault,"2",Barge,XI,104.4666666997,1.3833333003
2016-117,2016/05/18,"72",Robbers,Bulk Carrier,"INDONESIA: On 18 May between 0001 and 0400 LT in 00-14S 117-34E, at Samarinda anchorage, a robber boarded an anchored bulk carrier. Robber stole ship's property and escaped. Incident was discovered during later rounds by crew.","1",Pirate Assault,"3",Cargo Ship,XI,117.5666666999,-0.2333333000
2016-118,2016/05/21,"71",Robbers,Tug,"INDONESIA: On 21 May at 0330 LT in 01-10N 103-58E, Batam anchorage, six robbers in a skiff approached an anchored tug. Four robbers wearing ski masks managed to board the vessel. Duty officer raised the alarm and crew mustered. Upon hearing the alarm and","1",Pirate Assault,"10",Tugboat,XI,103.9666667001,1.1666666999
2016-119,2016/04/29,"94",Robbers,Ore Carrier,"CHINA: On 29 April at 0020 to 0140 LT at 38-55.5N 119-13.8E, at Jingtang anchorage, duty crew onboard an anchored ore carrier noticed the diesel oil level gauges lower than normal. The diesel oil tank vents were found to be damaged with indications that","1",Pirate Assault,"9",Tanker,XI,119.2333333000,38.9333333000
2016-120,2016/03/27,"94",Robbers,Bulk Carrier,"CHINA: On 27 March at 0610 LT vicinity 32-16N 119-25E, at Yangzhou terminal, robbers disguised as stevedores boarded bulk carrier during cargo operations and escaped with ship's property. Duty crew noticed the theft and raised the alarm. Crew mustered an","1",Pirate Assault,"3",Cargo Ship,XI,119.4166667003,32.2666666997
2016-121,2016/02/27,"71",Robbers,Bulk Carrier,"INDONESIA: Between 27 April and 03 March vicinity 06-06S 106-48E, at Tanjung Prick port berth 202, unauthorized persons boarded a bulk carrier while at berth and escaped with ship's properties. The ship departed from berth to Jakarta anchorage where the","1",Pirate Assault,"3",Cargo Ship,XI,106.7999999998,-6.0999999996
2016-122,2016/05/19,"71",Robbers,Research Veseel,"INDONESIA: On 19 May at 0430 LT in 01-11N 103-57E, at Batam anchorage, four robbers in a small vessel boarded an anchored research vessel. They stole ship's properties and escaped.","1",Pirate Assault,"11",Vessel,XI,103.9500000002,1.1833332999
2016-123,2016/05/23,"61",Robbers,Tanker,"SOUTH AFRICA: On 23 May at 2000 LT vicinity 29-52N 031-01E, at Durban port, an unauthorized person disguised as bunker crew boarded a berthed tanker. Person entered accommodation area and stole ship's properties and crew cash. Incident reported to port c","1",Pirate Assault,"9",Tanker,VII,31.0166667003,-29.8666667000
2016-124,2016/05/14,"63",Robbers,LPG Tanker,"INDIA: On 14 May at 0400 LT in 23-02N 070-13E, at Kandla port, a robber boarded a berthed LPG tanker and stole ship's properties and escaped. The incident was discovered later during routine rounds.","1",Pirate Assault,"9",Tanker,VIII,70.2166667002,23.0333333002
2016-125,2016/05/28,"24",Pirates,Vessel,"SURINAME: On 28 May vicinity 05-46N 056-52W, in Nickerie, police arrested five people allegedly involved in a pirate attack that left one man dead and three others missing at sea. They said the four crew members were aboard a boat in Surinamese waters wh","1",Pirate Assault,"11",Vessel,IV,-56.8666667000,5.7666667002
2016-126,2016/05/25,"25",Pirates,Vessel,"SAINT VINCENT AND THE GRENADINES: On 25 May, a UK-flagged yacht was boarded by two masked men, one with a gun, while anchored in Tobago Cays, vicinity 12-38N 061-21W. The intruders demanded money and hit the Captain several times on the head with the yac","1",Pirate Assault,"11",Vessel,IV,-61.3499999998,12.6333333000
2014-83,2014/03/29,"71",Robbers,Product tanker,"INDONESIA: On 29 March, four robbers boarded an underway product tanker near position 01-07N 103-30E, approximately 6 nm east of Pulau Karimun Kecil. The robbers wore masks and were armed with knives. Once onboard, the robbers went to the engine room and","1",Pirate Assault,"9",Tanker,XI,103.4999999996,1.1166667000
2014-84,2014/04/05,"62",Two skiffs and a dhow,Merchant vessel,"OMAN: On 5 April, two skiffs and a dhow approached a merchant vessel to within 300 meters by near position 20-15N 059-02E, approximately 15 nm from Masirah Island, Oman. When an armed embarked security team fired warning shots, the skiffs turned away.","4",Kidnapping,"5",Merchant Vessel,IX,59.0333333004,20.2500000003
2014-85,2014/02/23,"71",Robbers on fishing boats,Barge under tow,"SINGAPORE STRAIT: On 23 February at 1430 local time, ten robbers from six fishing boats boarded a barge under tow near position 01-11N 103-34E. The Master of the tug sounded the alarm and reported the boarding to VTIS Central, Singapore. The robbers depa","1",Pirate Assault,"2",Barge,XI,103.5666667003,1.1833332999
2014-87,2014/04/14,"62",Pirates,Oil Tanker,"GULF OF ADEN: On 14 April, seven persons armed with an RPG in a white-and blue skiff approached an oil tanker near position 12-25N 043-43E, south of the Bab El Mandeb Strait in the Gulf of Aden. The ship's master raised the alarm, sounded the ship's whis","1",Pirate Assault,"9",Tanker,IX,43.7166666998,12.4166666996
2014-88,2014/04/13,"62",Pirates,Chemical Tanker,"YEMEN: On 13 April, four persons in a skiff approached an underway chemical tanker near position 13-58N 055-32E, approximately 106 nm northeast of Socotra Island, Yemen. The master raised alarm, increased speed, and mustered the non-essential crew member","1",Pirate Assault,"9",Tanker,IX,55.5333332999,13.9666666999
2014-89,2014/04/05,"62",Suspicious Approach,Chemical Tanker,"RED SEA: On 5 April, five persons in a skiff approached an underway chemical tanker near position 12-35N 043-26E, Bab El Mandeb Strait, Red Sea. The master raised alarm, altered course, and directed non-essential crew members to muster in a safe room. Wh","3",Suspicious Approach,"9",Tanker,IX,43.4333332997,12.5833333001
2014-90,2014/04/09,"71",Robbers,Anchored Bulk Carrier,"INDONESIA:  On 9 April, nine robbers armed with knives boarded an anchored bulk carrier near position 03-54N 098-46E, Belawan Anchorage. The duty crewmen on routine rounds spotted the robbers and informed the duty officer who raised the alarm, sounded sh","1",Pirate Assault,"1",Anchored Ship,XI,98.7666666996,3.8999999998
2014-91,2014/04/23,"57",Robbers,Anchored tanker,"NIGERIA: On 23 April, three individuals in a small boat approached an anchored tanker carrying out STS operations near position 06-17N 003-21E, 6.3 nm south-southwest of Lagos  breakwater. The suspected robbers tried to board the ship via the anchor chai","1",Pirate Assault,"1",Anchored Ship,II,3.3500000004,6.2833332998
2014-92,2014/04/21,"57",Suspicious Approach,LNG tanker,"NIGERIA: On 21 April, an unlit small boat made a sudden course change, increased speed, and made a close pass by an LNG tanker near position 03-41N 006-18E, approximately 37 nm south of Brass. The master raised the alarm, increased speed, altered course,","3",Suspicious Approach,"9",Tanker,II,6.2999999997,3.6833332996
2014-93,2014/04/17,"62",Suspicious Approach,Underway bulk carrier,"GULF OF ADEN: On 17 April, five armed persons in a skiff approached an underway bulk carrier near position 12-24N 043-42E, approximately 21 nm southeast of Perim Island, Yemen. The ship's master raised alarm, mustered the crew, increased speed and charge","3",Suspicious Approach,"3",Cargo Ship,IX,43.6999999999,12.3999999997
2014-94,2014/04/22,"71",Pirates,Product tanker,"MALAYSIA: On 22 April, up to ten heavily armed pirates boarded and hijacked the product tanker, MT NANIWA MARU No 1, near position 02-59N 100-54E, 3 nm west-northwest of One Fathom Bank, near Port Klang. The pirates pumped out 3 million liters of the 4.5","1",Pirate Assault,"9",Tanker,XI,100.9000000003,2.9833332996
2014-95,2014/04/21,"71",Robbers,Anchored product tanker,"INDONESIA: On 21 April, an unknown number of robbers boarded an anchored product tanker near position 01-24N 104-34E, 11 nm north of Palau Bintan. The robbers stole spare parts and property before escaping undetected. The thefts were subsequently noticed","1",Pirate Assault,"1",Anchored Ship,XI,104.5666667003,1.4000000002
2014-275,2014/11/08,"57",Pirates,Tanker,"NIGERIA: On 8 November, eight pirates armed with machine guns and explosives in a speed boat approached and opened fire on an underway tanker near position 04-24N 005-03E,  Pennington Oil Terminal. Ship's Master raised the alarm, commenced evasive maneuv","1",Pirate Assault,"9",Tanker,II,5.0500000004,4.4000000003
2014-276,2014/11/27,"63",Pirates,Bulk Cargo Carrier,"INDIA: On 27 November, one person boarded an anchored bulk cargo carrier waiting to discharge cargo near position 20-55N 088-07E, 40 nm south of the Sagar Islands. The robber  boarded the ship from a small boat carrying six other persons. The robber was","1",Pirate Assault,"3",Cargo Ship,VIII,88.1166667001,20.9166667003
2014-277,2014/12/06,"71",Robbers,Tanker,"On 6 December, position 02-15N 104 49E, armed robbers boarded a tanker underway. They shot a crew member in the head, stole crew properties and escaped. Authorities sent a helicopter and evacuated the injured crew member and sent him to a hospital for tr","1",Pirate Assault,"9",Tanker,XI,104.8166666997,2.2499999997
2014-278,2014/12/07,"71",Robbers,Bitumen Tanker,"MALAYSIA: On 7 December, approximately 0430 Local Time, as many as seven robbers boarded the bitumen tanker VP ASPHALT 2, loaded with 2,300 tons of bitumen near position 02-15N 104-49E, 20 nm southeast of Pulau Aur, Johor, Malaysia. The robbers checked w","1",Pirate Assault,"9",Tanker,XI,104.8166666997,2.2499999997
2014-279,2014/12/07,"71",Robbers,Product Tanker,"MALAYSIA: On 7 December, 20 armed robbers in a boat approached an underway product tanker, with five robbers boarding the vessel near position 01-31N 104-35E, 17 nm west-southwest of Tanjung Punggai, Johor, using ladders and cutting through the razor wir","1",Pirate Assault,"9",Tanker,XI,104.5833333004,1.5166666998
2014-280,2014/11/04,"71",Robbers,LPG Tanker,"INDONESIA: On 4 November, four robbers in small boat boarded an anchored LPG tanker near position 01:29N - 104:40E, 16 nm north-northeast of Tg Berakit, Bintan Island. Duty crewman spotted the robbers and informed the duty officer who raised the alarm an","1",Pirate Assault,"9",Tanker,XI,104.6666667001,1.4833333000
2014-281,2014/11/04,"71",Robbers,Bulk Carrier,"INDONESIA: On 4 November, three robbers in a small wooden boat boarded an anchored bulk carrier near position 01-26N 104-39E, 13 nm north-northeast of Tg Berakit, Bintan Island. Duty crewman spotted one robber onboard the vessel. He informed the duty off","1",Pirate Assault,"3",Cargo Ship,XI,104.6500000002,1.4333333002
2014-282,2014/11/26,"82",Robbers,Sailing Yacht,"PAPUA NEW GUINEA: On 26 November, 4 robbers boarded a sailing yacht near position 04-20S 152-16E, Kokopo, New Britain Island. They tied up the captain and threatened him and a passenger with a machete. The passenger chased one robber from the boat, and t","1",Pirate Assault,"8",Sailing Vessel,X,152.2666667000,-4.3333332999
2014-283,2014/11/15,"71",Robbers,Chemical Tanker,"SINGAPORE STRAIT: On 15 November, position 01-08N 103-30E four robbers boarded a chemical tanker underway. The duty crew noticed the robbers and raised the alarm.Seeing the alerted crew the robbers escaped. A search was carried out throughout the vessel.","1",Pirate Assault,"9",Tanker,XI,103.4999999996,1.1333333001
2014-284,2014/12/06,"71",Robbers,Product Tanker,"SOUTH CHINA SEA, SOUTHERN PART: On 6 December near 01-31N 104-35E, around 20 persons in a boat approached a product tanker underway. Five people managed to board the vessel using ladders and by cutting through the razor wire. The second officer noticed t","1",Pirate Assault,"9",Tanker,XI,104.5833333004,1.5166666998
2014-285,2014/12/13,"57",Robbers,Research Vessel,"POINTE NOIRE ANCHORAGE, THE CONGO: On 13 December near 4-46S 011-50E, 4 robbers in a small rowing boat approached an anchored research vessel. Two robbers boarded the vessel entered the engine room and stole ship's properties. The duty AB on routine roun","1",Pirate Assault,"11",Vessel,II,11.8333333003,-4.7666667004
2014-286,2014/12/12,"28",Suspicious approach,Sailing yacht,"HONDURAS: On 12 December, a sailing yacht experienced a suspicious approach near position 14-11N 082-16W, approximately 29 nm southeast of Cayos Miskitos. The yacht master reported that an unlit fishing boat at first shadowed the yacht for some time and","3",Suspicious Approach,"8",Sailing Vessel,IV,-82.2666666997,14.1833333004
2015-165,2015/07/26,"71",Pirates,Fishing Boat,"ANDAMAN SEA: On 26 July, two pirates boarded the Indonesia-flagged fishing boat MAJU JAYA near  position 04-53N 098-37E, approximately 60 nm north of Balewan. The pirates ransacked the fishing boat, stole the vessel's documents, electronics, personal mob","1",Pirate Assault,"4",Fishing Vessel,XI,98.6166667000,4.8833333000
2015-166,2015/07/28,"93",Robbers,Tug Boat,"MALAYSIA: On 28 July near position 03-25N 103-55E, a tug with a barge under tow departed Batam Anchorage at 1600 local time for Kuantan Port, Malaysia. An on duty crewman discovered some properties on the barge were missing during the routine check the f","1",Pirate Assault,"10",Tugboat,XI,103.9166667003,3.4166667002
2015-167,2015/07/30,"71",Robbers,Bulk Carrier,"SINGAPORE STRAIT: On 30 July near position 01-05N 103-42E, 5 robbers armed with long knives in a small unlit speed boat approached an underway bulk carrier.One of the robbers attempted to board the ship using a hook attached to a rope. The alerted crew n","1",Pirate Assault,"3",Cargo Ship,XI,103.7000000000,1.0833333002
2015-168,2015/08/03,"63",Pirates,Fishing Trawlers,"BANGLADESH: On 3 August near position 21-35N 89-11E, 12 pirates belonging to the Akash Bahini group attacked a group of small fishing trawlers in the Dhansiddhirchar area of the Sundarbans. The pirates ransacked several of the trawlers and kidnapped 12 l","1",Pirate Assault,"4",Fishing Vessel,VIII,89.1833333001,21.5833333004
2015-169,2015/08/03,"71",Robbers,Chemical Tanker,"INDONESIA: On 3 August, two robbers armed with knives boarded an anchored chemical tanker near  position 03-56N 098-44E, Belawan Anchorage. The duty crewman on routine rounds sighted the robbers at the forecastle and informed the bridge. The alarm was ra","1",Pirate Assault,"9",Tanker,XI,98.7333332998,3.9333332998
2015-175,2015/08/09,"71",Robbers,Tanker,"SINGAPORE STRAIT: On 9 August near position 01-05N 103-35E, five robbers armed with knives boarded an underway tanker.They entered the engine room, seized and tied up the chief engineer and stole his personal effects. The chief engineer managed to free h","1",Pirate Assault,"9",Tanker,XI,103.5833333004,1.0833333002
2015-176,2015/08/09,"72",Robber,Bulk Carrier,"INDONESIA: On 9 August, a surveyor arrived from a service boat and requested the duty officer of an anchored bulk carrier to carry out a draft survey near position 03-42S 114-28E, Taboneo Anchorage. As the duty officer was taking the draft readings a sma","1",Pirate Assault,"3",Cargo Ship,XI,114.4666667000,-3.6999999997
2015-177,2015/08/12,"71",Robbers,Product Tanker,"INDONESIA: On 12 August near position 04-00N 098-45E, around 13 nm NNE of Belawan, robbers boarded an anchored product tanker via the anchor chain and hawse pipe. The robbers stole ship's properties and fled before being spotted. When the crew returned t","1",Pirate Assault,"9",Tanker,XI,98.7499999997,3.9999999996
2015-178,2015/08/12,"71",Robbers,Container Ship,"SINGAPORE STRAIT: On 12 August near position 01-07N 103-31E, five robbers armed with long knives boarded a container ship underway. The alarm was raised and the crew mustered. Upon hearing the alarm and seeing the alerted crew, the robbers fled. A search","1",Pirate Assault,"3",Cargo Ship,XI,103.5166667004,1.1166667000
2015-179,2015/08/15,"71",Robbers,Container Ship,"SINGAPORE STRAIT: on 15 August near position 01-16N 104-08E, while enroute to Tianjin, China a duty crewman onboard a container ship noticed padlocks on 3 store rooms damaged. He immediatly raised the alarm and the crew mustered. Upon hearing the alarm,","1",Pirate Assault,"3",Cargo Ship,XI,104.1333332998,1.2666666996
2015-180,2015/08/16,"24",Robbers,Cargo Ship,"On 16 August at 0800 local time in the Guanta Anchorage near position 10-16N 064-35W, a bosun on routine rounds onboard an anchored general cargo ship noticed 3 store rooms opened and their padlocks broken. He immediatly raised the alarm and the crew mus","1",Pirate Assault,"3",Cargo Ship,IV,-64.5833333002,10.2666666999
2015-181,2015/08/20,"92",Robbers,Product Tanker,"PHILIPPINES: On 20 August, a duty crewman onboard a berthed product tanker saw an unauthorized person on deck near position 07-02N 125-39E, New Davao Oil Mill, Davao Port. The duty crewman shouted at the unauthorized person, who jumped overboard and esca","1",Pirate Assault,"9",Tanker,XI,125.6500000000,7.0333332996
2015-182,2015/08/20,"71",Robbers,Bulk Carrier,"INDONESIA: On 20 August, seven robbers boarded an underway bulk carrier near position 01-04N 103-36E, 4.1 nm south-southwest of Pulau Nipah. The crew spotted the robbers and immediately retreated to the bridge. Two crewmen remained in the engine room. Th","1",Pirate Assault,"3",Cargo Ship,XI,103.6000000003,1.0666667001
2016-127,2016/05/25,"28",Robbers,Sailing Vessel,"GUATEMALA: On 25 May, a sailing yacht was boarded at night in a marina area of Rio Dulce, vicinity 15-49N 088-45W. The thieves stole an outboard motor from a dinghy that was chained to the yacht.","1",Pirate Assault,"8",Sailing Vessel,IV,-88.7499999996,15.8166667004
2016-128,2016/06/06,"57",Suspicious Approach,Tanker,"BENIN:  On 06 June, an oil tanker underway near position 05-22N 002-24E, approximately 60 nm south of Cotonou, reported that a mother ship and a skiff chased them. The mothership, with an additional skiff on deck, was reportedly 60 meters long with a gre","3",Suspicious Approach,"9",Tanker,II,2.4000000002,5.3666667004
2016-129,2016/06/02,"71",Pirates,Tug and Barge,"MALAYSIA: On 02 June, the tug EVER PROSPER, towing the barge EVER DIGNITY, was hijacked near Mukah, Sarawak, East Malaysia, vicinity 02-53.8N 112-04.7E. Reportedly, another tug and barge pulled alongside, hijacked the tug and siphoned approximately 3,000","1",Pirate Assault,"10",Tugboat,XI,112.0833333002,2.8999999998
2016-130,2016/06/14,"63",Robbers,Container Ship,"BANGLADESH: On 14 June at 0140 LT in 22-08N 091-44E, at Chittagong anchorage, five robbers boarded an anchored container ship. Security noticed the robbers with long knives on poop deck and informed the watch officer. The alarm was raised and the whistle","1",Pirate Assault,"3",Cargo Ship,VIII,91.7333332996,22.1333332999
2016-131,2016/06/02,"71",Robbers,Tug and Barge,"MALAYSIA: On 02 June at 2300 LT in 03-07.24N 112-35.14E, around 11nm NNE of Balingian, Sarawak, armed persons in two speed boats approached and boarded a tug towing a barge loaded with crude palm kernel oil. They took all crew members hostage, damaged sh","1",Pirate Assault,"10",Tugboat,XI,112.5833332998,3.1166667001
2016-132,2016/05/21,"71",Robbers,Tanker,"INDONESIA: On 21 May at 0130 LT in 06-02.5S 106-54.0E, at Jakarta tanker anchorage, robbers boarded an anchored tanker and stole ship's property and escaped. The incident was noticed by third officer during routine rounds. Additional checks revealed that","1",Pirate Assault,"9",Tanker,XI,106.8999999996,-6.0499999997
2016-133,2016/06/16,"71",Robbers,Cargo Vessel,"INDONESIA: On 16 June at 0300 LT in 01-10N 103-57E, around 2.5 NM W of Batu Ampar, four robbers armed with guns boarded an anchored heavy lift carrier. They held the duty ab hostage at gun point and stoles ship's engine spares and escaped. Theft reported","1",Pirate Assault,"3",Cargo Ship,XI,103.9500000002,1.1666666999
2016-134,2016/06/18,"71",Robbers,Product Tanker,"INDONESIA: On 18 June at 0110 LT in 01-41.9N 101-29.2E, at Dumai anchorage, three robbers boarded an anchored product tanker. Duty ab noticed the robbers and informed the watch officer who raised the alarm and the crew mustered. One of the robbers rushed","1",Pirate Assault,"9",Tanker,XI,101.4833332997,1.7000000003
2016-135,2016/06/13,"57",Robbers,Tanker,"ANGOLA: On 13 June at 2145 LT in 08-44.7S 013-17.9E, at Luanda anchorage, a robber boarded an anchored tanker and transferred ship's stores into his boat. Alarm sounded and the crew were able to detain the robber. Port officials and local police were inf","1",Pirate Assault,"9",Tanker,VII,13.3000000000,-8.7499999997
2016-136,2016/06/21,"71",Robbers,Bulk Carrier,"INDONEISA: On 21 June at 0540 LT in 01-41.5N 101-30.4E, at Dumai inner anchorage, three robbers armed with knives boarded an anchored bulk carrier. Two robbers managed to enter the engine room via the open skylight. They threatened the duty oiler with kn","1",Pirate Assault,"3",Cargo Ship,XI,101.4999999996,1.6833333004
2016-137,2016/05/27,"27",Roobbers,Sailing Vessel,"CUBA: On 27 May, robbers boarded a Canada-flagged sailing yacht anchored near Isla de la Juventud, vicinity 21-45N 082-51W. The robbers were able to steal miscellaneous deck gear and escape unnoticed.","1",Pirate Assault,"8",Sailing Vessel,IV,-82.8500000000,21.7499999999
2016-138,2016/06/16,"93",Pirates,Fishing Vessel,"VIETNAM:  On 16 June, the Vietnam-flagged fishing boat QNg-95821 was reportedly attacked by a Chinese vessel near position 16-11N 112-30E, seven nautical miles from Bom Bay Island. The attacking ship reportedly had a hull number of 31102. The Vietnamese","1",Pirate Assault,"4",Fishing Vessel,XI,112.4999999999,16.1833333004
2016-139,2016/05/15,"81",Suspicious Approach,Vehicle Carrier,"MICRONESIA: On 15 May, two fast boats made a suspicious approach against an underway vehicle carrier near position 08-17N 150-53E, between Pisares Island and East Fayu Island. The boats initially called the vessel and asked it to stop. Master raised the","3",Suspicious Approach,"3",Cargo Ship,XI,150.8833333002,8.2833332999
2014-96,2014/04/20,"71",Robbers,Anchored product tanker,"INDONESIA: On 20 April, two robbers in a small boat boarded an anchored product tanker near position 01-26N 104-38E, approximately 12 nm north-northeast of Pulau Bintan. Duty crewman on routine rounds noticed the robbers and informed the duty officer who","1",Pirate Assault,"1",Anchored Ship,XI,104.6333333003,1.4333333002
2014-97,2014/04/19,"71",Robbers,Anchored general cargo ship,"INDONESIA: On 19 April, five robbers armed with knives attempted to board an anchored general cargo ship near position 03-55N 098-46E, Belawan Anchorage. They took hostage a duty crewman on the forecastle and stole his personal belongings. The incident w","1",Pirate Assault,"1",Anchored Ship,XI,98.7666666996,3.9166666997
2014-98,2014/04/18,"63",Robbers,Anchored product tanker,"INDIA: On 18 April, three robbers in a small boat attempted to board an anchored product tanker near position 09-56N 076-09E, Kochi Anchorage. Duty crew on routine rounds noticed  the robbers and informed duty officer on the bridge who raised the alarm a","1",Pirate Assault,"1",Anchored Ship,VIII,76.1499999997,9.9333333000
2014-99,2014/04/08,"72",Robbers,Anchored bulk carrier,"INDONESIA: On 18 April, three robbers attempted to board an anchored bulk carrier near position 00-13S 117-35E, Samarinda Anchorage. The duty officer noticed the robbers and raised the alarm. Due to the crew response, the robbers departed the area withou","1",Pirate Assault,"1",Anchored Ship,XI,117.5833332999,-0.2166666999
2014-100,2014/04/17,"71",Pirates,Underway product tanker,"MALAYSIA: On 17 April, 16 armed pirates boarded and hijacked an underway product tanker near position 01-59N 104-25 E, 26 nm south-southwest of Pulau Aur. The pirates then  transferred part of the fuel cargo into smaller unknown tankers. Crew and ship pr","1",Pirate Assault,"9",Tanker,XI,104.4166666998,1.9833332996
2014-101,2014/03/11,"71",Pirates,Anchor handling tug,"INDONESIA:  On 11 March, two skiffs reportedly chased M/V LEWEK EBONY, an anchor handling tug, in an area 250 nm west of Jakarta. The chase prompted the master of the vessel to report a pirate attack in progress and to light off the firefighting monitors","1",Pirate Assault,"10",Tugboat,XI,100.9000000003,-6.2000000002
2014-102,2014/04/29,"57",Pirates,Product Tanker,"NIGERIA: On 29 April, pirates approached the product tanker SP BRUSSELS while underway near position 04-56N 004-49E, 35 nm west off coast of Bayelsa State. The armed guards on board fired at the pirates who had boarded. Then most crewmembers and the arme","1",Pirate Assault,"9",Tanker,II,4.8166667000,4.9333332998
2014-103,2014/05/01,"71",Robbers,Product Tanker,"INDONESIA: On 1 May at 0530 local time, three robbers armed with knives boarded a drifting product tanker near position 01-29N 104-47E, 20 nm northeast of Pulau Bintan. Duty crew on bridge raised alarm, seeing the alerted crew the robbers retreated empty","1",Pirate Assault,"9",Tanker,XI,104.7833332999,1.4897221998
2014-104,2014/05/01,"71",Robbers,General Cargo Ship,"INDONESIA: On 1 May at 0430 local time, a duty crewman on board an anchored general cargo ship saw a small boat approaching from astern near position 01-24N 104-35E, 10 nm north of Pulau Bintan. The small boat then came alongside carrying six robbers arm","1",Pirate Assault,"3",Cargo Ship,XI,104.5833333004,1.4000000002
2014-105,2014/04/30,"71",Robbers,Chemical Tanker,"INDONESIA: On 30 April, three robbers boarded an anchored chemical tanker near position 01-24N 104-41E, 12 nm north-northeast of Pulau Bintan. Duty crewman on outine rounds noticed the robbers and informed the duty engineer who raised the alarm. The robb","1",Pirate Assault,"9",Tanker,XI,104.6833333001,1.4000000002
2014-106,2014/04/30,"63",Robbers,Tanker,"BANGLADESH: On 30 April, two robbers boarded an anchored tanker near position 22-08N 091-41E, Chittagong Anchorage. Crew noticed robbers on stern and raised alarm. Crew mustered and Port Control notified. Seeing the crew alertness, the robbers escaped wi","1",Pirate Assault,"9",Tanker,VIII,91.6833332997,22.1333332999
2014-107,2014/04/24,"63",Robbers,Bulk Carrier,"BANGLADESH: On 24 April, 20 robbers boarded an anchored bulk carrier at position 21-51N 091-40E, Chittagong OPL, and broke into the forward store room,stole ship's property and escaped. The ship's attempt to contact the local coast guard office failed bu","1",Pirate Assault,"3",Cargo Ship,VIII,91.6666666997,21.8499999997
2014-108,2014/04/18,"72",Robbers,Bulk Carrier,"INDONESIA: On April 18, three robbers attempted to board an anchored bulk carrier near position 0-13S 117-35E, Samarinda Anchorage. The duty officer noticed the robbers and raised the alarm. Due to the crew response, the robbers departed the area without","1",Pirate Assault,"3",Cargo Ship,XI,117.5833332999,-0.2166666999
2014-109,2014/03/06,"57",Robbers,General Cargo Ship,"CONGO: On 6 March, position 4-44.4S 11-44.9E, Pointe Noire Anchorage. Two armed robbers boarded an anchored general cargo ship using a rope. They stole ships properties and escaped when the duty crew spotted them.","1",Pirate Assault,"3",Cargo Ship,II,11.7483332996,-4.7400000000
2014-287,2014/12/07,"25",Armed boarders,Sailing yachts,"DOMINICAN REPUBLIC: There were two reported boardings of sailing yachts at Marina ZarPar in Boca Chica between 7 and 11 December. In both instances, there were several reported attackers armed with knives.","1",Pirate Assault,"8",Sailing Vessel,IV,-69.6166667002,18.4499999997
