DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,DM_POP_TOT: Total population,_T: Total,2012,6,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,DM_POP_TOT: Total population,_T: Total,2013,6,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,DM_POP_TOT: Total population,_T: Total,2014,6,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,DM_POP_TOT: Total population,_T: Total,2015,6,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,DM_POP_TOT: Total population,_T: Total,2016,6,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,DM_POP_TOT: Total population,_T: Total,2017,6,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,DM_POP_TOT: Total population,_T: Total,2018,6,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,DM_POP_TOT: Total population,_T: Total,2019,6,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,DM_POP_TOT: Total population,_T: Total,2020,6,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2007,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2008,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2009,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2010,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2011,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2012,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2013,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2014,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2015,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2016,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2017,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2018,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2019,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SPM: Saint Pierre and Miquelon,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2020,83.128304,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2000,108,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2001,108,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2002,108,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2003,108,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2004,109,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2005,109,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2006,109,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2007,109,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2008,108,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2009,108,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2010,108,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2011,108,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2012,108,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2013,109,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2014,109,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2015,109,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2016,109,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2017,110,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2018,110,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2019,111,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VCT: Saint Vincent and the Grenadines,DM_POP_TOT: Total population,_T: Total,2020,111,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2000,174,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2001,175,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2002,176,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2003,177,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2004,179,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2005,180,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2006,181,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2007,182,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2008,183,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2009,185,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2010,186,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2011,187,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2012,189,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2013,191,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2014,192,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2015,194,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2016,195,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2017,195,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2018,196,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2019,197,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,DM_POP_TOT: Total population,_T: Total,2020,198,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2000,47.829758,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2001,47.819019,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2002,47.834007,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2003,47.862686,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2004,47.891129,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2005,48.063774,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2006,48.236816,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2007,48.409775,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2008,48.339798,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2009,48.270123,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2010,48.200756,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2011,48.131802,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2012,48.06493,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2013,47.999409,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2014,47.934082,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2015,47.869209,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2016,47.804642,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2017,47.740108,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2018,47.673428,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2019,47.698788,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2020,47.721436,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2000,44.693886,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2001,44.692043,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2002,44.694611,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2003,44.69952,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2004,44.704391,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2005,44.825607,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2006,44.945656,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2007,45.064495,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2008,45.182182,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2009,45.298779,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2010,45.414299,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2011,45.528755,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2012,45.642178,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2013,45.754478,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2014,45.865658,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2015,45.975719,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
