LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,Value
SVK,Slovak Republic,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,64
ESP,Spain,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,71
SWE,Sweden,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,64
CHE,Switzerland,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,67
TUR,Turkey,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,66
GBR,United Kingdom,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,60
USA,United States,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,74
CHL,Chile,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,46
EST,Estonia,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,33
LVA,Latvia,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,28
SVN,Slovenia,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,53
OECD,OECD - Total,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,61
AUS,Australia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7.3
AUT,Austria,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7.1
BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.9
CAN,Canada,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7.4
CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.7
DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7.6
FIN,Finland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7.6
FRA,France,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.5
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,5.4
HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,5.6
ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7.5
IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7
ITA,Italy,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6
JPN,Japan,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,5.9
KOR,Korea,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,5.9
LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.9
MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.5
NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7.4
NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7.3
NOR,Norway,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7.6
POL,Poland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.1
PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,5.4
SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.2
ESP,Spain,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.3
SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7.3
CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7.5
TUR,Turkey,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,5.5
GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.8
USA,United States,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.9
BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.4
CHL,Chile,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.5
EST,Estonia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,5.7
ISR,Israel,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,7.2
LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,5.9
RUS,Russia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,5.8
SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,5.9
ZAF,South Africa,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,4.7
OECD,OECD - Total,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.5
AUS,Australia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7.2
AUT,Austria,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7.1
BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6.9
CAN,Canada,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7.3
CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6.7
DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7.5
FIN,Finland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7.5
FRA,France,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6.6
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,5.3
HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,5.6
ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7.4
IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7
ITA,Italy,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6.2
JPN,Japan,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,5.8
KOR,Korea,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,5.6
LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7
MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6.4
NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7.4
NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7.2
NOR,Norway,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7.6
POL,Poland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6
PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,5.4
SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6.3
ESP,Spain,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6.2
SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7.3
CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7.5
TUR,Turkey,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,5.4
GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6.9
USA,United States,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6.8
BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6.2
CHL,Chile,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6.5
EST,Estonia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,5.8
ISR,Israel,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,7.2
LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,5.9
RUS,Russia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,5.9
SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6
ZAF,South Africa,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,4.7
OECD,OECD - Total,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,6.5
AUS,Australia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7.4
AUT,Austria,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7.1
BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.9
CAN,Canada,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7.4
CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.7
DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7.6
FIN,Finland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7.8
FRA,France,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.4
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,5.4
HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,5.6
ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7.6
IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7
ITA,Italy,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,5.9
JPN,Japan,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6
KOR,Korea,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.1
LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.8
MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.5
NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7.5
NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7.4
NOR,Norway,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7.6
POL,Poland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.2
PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,5.5
SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.1
ESP,Spain,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.4
SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7.3
CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7.5
TUR,Turkey,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,5.5
GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.7
USA,United States,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.9
BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.6
CHL,Chile,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.5
EST,Estonia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,5.7
ISR,Israel,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,7.1
LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6
RUS,Russia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,5.8
SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,5.9
ZAF,South Africa,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,4.7
OECD,OECD - Total,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,6.6
AUS,Australia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.5
AUT,Austria,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.6
BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.3
CAN,Canada,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.6
DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.9
FIN,Finland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,8.2
FRA,France,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.3
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.4
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,6.2
HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,6.5
ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,8
IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.2
ITA,Italy,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,6.9
NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.7
NOR,Norway,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.8
PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,6.4
SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.1
SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.7
TUR,Turkey,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,6
GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.1
USA,United States,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.4
CHL,Chile,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.2
EST,Estonia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,6.3
ISR,Israel,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7.4
LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,6.5
RUS,Russia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,6.2
OECD,OECD - Total,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,7
FIN,Finland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,7.2
FRA,France,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,5.9
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,4.4
HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,5.1
ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,7.4
ITA,Italy,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,5.7
NOR,Norway,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,7.5
PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,4.7
ESP,Spain,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,6
TUR,Turkey,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,5.2
GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,6.8
CHL,Chile,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,5.7
EST,Estonia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,5.4
LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,5.4
RUS,Russia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,5.7
OECD,OECD - Total,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,5.8
AUS,Australia,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,1.1
AUT,Austria,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.5
BEL,Belgium,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,1
CAN,Canada,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,1.3
CZE,Czech Republic,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.5
DNK,Denmark,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.6
FIN,Finland,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,1.3
FRA,France,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.5
DEU,Germany,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.5
GRC,Greece,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.8
HUN,Hungary,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,1
ISL,Iceland,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.5
IRL,Ireland,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.7
ITA,Italy,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.6
JPN,Japan,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.2
KOR,Korea,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,1
LUX,Luxembourg,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.6
MEX,Mexico,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,18.1
NLD,Netherlands,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.6
NZL,New Zealand,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,1.3
NOR,Norway,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.4
POL,Poland,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.7
PRT,Portugal,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,1
SVK,Slovak Republic,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.8
ESP,Spain,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.6
SWE,Sweden,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.9
CHE,Switzerland,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.6
TUR,Turkey,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,1.4
GBR,United Kingdom,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.2
USA,United States,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,5.5
BRA,Brazil,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,26.7
CHL,Chile,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,4.2
EST,Estonia,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,3.1
ISR,Israel,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,1.8
LVA,Latvia,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,4.8
RUS,Russia,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,9.6
SVN,Slovenia,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0.6
ZAF,South Africa,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,13.7
OECD,OECD - Total,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,3.7
AUS,Australia,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1.5
AUT,Austria,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.4
BEL,Belgium,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1.2
CAN,Canada,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1.8
CZE,Czech Republic,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.5
DNK,Denmark,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.8
FIN,Finland,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1.9
FRA,France,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.6
DEU,Germany,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.5
GRC,Greece,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1.2
HUN,Hungary,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1.3
ISL,Iceland,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.6
IRL,Ireland,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1.1
ITA,Italy,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.9
JPN,Japan,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.2
KOR,Korea,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1
LUX,Luxembourg,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.6
MEX,Mexico,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,33.9
NLD,Netherlands,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.8
NZL,New Zealand,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1.9
NOR,Norway,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.3
POL,Poland,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1.1
PRT,Portugal,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1
SVK,Slovak Republic,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1
ESP,Spain,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.7
SWE,Sweden,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,1.3
CHE,Switzerland,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.7
TUR,Turkey,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,2.2
GBR,United Kingdom,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.2
USA,United States,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,8.8
BRA,Brazil,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,50
CHL,Chile,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,7.4
EST,Estonia,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,4.9
ISR,Israel,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,3
LVA,Latvia,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,7.2
RUS,Russia,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,16
SVN,Slovenia,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0.5
ZAF,South Africa,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,24.7
OECD,OECD - Total,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,6.3
AUS,Australia,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.7
AUT,Austria,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.5
BEL,Belgium,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.9
CAN,Canada,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.7
CZE,Czech Republic,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.5
DNK,Denmark,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.4
FIN,Finland,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.6
FRA,France,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.3
DEU,Germany,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.5
GRC,Greece,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.5
HUN,Hungary,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.7
ISL,Iceland,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.4
IRL,Ireland,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.2
ITA,Italy,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.3
JPN,Japan,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.2
KOR,Korea,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,1
LUX,Luxembourg,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.5
MEX,Mexico,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,3.9
NLD,Netherlands,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.4
NZL,New Zealand,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.7
NOR,Norway,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.5
POL,Poland,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.4
PRT,Portugal,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,1
SVK,Slovak Republic,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.6
ESP,Spain,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.5
SWE,Sweden,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.5
CHE,Switzerland,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.5
TUR,Turkey,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.5
GBR,United Kingdom,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.1
USA,United States,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,2.2
