"event_id_cnty","event_date","year","event_type","source_scale","notes","location","latitude","longitude","fatalities"
"SYR43828","15-May-17",2017,"Violence against civilians","Other-Local","One man from Idleb died under torture in the prisons of the Syrian regime. ","Sidnaya Military Prison",33.6653,36.329,1
"BUR7040","14-May-17",2017,"Violence against civilians","Local","A trader was attacked and hacked to death by machetes. Nothing was stolen from him.","Butaganzwa",-3.1034,29.7225,1
"BUR7042","14-May-17",2017,"Violence against civilians","Local","A man was killed under suspicious circumstances","Matongo",-3.0556,29.6139,1
"KEN5469","14-May-17",2017,"Violence against civilians","National","Two more people have been killed in fresh attacks by bandits at Kasiluni in Kitui County [eastern Kenya], a week after a similar attack in the same area. The two were ambushed separately and shot in their farms on Sunday [14 May] in the volatile area, which borders Mwingi Game Reserve, bringing the number of people killed in the last week to four.","Kitui",-1.3667,38.0167,2
"KEN5479","14-May-17",2017,"Violence against civilians","National","Member of County Assembly aspirant's three sons were found dead. The second was discovered on Wednesday, retrieved the same day and taken to the same hospital mortuary in the evening. The third was found on 18/05. The trio were missing since at least 14/05, when they failed to arrive at a church service. The children's disappearance may be related to politics.","Matunda",0.85,35.1333,3
"MAG908","14-May-17",2017,"Violence against civilians","National","The daughter of an owner of a large company was kidnapped by bandits (Dahalo) in Ilafy.","Ankadikely Ilafy",-18.85,47.5667,0
"NIG10627","14-May-17",2017,"Violence against civilians","Subnational","Fulanis clash with a group of locals in Tungan Malam, a popular cattle market in Paikoro Local Government Area of the state. The clash reportedly erupted following a fight between a herdsman and a villager - a young herdsman stabbed the other boy, which infuriated the villagers. The villagers mobilised and came for a reprisal attack, leaving four of the herdsmen dead. The one earlier stabbed by the herdsman died later.","Tungan",9.4833,6.6833,1
"NIG10628","14-May-17",2017,"Violence against civilians","Subnational","After a Ichen man was reportedly killed by unknown persons in his Megoge, Bagi LGA house, the victim's kinsmen blame Tiv, which led to a larger clash between the two groups.","Bali",7.8667,10.9667,1
"SOM22673","14-May-17",2017,"Violence against civilians","Local","A Habarjeclo clansman shot dead a Dulbahante at Hagogaane, Sool region over an unknown dispute on 14 May.","Las Anod",8.4736,47.3544,1
"SOM22672","14-May-17",2017,"Violence against civilians","Other-local","14 May, evening, Tuulo-Caano, Galgaduud: elements of the Ethiopian paramilitary group 'Liyu Police' kidnapped two young girls from Tuulo- Caano, near the Ethiopian border.","Tuulo-Caano",5.3716,45.6175,0
"JOR23","14-May-17",2017,"Violence against civilians","Regional","Three Water Authority ofJordan(WAJ) employees were hospitalised after being shot at and assaulted after preventing the drilling of an illegal water well in the northern Ramtha district in Irbid Governorate.","Ar Ramtha",32.5587,36.0082,0
"YEM3100","14-May-17",2017,"Violence against civilians","Subnational","Unknown gunmen assassinated a human rights and Southern Movement activist in the southern city of Aden late on Sunday. The young Amjad Abdul Rahman Mohammed was killed in at Internet cafe in the district of Sheikh Osman in Aden. Al Hizam forces reportedly disrupted his funeral, accusing the late activist of apostasy and warned residents not to attend the ceremony.","Ash Shaikh Outhman",12.8768,44.9931,1
"IRQ2118","14-May-17",2017,"Violence against civilians","National","Islamic State car bomb targeted Shia Muslims on the edge of Karadah district in Baghdad resulting in 1 fatality.","Baghdad - Karadah",33.2982,44.4297,1
"IRQ2119","14-May-17",2017,"Violence against civilians","National","Islamic State militants killed 64 civilians that were trying to flee western Mosul.","Mosul",36.335,43.1189,64
"AFG2622","14-May-17",2017,"Violence against civilians","Other-local","Saifurrahman Saif, deputy head of the Academy of Sciences, was killed by armed men in Kabul.","Kabul",34.5167,69.1833,1
"SYR6824","14-May-17",2017,"Violence against civilians","Other-Local","Unknown gunmen assassinated using small arms fire 2 civilians in Qaboun neighborhood of Damascus city. The victims were believed to have been preparing to flee the neighborhood.","Damascus - Qaboun",33.5499,36.3397,2
"SUD10536","14-May-17",2017,"Violence against civilians","Subnational","Police raided the Jebel Regel village near Basunda in El Gedaref state, beating residents and demolishing houses of the village, following a dispute over ownership of the village land. At least one person was injured.","Basunda",12.9667,35.8333,0
"BUR7041","14-May-17",2017,"Violence against civilians","Local","Imbonerakure in Butanuka assaulted 3 youths who refused to join the Imbonerakure. 1 youth was hospitalised, the other 2 are being held in the communal police station.","Butanuka",-3.1491,29.4365,0
"DRC11118","14-May-17",2017,"Violence against civilians","Other","Several women were raped by FARDC forces in Mudiadia. The FARDC forces were conducting a door to door search for Kamwina Nsapu militants.","Mudiadia",-7,21.1167,0
"CDI1663","14-May-17",2017,"Violence against civilians","Regional","Six people, including a mother of three, were wounded when renegade soldiers in Ivory Coast opened fire at a protest against an army mutiny in Bouake, according to witnesses. Two other protesters, who had been beaten up, were also being treated. One person died on Sunday from bullet wounds.","Bouake",7.6833,-5.0167,1
"IRQ2116","14-May-17",2017,"Violence against civilians","Subnational","On May 14, an IS suicide bomber in a booby-trapped car detonated his car in Al Rabie St in southern Baghdad (Al-Rashid district), killing 2 civilians and injuring 3 others.","Baghdad - Al Rashid",33.2362,44.3428,2
"IRQ2117","14-May-17",2017,"Violence against civilians","National-international","A booby-trapped car detonated at an intersection in Karrada district in central Baghdad killing two civilians and wouning 8.","Baghdad - Karadah",33.2982,44.4297,2
"PAK36271","14-May-17",2017,"Violence against civilians","National","An official of the Kurram Agency administration, Sarfaraz Hussain, and his guard were killed when unidentified militsants targeted their car with gunfire before fleeing. The Lashkar-e-Jhangvi militant organisation claimed responsibility for the attack.","Parachinar",33.8991,70.1008,2
"SUD10535","14-May-17",2017,"Violence against civilians","Subnational","Members of the military intelligence killed a villager, beat dozens of others and looted property in Hajar Jawad village west of Delling, South Kordofan. They had come the day before to look for a person, but were unable to find him.","Jabal Hajar Ajjawad",11.9157,29.6729,1
"SYR40064","14-May-17",2017,"Violence against civilians","Other-Local","IS stoned to death a man in Al Mayadin city in Deir-ez-Zor under accusations of adultery.","Al Mayadin",35.0248,40.428,1
"SYR40063","14-May-17",2017,"Violence against civilians","Other-Local","IS shot and killed two men in Al Bukamal city in Deir-ez-Zor under accusations of burning a car belong to the Hisba Department of IS.","Al-Bukamal",34.4546,40.9115,2
"SYR40065","14-May-17",2017,"Violence against civilians","Other-Local","IS shot and killed and crucified a man in Al-Naeem roundabout in Ar-Raqqa city under accusations of collaboration with the International Coalition.","Ar-Raqqa",35.9428,39.0519,1
"PHL2931","14-May-17",2017,"Violence against civilians","National","A drug suspect (Adrian Castromero) was killed in a police raid in Barangay Tanggoy, Balayan city in Batangas on May 14.","Tanggoy",13.9495,120.6763,1
"PHL2932","14-May-17",2017,"Violence against civilians","National","A drug suspect (Ferdinand Ryan Ballais) was shot and killed in a raid (assumed police) in Barangay Muzon, San Jose del Monte town in Bulacan on May 14.","Muzon",14.8047,121.0267,1
"PHL2933","14-May-17",2017,"Violence against civilians","National","2 unidentified drug suspects were killed by suspected vigilantes on the boundary between San Jose del Monte and Caloocan Cities in Bulacan on May 14.","San Jose del Monte",14.8138,121.0452,2
"SYR43823","14-May-17",2017,"Violence against civilians","Other-Local","A Syrian regime sniper shot and killed a man in Obada town in Rural Damascus province.","Obada",33.5032,36.5638,1
"BFO815","13-May-17",2017,"Violence against civilians","Subnational","Unknown gunmen killed a village councilman and wounded another by gunfire in N'Diahoye.","Oudalan",14.6667,-0.3333,1
"KEN5468","13-May-17",2017,"Violence against civilians","National","One person was shot dead and another injured during protests in Nyandarua town on Saturday evening. Anti-riot police were forced to fire in the air to disperse the residents who accused the Judiciary of overturning the will of the people.The residents were protesting the issuance of Jubilee Certificate to incumbent Wanjiku Muhia who had allegedly lost to Faith Gitau during Women Rep nominations.","Nyandarua",-0.55,36.6167,1
"MLI1470","13-May-17",2017,"Violence against civilians","Subnational","Elderly man abducted for having organized a small marriage celebration presumably by jihadists in Ali-Samba. He was released on May 19th, safe and sound.","Senossa",13.955,-4.5716,0
"NIG10622","13-May-17",2017,"Violence against civilians","Subnational","Fulanis attack Etogi community in Gbara ward in Mokwa local government killing 27.","Mokwa",9.2833,5.05,27
"NIG10618","13-May-17",2017,"Violence against civilians","International","Boko Haram elements attacked and killed six farmers at Amrawa, 16km from Maiduguri.","Maiduguri",11.8464,13.1603,6
"SOM22667","13-May-17",2017,"Violence against civilians","Local","13 May, c. 2050 hrs. JOWHAR, CRIME: Unidentified attackers hurled a HG at a residence located in Jowhar town. The house was occupied by a family that recently returned from Yemen. At least four persons were wounded in the explosion. The motive of the attack was unknown. The perpetrator managed to escape.","Jowhar",2.7809,45.4968,0
"SOM22664","13-May-17",2017,"Violence against civilians","Local","Early AM, Mahaday, Middle Shabelle: Al Shabaab assassinated a woman near Mahaday, motive not known.","Mahadaay",2.9704,45.5347,1
"TAZ686","13-May-17",2017,"Violence against civilians","National","A wave of killings in Kibiti District, Coast Region saw another Chama cha Mapinduzi (CCM) cadre being killed.","Kibiti",-7.7218,38.9375,1
"AFG2595","13-May-17",2017,"Violence against civilians","National","An unidentified gunman assassinated the public security prosecutor of the Khak I Safid district in Farah city of Farah province.","Farah",32.3745,62.1164,1
"AFG2596","13-May-17",2017,"Violence against civilians","National","Islamic State militants attacked and killed 64 Shia Muslims in Herat city.","Herat",34.3482,62.1997,6
"PAK36245","13-May-17",2017,"Violence against civilians","National","At least ten labourers were killed and two others sustained injuries when unidentified gunmen opened indiscriminate fire at a road contruction site in Gwadar, Balochistan. Militants trying to disrupt the CPEC project have killed more than 44 workers since 2014.","Gwadar",25.1732,62.2505,10
"SUD10534","13-May-17",2017,"Violence against civilians","Subnational","Armed men abducted two displaced men at a local market of Murnei in West Darfur at gunpoint. The men were from Murnei IDP camp.","Murnei",12.9542,22.8669,0
"SSD4047","13-May-17",2017,"Violence against civilians","Subnational","At least three Somali truck drivers were shot and killed in an ambush by unknown gunmen near Mangala area along the Juba-Bor road.","Mangalla",5.1999,31.7722,3
"ZIM5630","13-May-17",2017,"Violence against civilians","Local","An MDC-T Ward Official carrying out a door-to-door campaign was assaulted by ZANU-PF supporters at Chiroti Business Centre.","Chiroti",-17.0333,29.1333,0
"ISR138","13-May-17",2017,"Violence against civilians","National","Four young men aged 25-30, residents of the northern Druze village of Isfiya, were shot and injured by an anonymous, veil-clad man near Mt. Carmel on Saturday morning.","Isfiya",32.7184,35.0651,0
"ZIM5631","13-May-17",2017,"Violence against civilians","Local","2 MDC-T officials assaulted 3 ZANU-PF supporters who tried to prevent them from carrying out a door-to-door campaign in Ward 6. No reported injury.","Harare",-17.8333,31.05,0
"SYR40055","13-May-17",2017,"Violence against civilians","Other-Local","IS shot and killed and crucified a man in Al-Barazi roundabout in Ar-Raqqa city under accusations of apostacy.","Ar-Raqqa",35.9428,39.0519,1
"PHL2925","13-May-17",2017,"Violence against civilians","National","Rebels belonging to the Front Committee 14 of the New People's Army (NPA) kidnapped Carzon Ceasar Lademora, the son of a former Agusan del Sur town mayor and a well-known miner, on May 13 morning in Sitio Anoling, Barangay Bayugan 3 in Rosario town, Agusan del Sur. NPA rebels were demanding ransom money from the family in exchange for the release of the victim. The guerrillas also seized 21 firearms when they raided the mine site owned by the Lademora family.","Rosario",8.3869,126.0033,0
"PHL2926","13-May-17",2017,"Violence against civilians","National","A drug suspect (Nico Erepse, alias Rudy) was shot and killed by undercover PDEA agents in Barangay Pinagbarilan, Baliuag town in Bulacan on May 13. Another source reported this in Barangay Poblacion on May 14.","Pinagbarilan",14.9557,120.8817,1
"PHL2927","13-May-17",2017,"Violence against civilians","National","A drug suspect (Florante Beltran) was shot dead by motorcycle-riding men in Barangay Calamangui, San Pablo town in Isabela province on May 13.","Calamagui",17.4438,121.7804,1
"BFO813","12-May-17",2017,"Violence against civilians","National","Guezouma Sanogo, journalist and president of the journalist association (AJB), was beaten up by a policeman while at the Peasant National Day in Kaya.","Kaya",13.0917,-1.0844,0
"BFO814","12-May-17",2017,"Violence against civilians","National","A burkinabe vet was kidnapped by unidentified men in Forage Christine. He was later found the following day.","Deou",14.6008,-0.719,0
"BUR7028","12-May-17",2017,"Violence against civilians","Local","A man was killed using machetes. His body was found the next day.","Mpongora",-3.1059,29.4745,1
"CAO707","12-May-17",2017,"Violence against civilians","Subnational","Two Nigerian kamikazes exploded themselves killing one civilian and wounding six people.","Limani",11.2331,14.1711,3
"DRC11109","12-May-17",2017,"Violence against civilians","Local","23 LRA militants abducted 16 civilians near Parka. They were forced to carry looted goods. 8 were released later in the day. 8 were held for 2 days.","Parka",4.1667,28.5833,0
"DRC11115","12-May-17",2017,"Violence against civilians","International","Female UPDS members held a protest to demand the release of party leaders blockaded in the headquarters. The police broke up the protest violently, firing rubber bullets and teargas that caused several injuries.","Kinshasa",-4.325,15.3222,0
"GHA527","12-May-17",2017,"Violence against civilians","National","A vigilante group believed to be members of Fisheries' Watch Committee from Prampram has wreaked multiple knife wounds on twenty fishermen on the high seas at Ada for allegedly engaging in light fishing.At a large gathering of fishermen and fishmongers from Tema and Ada East and West at Akplabanya, Ada West District, one of the victims, Francis Akplehey, said the attackers wielded guns, cutlasses, clubs, hammers and other offensive weapons","Ada",5.7833,0.6333,0
"KEN5457","12-May-17",2017,"Violence against civilians","International","Two quarry workers were shot dead Friday and one was missing in a suspected extremist attack in Kenya's northern county of Mandera, a government official said.","Mandera",3.9357,41.8542,2
"NIG10617","12-May-17",2017,"Violence against civilians","Subnational","A vigilante mob attacked and lynched four land speculators they were suspected of being cult members. The attack caused a fear of reprisal from residents, who later fled the area in large number.","Ikorodu",6.6155,3.5087,4
"SOM22659","12-May-17",2017,"Violence against civilians","Other-local","A suicide bomber self-detonated as he was trying to enter the vehicle of a JISA official carrying security checks at Olympic Junction on the road leading to the Jubaland State House on 12 May. The targeted JISA officer survived as he managed to escape before the explosion but two civilian bystanders were reported killed.","Kismayo",-0.3603,42.5463,3
"SOM22657","12-May-17",2017,"Violence against civilians","Local","12 May, c. 1310 hrs. MARKA: al Shabaab fighters attacked an old man and his daughter who were herding their cattle at Ceel-Salin neighbourhood in Marka district. The perpetrators killed the father and kidnaped the daughter. The motive of the incident was unknown.","Marka",1.7131,44.7639,1
"SOM22652","12-May-17",2017,"Violence against civilians","Local","12 May, 17:00EAT: Electoral Delegate killed, Hamar Jadiid, Warta Nabada (Wardhigley) district. Perpetrators not known.","Wardhigley",2.0549,45.33,1
"SOM22651","12-May-17",2017,"Violence against civilians","International","At least two civilians, including a young girl, have been killed in a bombing in Kismayo after a man wearing an explosive belt blew himself up near the city's Congo camp. Al Shabaab believed responsible.","Kismayo",-0.3603,42.5463,3
"CEN3513","12-May-17",2017,"Violence against civilians","Subnational-international","The last attack of Cameroonian rebel Sidiki (3R) in Niem reportedly killed more than 22 people causing heavy material damages. 3R were said to control the area.","Niem",6.1995,15.2289,22
"AFG2590","12-May-17",2017,"Violence against civilians","Other-national","The Taliban website reports that Afghan government forces raided civilian homes in the Aqdara area of Pashtunkot district of Fariab province killing 2 civilians.","Pashtun Kot",35.9202,64.7809,2
"BUR7027","12-May-17",2017,"Violence against civilians","Local","A policeman shot and killed a coltan miner who did not pay a fine that he tried to impose. 2 other people were wounded.","Kibuye",-3.1996,29.4708,1
"NIG10616","12-May-17",2017,"Violence against civilians","Subnational","Fulani herdsmen on 12/05 invaded farmlands at Ossissa community, Ndokwa East Local Government Area, Delta State, killing five natives of Ossissa, Utagba Uno and Aballa communities in the state.","Ossissa-Stat",5.9231,6.4885,5
"SOM22661","12-May-17",2017,"Violence against civilians","Other","12 May, c. 1200 hrs. BEERHANO: An IED detonated when an ENDF convoy passed a location at the outskirts of Beer Xaano (c. 28 km South of Beletweyne). An old man and a boy was killed after ENDF forces opened fire in retaliation. An ENDF soldier was killed and another was injured. Al Shabaab responsible for the blast.","Beerxaano",4.5339,45.3421,2
"SOM22658","12-May-17",2017,"Violence against civilians","Local","12 May, c. 1000 hrs. JIIJO: Al Shabaab fighters shot and killed a civilian and detained two others in Jiijo village (c. 45 km East of Beletweyne town). Information indicated that the deceased man was a local anti-al Shabaab group named Macawisley. It is not clear if he was armed at the time of the attack. The reasons behind the detention of the two civilians was unclear. The abducted were taken to Moqokori (c. 140 km South East of Beletweyne). One was later released and the second one was in detention.","Belet Weyne",4.736,45.2043,1
"ZIM5629","12-May-17",2017,"Violence against civilians","Local","2 women were distributing educational material at an MDC-T rally at Shauro Business Centre. They were assaulted by ZANU-PF supporters.","Mberengwa",-20.4833,29.9167,0
"YEM3062","12-May-17",2017,"Violence against civilians","National","Saudi forces reportedly shot dead a civilian in Razih district.","Razih",16.9167,43.25,1
"PAK36239","12-May-17",2017,"Violence against civilians","National","At least 25 people were killed, while 35 others, including Deputy Chairman Senate Maulana Abdul Ghafoor Haideri, were injured in an IS suicide bomb attack on the Senator's convoy in Mastung. The convey was targeted on the Quetta-Karachi National Highway when Maulana Haideri had just left a seminary after attending a graduation ceremony and offering Friday prayers. The bomber was riding a motorcycle when he engaged the convoy and detonated himself.","Mastung",29.7945,66.7206,25
"ZIM5628","12-May-17",2017,"Violence against civilians","Local","2 vendors were arrested and assaulted by the police, who accused them of attacking police officers on behalf of Morgan Tsvangirai.","Harare",-17.8333,31.05,0
"IND18291","12-May-17",2017,"Violence against civilians","National","An RSS worker was hacked to death allegedly by CPI(M) activists at Payyanur town Friday, prompting the BJP to demand the imposition of the Armed Forces (Special Powers) Act (AFSPA) in Kannur district. The killing is the first incident of political violence since January's peace talks between the leaders of the ruling CPI(M) in Kerala and BJP-RSS in Kannur.","Kannur",11.8675,75.3576,1
"IND18295","12-May-17",2017,"Violence against civilians","Subnational","The husband of a SAD councilor was allegedly beaten up by Congress leaders in the parking area of Adesh Hospital in Bathinda on May 12 as the former was not willing to join the Congress.","Bathinda",30.2108,74.9452,0
"IND18307","12-May-17",2017,"Violence against civilians","Subnational","A Punjab Police home guard forcefully entered a government school and allegedly beat up three students at Jaurkian village of Sardulgarh town in Mansa on May 12.","Sardulgarh",29.6922,75.236,0
"SYR36443","12-May-17",2017,"Violence against civilians","Other-Local","A male civilian was found killed in his field in Janudiyeh in western Idleb countryside.","Janudiyeh",35.8829,36.2914,1
"SYR36444","12-May-17",2017,"Violence against civilians","Other-Local","A young man was killed by regime sniper fire in Kafr Batna farms in Eastern Ghouta.","Kafr Batna",33.5126,36.3721,1
"BUR7026","11-May-17",2017,"Violence against civilians","Local","The body of a young girl was found on the banks of the Nyangombe River.","Murwi",-2.8881,29.2057,1
"GHA526","11-May-17",2017,"Violence against civilians","National","A 12-year old boy, Prince Kwakutsey was shot in Alavanyo Deme.The victim was shot at home in the ribs at about 4:00 pm on Thursday by an unidentified person after he had closed from school.It is unclear whether the shooting is linked with the resurgence of the century old conflict between the people of Nkonya and AlavanyoThe latest incident comes barely three weeks after a man was shot dead at Nkonya-Ahenkro.Residents say they now live in fear, and are appealing to government to tighten security in the area.","Ahenkro",7.1146,0.3211,1
"MAG906","11-May-17",2017,"Violence against civilians","National","Dahalo robbed and shot a motorcyclist in Barika dimy Toamasina.","Toamasina",-18.1667,49.3833,0
"NIG10611","11-May-17",2017,"Violence against civilians","National","Two men in Ifite in Nteje community are gunned down by ""suspected [assassins] to have been sponsored by some certain influential persons in the area who specialized in selling communal lands.""","Nkwelle",6.2095,6.8387,2
"SOM22647","11-May-17",2017,"Violence against civilians","Local","11 May, 17:25EAT: An electoral delegate identified as a clan elder killed, al Baraka Junction, Hodan district. Al Shabaab believed responsible.","Hodan",2.0333,45.35,1
"SSD4045","11-May-17",2017,"Violence against civilians","Subnational","Armed youth from the Gony sections ambushed and killed a member of the Thuyic ethnic group travelling in Billing-saldiar village in Western Lakes state. They later clashed with members of the ethnic group over the incident.","Billing",6.93,29.23,1
"IRQ2055","11-May-17",2017,"Violence against civilians","National","One person was killed and two wounded in an attack by unidentified armed gunmen in the Al-Muhandisin district of Basra.","Basrah",30.533,47.7975,1
"DRC11105","11-May-17",2017,"Violence against civilians","Subnational","Kamwina Nsapu militia from Lwebo attacked a village in the Lombelo area of Demba. They burned about 100 houses and killed and decapitated 2 boys.","Demba",-5.51,22.2667,2
"DRC11106","11-May-17",2017,"Violence against civilians","Subnational","2 armed men attacked houses in Kashusha. They killed 2 members of a family.","Kashusha",-2.4833,28.3,2
"DRC11107","11-May-17",2017,"Violence against civilians","Subnational","2 armed men attacked a store in Miti. The owner managed to escape, but was wounded. They looted goods.","Miti",-2.5225,28.7932,0
"ZIM5627","11-May-17",2017,"Violence against civilians","Local","An MDC-T supporter was assaulted by ZANU-PF supporters at a residents' meeting in Zengeza 2. They accused him of recording the meeting.","Zengeza",-17.9939,31.0481,0
"IRQ2053","11-May-17",2017,"Violence against civilians","National","On May 11, a booby-car exploded (likely by IS) in Al-Shola neighborhood (Kadhimiya district), Baghdad; killing 3 civilians and injuring 7 others.","Baghdad - Kadhimiya",33.3805,44.3462,3
"SYR25605","11-May-17",2017,"Violence against civilians","Other - Local","ANNA reporter Oleg Blokhin was wounded in Deir-ez-Zor. Neither injuries nor fatalities were reported.","Deir-ez-Zor",35.3319,40.1461,0
"IND18256","11-May-17",2017,"Violence against civilians","National","BJP activists allegedly assaulted a dairy owner, a slaughterer and their associates in Aligarh on May 11 after they spotted blood on the street infront of the dairy onwers house, the latest instance of cow vigilantism in Uttar Pradesh.","Aligarh",27.8814,78.0746,0
"IND18276","11-May-17",2017,"Violence against civilians","National","Thursday morning two BJP leaders were attacked by a masked group as they were leaving the panchayat office. 2 injured.","Kottayam",9.5869,76.5213,0
"SYR36431","11-May-17",2017,"Violence against civilians","Other-Local","Small arms fire was discharged in Da'el in northern Dar'a countryside, killing 1 female civilian.","Da'el",32.7544,36.1311,1
"SYR36432","11-May-17",2017,"Violence against civilians","Other-Local","Members of a Tribal Army discharged small arms fire during a relief distribution in al-Ruqban Camp on the Syrian - Jordanian border, killing 1 female civilian.","Rukban",33.3258,38.6593,1
"PHL2907","11-May-17",2017,"Violence against civilians","National","A drug suspect (Unyo) was killed in a police raid in Hagonoy town area, Bulacan on May 11.","Hagonoy",14.8,120.7167,1
"PHL2908","11-May-17",2017,"Violence against civilians","National","A drug suspect (alias Tutie) was killed in a police raid in Malolos town area, Bulacan on May 11.","Malolos",14.8443,120.8104,1
"PHL2909","11-May-17",2017,"Violence against civilians","National","A drug suspect (Ian Ramos, alias Iyok) was killed in a raid (assumed police) in Marilao town area, Bulacan on May 11.","Marilao",14.7577,120.9483,1
"PHL2910","11-May-17",2017,"Violence against civilians","National","A drug suspect (alias Eugene) was killed in a raid (assumed police) in Pandi town area, Bulacan on May 11.","Pandi",14.865,120.9572,1
"PHL2911","11-May-17",2017,"Violence against civilians","National","A drug suspect (Walter Angeles) was shot and killed by suspected vigilantes in Barangay Cut-cut, Pulilan town in Bulacan on May 11.","Pulilan",14.9016,120.8491,1
"PHL2917","11-May-17",2017,"Violence against civilians","National","Two drug suspects were shot dead by unidentified men in Pasig City in Metro Manila in two separate incidences on May 11.","Pasig",14.5869,121.0614,2
"SYR43813","11-May-17",2017,"Violence against civilians","Other-Local","A Syrian regime sniper shot and killed a man while working in his farm in Kafr Batna in Rural Damascus. ","Kafr Batna",33.5126,36.3721,1
"SYR43815","11-May-17",2017,"Violence against civilians","Other-Local","One man from Idleb died under torture in the prisons of the Syrian regime. ","Sidnaya Military Prison",33.6653,36.329,1
"ANG3097","10-May-17",2017,"Violence against civilians","International","MPLA militants were inspecting voter cards in Bie. Some UNITA supporters refused to show their cards and were beaten and shot at.","Kuito",-12.3833,16.9333,0
"BUR7024","10-May-17",2017,"Violence against civilians","Local","Local residents accused a man of robbery. He was attacked, beaten, and burned. He died 3 days later. 7 people have been arrested.","Kiyange",-3.2992,30.3029,1
"DRC11103","10-May-17",2017,"Violence against civilians","Subnational","A taxi driver and his passenger were taken hostage by an armed group at a roadblock. The group is demanding USD2000 per hostage to release them.","Kirumba",-1.0906,29.2925,0
"KEN5456","10-May-17",2017,"Violence against civilians","National","Two people are shot and killed by raids on their farms by unidentified communal gunmen","Kitui",-1.3667,38.0167,2
"NIG10605","10-May-17",2017,"Violence against civilians","National","Fulanis attack Mbavuur council ward of Logo Local Government Area, killing six.","Ugba",7.5,9.3333,6
"NIG10604","10-May-17",2017,"Violence against civilians","National","Fulanis attack Mbaya council ward of Buruku Local Government Area, killing two.","Gburuku",7.4667,9.2,2
"SOM22639","10-May-17",2017,"Violence against civilians","Local","02:00EAT, Horseed: suspected al Shabaab militants assassinated a civilian, motive not known.","Horseed",3.1166,43.65,1
"SOM22638","10-May-17",2017,"Violence against civilians","Local","10 May, c. 1830 hrs. A civilian man hailing from Hawadle clan was shot and killed by a fellow clan member at Coomaad village (c. 50 km East of Beletweyne town). The motive behind the killing was not clear. Relatives were reported to be addressing the incident. The situation was reported to be calm.","Coomaad",5.0045,45.4728,1
"SSD4041","10-May-17",2017,"Violence against civilians","Subnational","Suspected members of the Thuyic ethnic group killed two Gony civilians at Amiding cattle camp in Western Lakes state.","Rumbek",6.8187,29.6995,2
"SSD4043","10-May-17",2017,"Violence against civilians","Regional","Two people killed by Murle or Dinka Bor youth in Anyidi of Jonglei in the week of 8 May, in the context of increased clashes between the two tribes.","Anyidi",6.1818,31.8227,2
"IRQ2043","10-May-17",2017,"Violence against civilians","National","Islamic State militants killed 17 families in western Mosul.","Mosul",36.335,43.1189,17
"IRQ2048","10-May-17",2017,"Violence against civilians","National","Iran Militias in Iraq and Syria (IMIS) kidnapped activist Omar Farouk Samarri in Samari city and took him to an unknown destination.","Samarra",34.1959,43.8857,0
"AFG2532","10-May-17",2017,"Violence against civilians","Subnational-national","An Imam was shot dead by armed insurgents in Kandahar city.","Kandahar",31.6133,65.7101,1
"AFG2555","10-May-17",2017,"Violence against civilians","National","A village chief Arbab Nazar Maliki was killed in Zendajan district of Herat province.","Zinda Jan",34.3426,61.7467,1
"BUR7025","10-May-17",2017,"Violence against civilians","Regional","3 men who were detained for participating in the protests against Nkurunziza have been put in solitary confinement. At night they are taken from the solitary confinement cells and beaten by prisoners who are Imbonerakure, on the orders of the prison authorities.","Bujumbura",-3.3772,29.358,0
"MAA420","10-May-17",2017,"Violence against civilians","Other","Security forces violently suppressed a peaceful protest organized by the Secondary Education Teacher Union in Nouakchott. This act by police sparked criticism among activists. The union condemned the police's use of ""brutal"" and ""cowardly"" violence against the protesting professors in front of the buildings of the Ministry of National Education.","Nouakchott",18.1194,-16.0406,0
"SOM22640","10-May-17",2017,"Violence against civilians","Local","10:30EAT, Wabeeri district, Mogadishu: al Shabaab gunmen assassinated a former 2016 Southwest Electoral Delegate and clan elder. Later that day, unknown armed assailants, using pistols and suspected to be al Shabaab operators, shot and injured a well-known traditional elder at Ansaloti in Waberi district. The victim later succumbed to his wounds at Medina hospital. The elder was an electoral delegate elections in Hirshabelle State in 2016. The perpetrators managed to escape unidentified.","Waaberi",2.0195,45.31,2
"SSD4039","10-May-17",2017,"Violence against civilians","Other","Early May 2017, suspected soldiers killed a man with a physical disability and four other civilians in Mogiri in Kajo-Keji county.","Mogiri",3.939,31.601,5
"SUD10529","10-May-17",2017,"Violence against civilians","National","An Egyptian military patrol fired at a group of miners at Ibrahim Hussein mine near Wadi al-Aalagi inside the Sudanese territory, leaving at least one injured. They took the injured to a border guards' post on the Egyptian side of the border, and later released him. Egyptian border guards had come to the mine a few days prior and claimed that it belonged to them. Tensions between Sudan and Egypt have recently escalated over several issues.","Wadi Halfa",21.7929,31.3713,0
"IND18234","10-May-17",2017,"Violence against civilians","Subnational","Baljeet Singh Nayak, a social worker of the Kalayat area in Kaithal, was injured in an alleged attack by a police officer at Kalayat police station on May 10. He had to be taken to hospital.","Kaithal",29.8015,76.3995,0
"IND18241","10-May-17",2017,"Violence against civilians","Subnational","Meva Singh, a resident of Sawaich Kamalu, opened fire at another person of the same village on May 10 over a property dispute.","Sawaich Kamalu",29.9759,75.237,0
