assessmentId,internalTaxonId,scientificName,redlistCategory,yearPublished,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
2381622,195376,Basananthe cupricola,Extinct,2012,"<em>Basananthe cupricola </em>was  strictly endemic to copper-rich soil (i.e., it is an absolute  metallophyte) in Katanga, Democratic Republic of Congo, where it was known from only one location. Its habitat was  restricted to steppic savannah in copper outcrops and it was destroyed  by surface mining activities. Despite intensive fieldwork in the entire  copperbelt region, no individuals have been found since 1980 (Malaisse 10287 BR). Based on these  observations, this species is listed as presumed Extinct.","This plant was strictly endemic to copper-rich soil (i.e., it was an  absolute metallophyte). Its natural habitat was restricted to steppe  savanna, where it was found growing in copper outcrops. This habitat,  which is naturally enriched with copper, is of rare occurrence.<br/><br/>In the Katangan Copper Belt area, mineralised rocks appear as rounded  hills, typically a few tenths of meters above the level of the  surrounding non-mineralised areas, and most are typically a few tenths  of hectares in area, rarely exceeding 1 km² (Faucon <span style=""font-style: italic;"">et al</span>. 2010). The distance between nearby hills varies from less than a few hundred meters to more than 20 km (Faucon <span style=""font-style: italic;"">et al</span>. 2010).",<p>This species was lost as its habitat was destroyed by surface mining. </p>,This species is now believed to be Extinct.,,This species was endemic to the Katangan copperbelt area in the  Democratic Republic of the Congo. It was found at only one location (Mine de l’Etoile) and it is now believed to be Extinct.,,Terrestrial,This species was not protected by any national legislation. It is now believed to be Extinct.,Afrotropical,1980,FALSE,FALSE,Global
2443283,196286,Thomasettia seychellana,Extinct,2014,"This species was last collected in 1908 despite searches for it in suitable habitat and therefore, it is assessed as Extinct.",This species was recorded from woodland habitats.,This species was likely threatened by invasive plant species causing habitat deterioration.,This species is assumed to be extinct as it was last recorded in 1908 in small numbers. Since then no individuals have been located despite searches of suitable habitat.,,"This species was endemic to the Seychelles islands of Mahe and Silhouette where it was recorded in 1908. A record from Praslin island is uncertain. Historically, the species had an area of occupancy (AOO) of 30 km<sup>2</sup>&#160;and an extent of occurrence (EOO) of 300 km<sup>2</sup>.",,Terrestrial,No conservation actions were taken.,Afrotropical,1908,FALSE,FALSE,Global
2443290,196288,Pleorotus braueri,Extinct,2014,"This species has not been collected since 1894 despite searches for this and similar species in likely sites and therefore, it is assessed as Extinct.",There are no precise details on the habitats and ecology of this species. The only known specimen was probably collected from mountain forest habitat.,"This species occupied habitats that are deteriorating due to the effects of invasive plants, especially <em>Cinnamomum verum.</em>","This species has not been recorded since 1894 and therefore, is assumed to be extinct.",,This species was endemic to the Seychelles island of Mahe. It is known from a single specimen from an imprecise locality in 1894 and was probably collected from high forest.,,Terrestrial,No conservation actions were taken.,Afrotropical,1894,FALSE,FALSE,Global
2443297,196290,Stipax triangulifer,Extinct,2014,"This species was last recorded in 1894 despite searches for it and similar species in potentially suitable habitat and therefore, it is assessed as Extinct.",No details on the habitats and ecology of this species are known but it probably occurred in mountain forests.,This species was likely threatened by invasive plant species causing habitat deterioration.,This species is assumed to be extinct as it has not been recorded since 1894.,,This species was endemic to the Seychelles island of Mahe where it was collected once in 1894 from an imprecise locality. It probably occurred in mountain forests.,,Terrestrial,No conservation actions were taken.,Afrotropical,1894,FALSE,FALSE,Global
2503535,197874,Macrobrachium leptodactylus,Extinct,2013,"The species is only known from the type specimen collected from an  unknown location in the Bogor Regency (2,664 km<sup>2</sup>) in Java, Indonesia in 1888.  Surveys in the past 30 years in the area have failed to collect the species. This complex of freshwater shrimp species have been well surveyed in the wider region and based on the total lack of records over the past 30 years (surveyed every year) in the Bogor Regency and the level of development of the Regency since the description, the species is assessed as Extinct. It is however noted that Ou and Yeo (1995) consider that <span style=""font-style: italic;"">Macrobrachium leptodactylus</span> could be a synonym of <span style=""font-style: italic;"">M. pilimanus</span>, a widespread species in Java.",The exact habitat requirements are unknown.,"Since the species was collected 1888, the Bogor Regency has developed significantly (urban and agriculture). There are now 1,791 people per km<sup>2</sup> according to 2010 official population census of the Bogor Regency.",Extinct.&#160;Surveys in the past 30 years in the area have failed to collect the species.,Stable,"The species is only known from the type specimen collected from an unknown location in the Bogor Regency in Java, Indonesia in 1888 (Chace and Bruce 1993). Surveys in the past 30 years in the area failed to collect the species.",No information is available.,Freshwater (=Inland waters),None,Indomalayan,1888,FALSE,FALSE,Global
2594210,199495,Margatteoidea amoena,Extinct,2012,This species has not been recorded since 1905 despite thorough searches in 2006.,The island where the species has been recorded is dominated by coastal woodland and coconut plantation.,The entire range of the species is at sea level; any change will eliminate all habitat. It has not been recorded since 1905 and is probably extinct. A large fire in 2007 severely damaged remaining woodland areas.,"There is no information available on population size or trends. Despite thorough searches in 2006, the species is known only from five specimens collected in 1905.",Unknown,"The species is endemic to Seychelles, where it has been recorded only from Desroches Island.",This species is not utilized.,Terrestrial,No conservation actions are in place for this species.,Afrotropical,1905,FALSE,FALSE,Global
2612719,199821,Acalypha wilderi,Extinct,2014,"<span style=""font-style: italic;"">Acalypha wilderi</span> has not been reported from the wild since the 1929. Since the 1980s there have been several comprehensive surveys for it by island based botanists and naturalists (notably Mr G. McCormack), the current Cook Islands Flora writer (Mr W.R. Sykes of Landcare Research, New Zealand) and other botanists visiting the island (for example Dr(s) W.A. Whistler, P.J. de Lange, R.O. Gardner, T.J. Martin and Mr E.K. Cameron) over the last forty years. Given the survey effort, the lack of relatively intact potential habitat, and the island’s small size (67 km<sup>2</sup>) there now seems little doubt that <span style=""font-style: italic;"">A. wilderi</span> has gone extinct.","Very little is known about this species ecology; the few collections and notes available suggest it was a small shrub, rarely exceeding 2 m in height according to Wilder (1931), and a species of “open” forested habitats within an altitudinal range of 200-300 m asl (Wilder 1931, W.R. Sykes pers. comm. 2011).","<span style=""font-style: italic;"">Acalypha wilderi</span> was most probably a naturally uncommon species (see comments by Cheeseman 1903, Wilder 1931). It is only known from a handful of specimens collected between 1899 and 1929. These were all collected from forested habitats though there is conflict as to the exact type of habitat. Cheeseman (1903, p. 205) states “shaded woods near Arorangi” and Wilder (1931, p. 64) states “in semi-dry valleys, back of village of Avarua, altitude 200 to 300 m”). These are the only botanists to have provided any details as to the species likely habitat preferences. However, W.R. Sykes (pers. comm. 2011) is strongly of the opinion that this was a species of open forested habitats. Irrespective, the lowland and slope forests of Rarotonga, and especially those in the vicinity of Avarua and Arorangi are amongst the most heavily modified on the island as a result of deforestation for agriculture, roading, housing and plantation forestry. What few forested areas now remain are also seriously damaged and heavily infested with a range of weeds (ranging from small shrubs to trees and vines). Faced with these threats, it is hardly surprising that a small, apparently already uncommon shrub like <span style=""font-style: italic;"">A. wilderi </span>has vanished. As comprehensive surveys of the vegetation of Rarotonga over the last forty years have failed to rediscover this species it now seems very likely that it is extinct (see also comments by Whistler 1988). Nevertheless, as with any “extinct” plant there always remains a slim chance that it may yet be rediscovered somewhere else on Rarotonga though over time and with increasing survey effort this seems rather unlikely.",This species is extinct.,,"As far as is known <span style=""font-style: italic;"">A. wilderi</span> was only ever known from forested habitats on the northern (Avarua) and western (Arorangi) sides of Rarotonga in the Cook Islands (Cheeseman 1903, Wilder 1931) within an altitudinal range of 200-300 m asl.",This species is extinct.,Terrestrial,This species is thought to be extinct.,Oceanian,1929,FALSE,FALSE,Global
2706716,201462,Dicrogonatus gardineri,Extinct,2014,"The species has not been located since 1909 despite searches in 2002 and 2011-12 and therefore, is assessed as Extinct.",This species was recorded from 'Jungle'; the habitats of the island are tropical forest.,"This species was threatened by habitat deterioration caused by invasion of introduced tree species, principally <em>Cinnamomum verum</em>.",This species is assumed to be extinct as it has not been recorded since 1909 despite searches in 2002 and 2011-12.,,This species was endemic to the Seychelles island of Mahe where it was recorded in 1909 from 'jungle over 1200 ft.'. It has not been recorded subsequently. The historical area of occupancy (AOO) is estimated at 50 km<sup>2</sup>.,,Terrestrial,,Afrotropical,1909,FALSE,FALSE,Global
2706765,201472,Eucarlia alluaudi,Extinct,2014,This species is assessed as Extinct. It was restricted to coastal woodland on Marianne island where it was last recorded in 1892. The island is heavily degraded as a result of almost complete clearance in the early 1900s and subsequent abandonment of the coconut placation. Coastal woodland on other islands has also been reduced to small and degraded fragments and searches of these have failed to locate the species.,This species was historically found in coastal woodland.,"The species is now extinct but it was threatened by habitat deterioration due to the effects of invasive plant species, mainly as a result of abandonment of coconut plantations on Marianne island.",This species is extinct as it has not been recorded since 1892 despite subsequent searches of appropriate habitat.,,"This species was endemic to the Seychelles island of Marianne, where it was last recorded in 1892.",,Terrestrial,No conservation actions were taken before the extinction of this species.,Afrotropical,1892,FALSE,FALSE,Global
2706821,201484,Orthomorpha crinita,Extinct,2014,"This species is known from a single specimen from 1894 from Mahe island (precise locality not known). Since then several searches have been made&#160;in the most likely habitats&#160;over most of the island and no individuals have been found. This species is large enough that it is unlikely to have been overlooked in the searches and therefore, it is assessed as Extinct.",No details are known on the habitats and ecology of this species but it was probably a forest species found in leaf litter.,"It is likely that this species was threatened by habitat deterioration due to the effects of invasive plants, especially <em>Cinnamomum verum</em>, and climate change causing drying of higher, cloud associated habitats.","This species has not been located since 1894 despite subsequent searches and therefore, is assumed to be extinct.",,This species was endemic to the Seychelles island of Mahe where a single specimen was collected in 1894. The precise locality is unknown.,,Terrestrial,No conservation actions were taken for this species.,Afrotropical,1894,FALSE,FALSE,Global
2774500,21120,Stypodon signifer,Extinct,2019,"This species is only known from 6 specimens collected in 1880 and 1903, and attempts to locate in 1953, 1972 and 1984 all failed. These attempts also showed that its natural spring habitat had all but disappeared due to habitat modification and pollution. This species is therefore assessed as Extinct and it’s estimated year of extinction is 1930, 27 years after it was last recorded in the wild.","This species is only known from 6 specimens collected in 1880 and 1903, so its biology is mostly unknown. It occurred in springs on the floor of the Parras valley. It used its large pharyngeal teeth to crush snails and the majority of its diet was likely molluscs (Miller <em>et al.</em>&#160;2005). Its maximum known standard length was 40 mm.","This species is thought to have become extinct due to a combination of threats that include habitat modification to divert water for agriculture, industrial and domestic sewage, and the invasive species <em>Cyprinus carpio</em> that was present in a man-made reservoir (Miller 1961). This lead to the loss of natural springs and greatly deteriorated water quality.&#160;The snails on which this species predominately fed were also thought to be particularly sensitive to changes in the water level and quality, so its food base would have rapidly declined (Miller<em>&#160;et al</em>.&#160;1989).","This species is only known from 6 specimens collected in 1880 and 1903, and attempts to locate it failed in 1953, 1972 and 1984 (Miller <em>et al.&#160;</em>2005). These surveys also showed that its natural spring habitats had disappeared (Miller 1961). The estimated year of extinction is 1930, 25 years after it was last recorded in the wild (Burkhead 2012). Surveys in the area where the species was found and adjacent areas have not recorded the species (H. Espinosa, A. Valdes and R. Mendoza pers. comm. 2018).",,"This species was endemic to the Valle de Parras in the Chihuahuan Desert, Coahuila, Mexico, but is now considered to be extinct (Miller <em>et al.</em> 2005).",There is no information on the past use or trade of this species.,Freshwater (=Inland waters),There are no conservation measures in place as this species is thought to be extinct.,Nearctic,1903,FALSE,FALSE,Global
2774687,21250,Syncaris pasadenae,Extinct,2013,"The species was known from the Los Angeles River drainage, in streams  near San Gabriel and Pasadena (Los Angeles County) and Warm Creek (San  Bernardino County), California (USA). The species is only known from approximately 100 specimens, collected between 1897 and 1933 (Martin and Wicksten 2004). The most recently collected specimens were in 1933. Extensive surveys for the species have taken place since 1968 and  continue sporadically to the present day, surveys have extended from the  Mexican border north to Santa Barbara (Martin and Wicksten 2004),  but no further specimens of the species have been found. The habitat of the species throughout its known historical range has been destroyed by channelization and urbanization and now forms part of the Greater Los Angeles area. The species is thus considered to be Extinct.",The species was known to occur in smaller rivers and streams.,The habitat of the species throughout its known range has been destroyed by channelization and urbanization.,"The species is only known from approximately 100 specimens, collected between 1897 and 1933.",Unknown,"The species was known from the Los Angeles River drainage, in streams near San Gabriel and Pasadena (Los Angeles County) and Warm Creek (San Bernardino County), California (USA) (Martin and Wicksten 2004).",The species was not utilized.,Freshwater (=Inland waters),No specific conservation actions are in place.,Nearctic,1933,FALSE,FALSE,Global
2775072,21286,Tachygyia microlepis,Extinct,2012,"Listed as Extinct because it has not been recorded since the early 19th century, and extensive searches have failed to locate this species.",There is no information on this species other than it being terrestrial. Similar species are crepuscular predators found in undergrowth.,"The causes of extinction are believed to be habitat loss, colonization by people of Tonga, along with associated predators such as dogs, pigs and rats.",This species is considered to be extinct.,Stable,This species was endemic to Tonga.,This species is not used.,Terrestrial,There are no conservation measures needed for this extinct species.,Oceanian,,FALSE,FALSE,Global
2887512,39158,Flabellidium spinosum,Extinct,2012,This species was collected in 1911 and described in 1916. The forest at the type locality and in the vicinity has been logged and cultivated over the years. We therefore consider that there is no reasonable doubt that the only locality for this species has been destroyed and that the last individual has died.,This species was apparently epiphytic and grew in montane forest.,The forest at the type locality and immediate vicinity has been logged and cultivated over the years.,Probably extinct.,,"Known only from the type collection made in 1911 in Santa Cruz Cordillera of Bolivia. Occurred at 1,400 m.",,Terrestrial,Further surveys are required to see if an extant population of this species can be found.,Neotropical,1911,FALSE,FALSE,Global
