title,date,image,nationality,country,color
Madonna and Child,1230,https://images.metmuseum.org/CRDImages/ep/web-large/DT5279.jpg,Italian,,"[130, 91, 44]"
Portrait of a Young Man,1476,https://images.metmuseum.org/CRDImages/ep/web-large/DP161258.jpg,Italian,,"[53, 40, 31]"
A Young Woman and a Cavalier,1660,https://images.metmuseum.org/CRDImages/ep/web-large/DP146467.jpg,Dutch,,"[38, 29, 16]"
Saint Nicholas Providing Dowries,1433,https://images.metmuseum.org/CRDImages/ep/web-large/DT273088.jpg,Italian,,"[170, 129, 86]"
The Story of Joseph,1476,https://images.metmuseum.org/CRDImages/ep/web-large/DT292812.jpg,Italian,,"[189, 170, 123]"
Scenes from the Story of the Argonauts,1476,https://images.metmuseum.org/CRDImages/ep/web-large/DP164778.jpg,,,"[121, 86, 59]"
Saint Nicholas Resuscitating Three Youths,1433,https://images.metmuseum.org/CRDImages/ep/web-large/DT273089.jpg,Italian,,"[134, 102, 54]"
The Angel Appearing to Zacharias,1799,https://images.metmuseum.org/CRDImages/ep/web-large/DP164838.jpg,British,,"[69, 54, 39]"
The Temptation of Saint Anthony,1550,https://images.metmuseum.org/CRDImages/ep/web-large/DP235224.jpg,Netherlandish,,"[93, 68, 44]"
The Outer Harbor of Brest,1773,https://images.metmuseum.org/CRDImages/ep/web-large/DP316906.jpg,French,,"[153, 133, 111]"
Angelica and Medoro,1630,https://images.metmuseum.org/CRDImages/ep/web-large/DT236857.jpg,French,,"[54, 47, 36]"
Madonna and Child,1506,https://images.metmuseum.org/CRDImages/ep/web-large/EP258.jpg,Italian,,"[216, 179, 129]"
A Man with the Initials AC,1774,https://images.metmuseum.org/CRDImages/ep/web-large/228818.jpg,"British, Scottish",,"[52, 52, 52]"
A Woman with the Initials MCC,1773,https://images.metmuseum.org/CRDImages/ep/web-large/228819.jpg,"British, Scottish",,"[223, 223, 223]"
Portrait of a Man,1781,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1420-01.jpg,French,,"[59, 50, 34]"
Roman Landscape,1850,https://images.metmuseum.org/CRDImages/ep/web-large/ep26.100.bw.R.jpg,Swiss,,"[216, 216, 216]"
Portrait of a Woman,1781,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1419-01.jpg,French,,"[56, 44, 27]"
Gossip,1873,https://images.metmuseum.org/CRDImages/ep/web-large/DT219388.jpg,Italian,,"[138, 122, 91]"
Portrait of a Woman,1642,https://images.metmuseum.org/CRDImages/ep/web-large/DP145922.jpg,Dutch,,"[43, 33, 21]"
Petronella Elias (1648–1667) with a Basket of Fruit,1657,https://images.metmuseum.org/CRDImages/ep/web-large/DP143180.jpg,Dutch,,"[67, 48, 32]"
"Henry Hope (1735/36–1811), after Jones",1802,https://images.metmuseum.org/CRDImages/ep/web-large/57113.jpg,British,,"[182, 182, 182]"
The Dispatch-Bearer,1865,https://images.metmuseum.org/CRDImages/ep/web-large/DP223662.jpg,Italian,,"[68, 58, 50]"
"Thomas Howard (1585–1646), Second Earl of Arundel, after Rubens",1808,https://images.metmuseum.org/CRDImages/ep/web-large/50669.jpg,British,,"[51, 51, 51]"
"Charles X (1757–1836), King of France, after Gérard",1829,https://images.metmuseum.org/CRDImages/ep/web-large/ep24.80.523.R.jpg,British,,"[112, 76, 47]"
"Algernon Percy (1602–1668), Tenth Earl of Northumberland, after Van Dyck",1827,https://images.metmuseum.org/CRDImages/ep/web-large/50673.jpg,British,,"[145, 145, 145]"
"George IV (1762–1830) as Prince Regent, after Lawrence",1816,https://images.metmuseum.org/CRDImages/ep/web-large/DT200600.jpg,British,,"[120, 77, 26]"
"Matthew Baillie (1761–1823), F.R.S., after Hoppner",1817,https://images.metmuseum.org/CRDImages/ep/web-large/EP758.jpg,British,,"[186, 157, 95]"
Weaning the Calves,1879,https://images.metmuseum.org/CRDImages/ep/web-large/DT2579.jpg,French,,"[115, 83, 49]"
Environs of Fontainebleau: Woodland and Cattle,1844,https://images.metmuseum.org/CRDImages/ep/web-large/ep90.25.bw.R.jpg,French,,"[63, 63, 63]"
A Limier Briquet Hound,1856,https://images.metmuseum.org/CRDImages/ep/web-large/DP123961.jpg,French,,"[76, 59, 40]"
Madonna and Child with Saints,1507,https://images.metmuseum.org/CRDImages/ep/web-large/DT11627.jpg,Italian,,"[52, 45, 43]"
The Legend of the Infant Servius Tullius,1507,https://images.metmuseum.org/CRDImages/ep/web-large/Bonifazio.jpg,Italian,,"[189, 159, 113]"
Roadside Halt,1826,https://images.metmuseum.org/CRDImages/ep/web-large/DP164827.jpg,British,,"[179, 176, 166]"
The Disillusioned Medea,1635,https://images.metmuseum.org/CRDImages/ep/web-large/DP120565.jpg,Dutch,,"[63, 54, 36]"
Portrait of a Seated Man,1657,https://images.metmuseum.org/CRDImages/ep/web-large/DP136269.jpg,Dutch,,"[37, 34, 29]"
Island of the Dead,1880,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14201-003.jpg,Swiss,,"[15, 17, 18]"
The Van Moerkerken Family,1653,https://images.metmuseum.org/CRDImages/ep/web-large/DP146463.jpg,Dutch,,"[36, 33, 25]"
Moses Striking the Rock,1596,https://images.metmuseum.org/CRDImages/ep/web-large/DP145411.jpg,Netherlandish,,"[47, 39, 29]"
Curiosity,1660,https://images.metmuseum.org/CRDImages/ep/web-large/DP145405.jpg,Dutch,,"[45, 40, 35]"
A Woman Playing the Theorbo-Lute and a Cavalier,1653,https://images.metmuseum.org/CRDImages/ep/web-large/DP145907.jpg,Dutch,,"[57, 47, 33]"
Portrait of a Woman,1812,https://images.metmuseum.org/CRDImages/ep/web-large/259952.jpg,French,,"[39, 39, 39]"
Portrait of a Woman,1808,https://images.metmuseum.org/CRDImages/ep/web-large/258494.jpg,French,,"[52, 52, 52]"
The Horse Fair,1852,https://images.metmuseum.org/CRDImages/ep/web-large/DT44.jpg,French,,"[72, 69, 48]"
A Young Woman at Her Toilet with a Maid,1650,https://images.metmuseum.org/CRDImages/ep/web-large/DP145397.jpg,Dutch,,"[49, 37, 30]"
Portrait of a Man,1805,https://images.metmuseum.org/CRDImages/ep/web-large/ep95.14.83.R.jpg,French,,"[177, 137, 79]"
Barnyard Scene,1650,https://images.metmuseum.org/CRDImages/ep/web-large/DP143172.jpg,Dutch,,"[74, 69, 59]"
The Departure of Saints Paula and Eustochium for the Holy Land,1737,https://images.metmuseum.org/CRDImages/ep/web-large/DT6783.jpg,Italian,,"[58, 61, 56]"
Christ's Descent into Hell,1550,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1207-001.jpg,,,"[36, 23, 12]"
Portrait of a Man in Armor with Two Pages,1520,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17629-001.jpg,Italian,,"[35, 27, 17]"
Count Alexander Ivanovich Sollogoub (1788–1844),1810,https://images.metmuseum.org/CRDImages/ep/web-large/209773.jpg,Italian,,"[47, 47, 47]"
The Adoration of the Magi,1470,https://images.metmuseum.org/CRDImages/ep/web-large/DP372687.jpg,Netherlandish,,"[112, 100, 79]"
The Coronation of the Virgin,1475,https://images.metmuseum.org/CRDImages/ep/web-large/DT350031.jpg,Italian,,"[114, 77, 46]"
Madonna and Child Enthroned with Saints and Angels,1466,https://images.metmuseum.org/CRDImages/ep/web-large/DT7233.jpg,Italian,,"[29, 32, 29]"
Three Miracles of Saint Zenobius,1495,https://images.metmuseum.org/CRDImages/ep/web-large/DT380.jpg,Italian,,"[173, 138, 101]"
Saint Sebastian,1466,https://images.metmuseum.org/CRDImages/ep/web-large/ep48.78.bw.R.jpg,Italian,,"[207, 207, 207]"
Madonna and Child with Two Angels,1464,https://images.metmuseum.org/CRDImages/ep/web-large/EP256.jpg,Italian,,"[188, 167, 141]"
The Last Communion of Saint Jerome,1490,https://images.metmuseum.org/CRDImages/ep/web-large/DT5.jpg,Italian,,"[105, 80, 55]"
Portrait of a Woman,1838,https://images.metmuseum.org/CRDImages/ep/web-large/259961.jpg,French,,"[68, 68, 68]"
Portrait of a Woman,1832,https://images.metmuseum.org/CRDImages/ep/web-large/60100.jpg,French,,"[242, 242, 242]"
Allegory of Lyric Poetry,1753,https://images.metmuseum.org/CRDImages/ep/web-large/DP259113.jpg,French,,"[104, 86, 53]"
Imaginary Landscape with the Palatine Hill from Campo Vaccino,1734,https://images.metmuseum.org/CRDImages/ep/web-large/DP-409-001.jpg,French,,"[70, 55, 33]"
Allegory of Autumn,1753,https://images.metmuseum.org/CRDImages/ep/web-large/DP259112.jpg,French,,"[121, 97, 58]"
Angelica and Medoro,1763,https://images.metmuseum.org/CRDImages/ep/web-large/DP339914.jpg,French,,"[42, 37, 30]"
The Interrupted Sleep,1750,https://images.metmuseum.org/CRDImages/ep/web-large/DP-414-001.jpg,French,,"[55, 58, 41]"
The Toilette of Venus,1751,https://images.metmuseum.org/CRDImages/ep/web-large/DP-411-01.jpg,French,,"[70, 78, 69]"
The Dispatch of the Messenger,1765,https://images.metmuseum.org/CRDImages/ep/web-large/DP337751.jpg,French,,"[52, 48, 40]"
"Jupiter, in the Guise of Diana, and Callisto",1763,https://images.metmuseum.org/CRDImages/ep/web-large/DP339911.jpg,French,,"[40, 39, 34]"
On the Beach at Trouville,1863,https://images.metmuseum.org/CRDImages/ep/web-large/DT1032.jpg,French,,"[171, 162, 132]"
Washerwomen,1768,https://images.metmuseum.org/CRDImages/ep/web-large/DP259119.jpg,French,,"[81, 82, 70]"
Study for a Monument to a Princely Figure,1723,https://images.metmuseum.org/CRDImages/ep/web-large/DP312851.jpg,French,,"[100, 94, 84]"
Virgin and Child with the Young Saint John the Baptist and Angels,1765,https://images.metmuseum.org/CRDImages/ep/web-large/DP123935.jpg,French,,"[49, 47, 45]"
Shepherd's Idyll,1768,https://images.metmuseum.org/CRDImages/ep/web-large/DP259114.jpg,French,,"[76, 79, 67]"
Village by a River,1867,https://images.metmuseum.org/CRDImages/ep/web-large/ep59.140.R.jpg,French,,"[164, 151, 131]"
The Proposal,1872,https://images.metmuseum.org/CRDImages/ep/web-large/ep60.122.R.jpg,French,,"[58, 46, 34]"
Beaulieu: The Bay of Fourmis,1892,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17451-001.jpg,French,,"[104, 141, 143]"
Young Mother Gazing at Her Child,1871,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16481-001.jpg,French,,"[44, 34, 23]"
Breton Brother and Sister,1871,https://images.metmuseum.org/CRDImages/ep/web-large/DT2566.jpg,French,,"[46, 49, 41]"
Julie Le Brun (1780–1819) Looking in a Mirror,1787,https://images.metmuseum.org/CRDImages/ep/web-large/DT2934.jpg,,,"[67, 51, 30]"
Saint Catherine of Alexandria in Prison,1580,https://images.metmuseum.org/CRDImages/ep/web-large/DT4411.jpg,Italian,,"[43, 38, 27]"
The Departure of the Gondola,1763,https://images.metmuseum.org/CRDImages/ep/web-large/DT209325.jpg,,,"[180, 172, 165]"
The Meeting of Antony and Cleopatra,1745,https://images.metmuseum.org/CRDImages/ep/web-large/DT293615.jpg,,,"[149, 122, 85]"
Madonna and Child with the Infant Saint John the Baptist,1570,https://images.metmuseum.org/CRDImages/ep/web-large/DP322017.jpg,Italian,,"[101, 69, 56]"
Young Woman with Ibis,1860,https://images.metmuseum.org/CRDImages/ep/web-large/DP212152.jpg,French,,"[173, 93, 62]"
Salvator Mundi,1622,https://images.metmuseum.org/CRDImages/ep/web-large/DP148737.jpg,Italian,,"[50, 46, 45]"
"The ""Kearsarge"" at Boulogne",1864,https://images.metmuseum.org/CRDImages/ep/web-large/DT204991.jpg,French,,"[86, 104, 96]"
The Fishermen (Fantastic Scene),1870,https://images.metmuseum.org/CRDImages/ep/web-large/DT2157.jpg,French,,"[68, 63, 45]"
The Burial of Christ,1595,https://images.metmuseum.org/CRDImages/ep/web-large/DP312834.jpg,Italian,,"[23, 17, 13]"
An Eruption of Vesuvius,1824,https://images.metmuseum.org/CRDImages/ep/web-large/DP155336.jpg,,,"[44, 32, 26]"
Springtime,1873,https://images.metmuseum.org/CRDImages/ep/web-large/DT215405.jpg,French,,"[43, 49, 34]"
A Beach with Fishing Boats,1653,https://images.metmuseum.org/CRDImages/ep/web-large/DP120413.jpg,Dutch,,"[121, 92, 63]"
A View of The Hague from the Northwest,1647,https://images.metmuseum.org/CRDImages/ep/web-large/DP147601.jpg,Dutch,,"[144, 131, 111]"
A Winter Landscape with Ice Skaters and an Imaginary Castle,1615,https://images.metmuseum.org/CRDImages/ep/web-large/DP120412.jpg,Dutch,,"[122, 106, 92]"
"Still Life with Oysters, a Silver Tazza, and Glassware",1635,https://images.metmuseum.org/CRDImages/ep/web-large/DP120415.jpg,Dutch,,"[34, 24, 11]"
Portrait of a Man with a Shell,1625,https://images.metmuseum.org/CRDImages/ep/web-large/DP120416.jpg,Dutch,,"[24, 22, 18]"
Portrait of a Woman with a Balance,1625,https://images.metmuseum.org/CRDImages/ep/web-large/DP120417.jpg,Dutch,,"[26, 24, 19]"
Fishing Boats on a River,1660,https://images.metmuseum.org/CRDImages/ep/web-large/DP120419.jpg,Dutch,,"[100, 90, 74]"
View from the Quai d'Orsay,1854,https://images.metmuseum.org/CRDImages/ep/web-large/DT5338.jpg,Dutch,,"[161, 155, 157]"
Young Woman with a Red Necklace,1640,https://images.metmuseum.org/CRDImages/ep/web-large/DP120418.jpg,Dutch,,"[58, 44, 30]"
Nymph and Shepherd,1620,https://images.metmuseum.org/CRDImages/ep/web-large/DT4386.jpg,German,,"[29, 29, 31]"
"Madame Jacques-Louis-Étienne Reizet (Colette-Désirée-Thérèse Godefroy, 1782–1850)",1823,https://images.metmuseum.org/CRDImages/ep/web-large/DP135222.jpg,French,,"[37, 28, 14]"
The Virgin Adored by Saints,1604,https://images.metmuseum.org/CRDImages/ep/web-large/DT5004.jpg,Italian,,"[51, 49, 42]"
Pope Pius VII (1742–1823),1815,https://images.metmuseum.org/CRDImages/ep/web-large/266215gw.jpg,Italian,,"[55, 55, 55]"
Man Holding a Jug,1655,https://images.metmuseum.org/CRDImages/ep/web-large/DT5321.jpg,Flemish,,"[38, 34, 30]"
God the Father,1481,https://images.metmuseum.org/CRDImages/ep/web-large/EP1444.jpg,Italian,,"[175, 148, 100]"
Saint John the Baptist; Saint Francis Receiving the Stigmata,1485,https://images.metmuseum.org/CRDImages/ep/web-large/DT259989.jpg,Netherlandish,,"[64, 53, 28]"
The Crucifixion,1325,https://images.metmuseum.org/CRDImages/ep/web-large/DT4527.jpg,Italian,,"[140, 99, 40]"
Madonna and Child,1515,https://images.metmuseum.org/CRDImages/ep/web-large/DP221238.jpg,Italian,,"[108, 82, 60]"
Two Men Contemplating the Moon,1825,https://images.metmuseum.org/CRDImages/ep/web-large/DT4626.jpg,German,,"[57, 40, 17]"
The Lamentation,1577,https://images.metmuseum.org/CRDImages/ep/web-large/DT4635.jpg,Italian,,"[65, 45, 28]"
The Virgin Adoring the Host,1852,https://images.metmuseum.org/CRDImages/ep/web-large/DP136074.jpg,French,,"[40, 44, 45]"
The Crucifixion,1505,https://images.metmuseum.org/CRDImages/ep/web-large/DP151337.jpg,Italian,,"[129, 106, 82]"
Landscape with Travelers on a Woodland Path,1602,https://images.metmuseum.org/CRDImages/ep/web-large/2001.216.1.jpg,Netherlandish,,"[38, 49, 41]"
View near Rouen,1820,https://images.metmuseum.org/CRDImages/ep/web-large/DT4937.jpg,British,,"[123, 113, 71]"
The Birth and Naming of Saint John the Baptist; (reverse) Trompe-l'oeil with Painting of The Man of Sorrows,1514,https://images.metmuseum.org/CRDImages/ep/web-large/DP136254.jpg,Netherlandish,,"[49, 38, 31]"
The Outskirts of a Village,1875,https://images.metmuseum.org/CRDImages/ep/web-large/ep2002.151.jpg,French,,"[166, 139, 87]"
"Scene from the Gallic Wars: The Gaul Littavicus, Betraying the Roman Cause, Flees to Gergovie to Support Vercingétorix",1838,https://images.metmuseum.org/CRDImages/ep/web-large/EP1437.jpg,French,,"[116, 92, 58]"
Dancer,1880,https://images.metmuseum.org/CRDImages/ep/web-large/DT2652.jpg,French,,"[170, 165, 164]"
"Interior of the Oude Kerk, Delft",1650,https://images.metmuseum.org/CRDImages/ep/web-large/DP145954.jpg,Dutch,,"[98, 89, 75]"
Still Life with Shells and a Chip-Wood Box,1626,https://images.metmuseum.org/CRDImages/ep/web-large/DT1990.jpg,French,,"[26, 24, 20]"
The Flagellation,1395,https://images.metmuseum.org/CRDImages/ep/web-large/DP164873.jpg,German,,"[116, 93, 55]"
"Léon Pallière (1787–1820) in His Room at the Villa Medici, Rome",1817,https://images.metmuseum.org/CRDImages/ep/web-large/DT235903.jpg,,,"[67, 56, 54]"
"Gustavus Hamilton (1710–1746), Second Viscount Boyne, in Masquerade Costume",1730,https://images.metmuseum.org/CRDImages/ep/web-large/DP161652.jpg,Italian,,"[64, 81, 87]"
The Sack of Jerusalem by the Romans,1824,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17607-001.jpg,French,,"[41, 30, 18]"
Madame Charles Maurice de Talleyrand Périgord (1761–1835),1799,https://images.metmuseum.org/CRDImages/ep/web-large/DP-417-001.jpg,French,,"[65, 53, 36]"
"On the Beach, Sunset",1865,https://images.metmuseum.org/CRDImages/ep/web-large/DT1031.jpg,French,,"[143, 143, 112]"
Jean Charles Garnier d'Isle (1697–1755),1745,https://images.metmuseum.org/CRDImages/ep/web-large/DP161653.jpg,French,,"[99, 95, 93]"
The Crucifixion,1340,https://images.metmuseum.org/CRDImages/ep/web-large/DP278472.jpg,Italian,,"[171, 124, 65]"
"François Gérard (1770–1837), later Baron Gérard",1785,https://images.metmuseum.org/CRDImages/ep/web-large/DP327712.jpg,French,,"[48, 38, 31]"
Olivier Journu (1724–1783),1756,https://images.metmuseum.org/CRDImages/ep/web-large/DP161654.jpg,French,,"[128, 112, 92]"
"Comtesse de La Tour-Maubourg (Marie-Louise-Charlotte-Gabrielle Thomas de Pange, 1816–1850)",1841,https://images.metmuseum.org/CRDImages/ep/web-large/DT2564.jpg,French,,"[47, 47, 40]"
Retreat from the Storm,1846,https://images.metmuseum.org/CRDImages/ep/web-large/DT1986.jpg,French,,"[47, 45, 38]"
"The Children of Martin Anton Heckscher: Johann Gustav Wilhelm Moritz (1797–1865), Carl Martin Adolph (1796–1850), and Leopold (born 1792)",1805,https://images.metmuseum.org/CRDImages/ep/web-large/ep2002.564.jpg,German,,"[106, 82, 49]"
Waterfall at Terni,1826,https://images.metmuseum.org/CRDImages/ep/web-large/DP274250.jpg,French,,"[61, 56, 46]"
Mountainous Landscape at Vicovaro,1786,https://images.metmuseum.org/CRDImages/ep/web-large/DP169450.jpg,Flemish,,"[173, 176, 159]"
Mountainous Landscape at Tivoli,1786,https://images.metmuseum.org/CRDImages/ep/web-large/DP169451.jpg,Flemish,,"[123, 112, 84]"
Cloud Study (Distant Storm),1786,https://images.metmuseum.org/CRDImages/ep/web-large/DP169448.jpg,Flemish,,"[124, 119, 105]"
Cloud Study (Early Evening),1786,https://images.metmuseum.org/CRDImages/ep/web-large/DP103066.jpg,Flemish,,"[153, 150, 139]"
"View on the Quirinal Hill, Rome",1800,https://images.metmuseum.org/CRDImages/ep/web-large/DP150997.jpg,Flemish,,"[162, 156, 144]"
Pope Gregory XVI Visiting the Church of San Benedetto at Subiaco,1843,https://images.metmuseum.org/CRDImages/ep/web-large/DP169610.jpg,French,,"[52, 39, 29]"
View of the Colosseum and the Arch of Constantine from the Palatine,1822,https://images.metmuseum.org/CRDImages/ep/web-large/DP150998.jpg,French,,"[56, 40, 25]"
"The Banks of the Rance, Brittany",1785,https://images.metmuseum.org/CRDImages/ep/web-large/DP169468.jpg,French,,"[129, 132, 103]"
Saint Francis,1600,https://images.metmuseum.org/CRDImages/ep/web-large/DP104367.jpg,Italian,,"[23, 28, 18]"
The Servant Justified,1735,https://images.metmuseum.org/CRDImages/ep/web-large/DT5660.jpg,French,,"[40, 50, 27]"
The Annunciation,1639,https://images.metmuseum.org/CRDImages/ep/web-large/DT5656.jpg,French,,"[53, 50, 49]"
Brother Philippe's Geese,1731,https://images.metmuseum.org/CRDImages/ep/web-large/DT5661.jpg,French,,"[139, 128, 101]"
The Potato Peeler (reverse: Self-Portrait with a Straw Hat),1885,https://images.metmuseum.org/CRDImages/ep/web-large/DT1503.jpg,Dutch,,"[38, 33, 30]"
Saint George,1472,https://images.metmuseum.org/CRDImages/ep/web-large/DT1453.jpg,Italian,,"[134, 98, 63]"
Faustine Léo (1832–1865),1842,https://images.metmuseum.org/CRDImages/ep/web-large/DT5666.jpg,French,,"[189, 175, 162]"
"Haystacks, Morning, Éragny",1899,https://images.metmuseum.org/CRDImages/ep/web-large/DP116768.jpg,French,,"[125, 117, 80]"
Portrait of a Woman,1657,https://images.metmuseum.org/CRDImages/ep/web-large/DP146936.jpg,Dutch,,"[38, 34, 30]"
The Annunciation,1440,https://images.metmuseum.org/CRDImages/ep/web-large/DP262812.jpg,German,,"[103, 78, 59]"
Madonna and Child with Saints,1607,https://images.metmuseum.org/CRDImages/ep/web-large/DP153642.jpg,Italian,,"[42, 34, 29]"
Pleasure,1749,https://images.metmuseum.org/CRDImages/ep/web-large/DP120355.jpg,German,,"[139, 99, 62]"
Saint John the Baptist Bearing Witness,1595,https://images.metmuseum.org/CRDImages/ep/web-large/DP220449.jpg,Italian,,"[61, 51, 38]"
Madonna and Child,1290,https://images.metmuseum.org/CRDImages/ep/web-large/DP142735.jpg,Italian,,"[128, 94, 62]"
The Dance Class,1874,https://images.metmuseum.org/CRDImages/ep/web-large/DT46.jpg,French,,"[118, 107, 74]"
The Abduction of Rebecca,1846,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14344-001.jpg,French,,"[45, 38, 29]"
The Forest in Winter at Sunset,1846,https://images.metmuseum.org/CRDImages/ep/web-large/DP247630.jpg,French,,"[44, 28, 18]"
Joseph-Antoine Moltedo (born 1775),1805,https://images.metmuseum.org/CRDImages/ep/web-large/DP151185.jpg,French,,"[58, 50, 39]"
"Madame Georges Charpentier (Marguérite-Louise Lemonnier, 1848–1904) and Her Children, Georgette-Berthe (1872–1945) and Paul-Émile-Charles (1875–1895)",1878,https://images.metmuseum.org/CRDImages/ep/web-large/DT49.jpg,French,,"[124, 90, 65]"
Young Man in the Costume of a Majo,1863,https://images.metmuseum.org/CRDImages/ep/web-large/DT862.jpg,French,,"[63, 52, 40]"
The Repast of the Lion,1902,https://images.metmuseum.org/CRDImages/ep/web-large/DT50.jpg,French,,"[44, 62, 61]"
William Paulet Carey (1759–1839),1770,https://images.metmuseum.org/CRDImages/ep/web-large/ap68.222.12.jpg,British/Irish,,"[121, 125, 129]"
Saint John the Baptist Preaching,1645,https://images.metmuseum.org/CRDImages/ep/web-large/DP123820.jpg,Italian,,"[60, 48, 37]"
"Portrait of a Woman, Said to Be Caritas Pirckheimer (1467–1532)",1900,https://images.metmuseum.org/CRDImages/ep/web-large/DP221628.jpg,German,,"[110, 103, 88]"
Parochialstrasse in Berlin,1831,https://images.metmuseum.org/CRDImages/ep/web-large/DP157664.jpg,German,,"[103, 82, 65]"
Landscape,1830,https://images.metmuseum.org/CRDImages/ep/web-large/DP136056.jpg,German,,"[191, 161, 142]"
Male Nude,1856,https://images.metmuseum.org/CRDImages/ep/web-large/DP158871.jpg,French,,"[59, 42, 24]"
In Full Sunlight (En plein soleil),1876,https://images.metmuseum.org/CRDImages/ep/web-large/DT2628.jpg,French,,"[107, 90, 41]"
The Penitent Magdalen,1745,https://images.metmuseum.org/CRDImages/ep/web-large/DP137850.jpg,Italian,,"[47, 31, 15]"
Young Ladies of the Village,1851,https://images.metmuseum.org/CRDImages/ep/web-large/DT1967.jpg,French,,"[97, 74, 30]"
An Overgrown Mineshaft,1819,https://images.metmuseum.org/CRDImages/ep/web-large/DP150999.jpg,German,,"[42, 43, 31]"
"View in the Stables of the Villa of Maecenas, Tivoli",1800,https://images.metmuseum.org/CRDImages/ep/web-large/DP169470.jpg,French,,"[42, 31, 21]"
Columns of the Temple of Neptune at Paestum,1838,https://images.metmuseum.org/CRDImages/ep/web-large/DP169471.jpg,Danish,,"[70, 44, 28]"
Ia Orana Maria (Hail Mary),1891,https://images.metmuseum.org/CRDImages/ep/web-large/DT1025.jpg,French,,"[114, 113, 93]"
A Storm off the Normandy Coast,1850,https://images.metmuseum.org/CRDImages/ep/web-large/DP169472.jpg,French,,"[51, 40, 28]"
The Cemetery at Pronoia near Nauplia,1836,https://images.metmuseum.org/CRDImages/ep/web-large/DP169474.jpg,German,,"[71, 54, 43]"
An Evening beside Lake Arresø,1832,https://images.metmuseum.org/CRDImages/ep/web-large/DP169473.jpg,Danish,,"[189, 178, 158]"
View from the Citadel Ramparts in Copenhagen by Moonlight,1839,https://images.metmuseum.org/CRDImages/ep/web-large/DP148739.jpg,Danish,,"[49, 52, 49]"
Mother and Child by the Sea,1830,https://images.metmuseum.org/CRDImages/ep/web-large/DP148738.jpg,Norwegian,,"[46, 38, 33]"
The Glorification of the Royal Hungarian Saints,1772,https://images.metmuseum.org/CRDImages/ep/web-large/DP164874.jpg,Austrian,,"[70, 62, 45]"
The Reverend Philip Cocks (1735–1797),1767,https://images.metmuseum.org/CRDImages/ep/web-large/DP169389.jpg,German,,"[41, 34, 24]"
The Mass of Saint Basil,1746,https://images.metmuseum.org/CRDImages/ep/web-large/DP151176.jpg,French,,"[63, 44, 23]"
The Family of Mr. Westfal in the Conservatory,1836,https://images.metmuseum.org/CRDImages/ep/web-large/DP152116.jpg,German,,"[115, 94, 49]"
Saint Maurice,1520,https://images.metmuseum.org/CRDImages/ep/web-large/DP344253.jpg,German,,"[53, 43, 33]"
Gothic Windows in the Ruins of the Monastery at Oybin,1823,https://images.metmuseum.org/CRDImages/ep/web-large/DP151000.jpg,German,,"[65, 40, 18]"
Study of a Boy in a Blue Jacket,1717,https://images.metmuseum.org/CRDImages/ep/web-large/DP161655.jpg,Italian,,"[133, 126, 115]"
Wanderer in the Storm,1835,https://images.metmuseum.org/CRDImages/ep/web-large/DP164876.jpg,German,,"[98, 84, 71]"
Christ Blessing,1500,https://images.metmuseum.org/CRDImages/ep/web-large/DP218061.jpg,Netherlandish,,"[62, 48, 42]"
Study of a Girl in Red,1717,https://images.metmuseum.org/CRDImages/ep/web-large/DP161656.jpg,Italian,,"[160, 127, 101]"
"Portrait of a Mameluke, Said to Be Roustam Raza (ca. 1781–1845)",1810,https://images.metmuseum.org/CRDImages/ep/web-large/DP331536.jpg,French,,"[165, 113, 86]"
Copenhagen Harbor by Moonlight,1846,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17567-001.jpg,,,"[43, 37, 36]"
At the Edge of the Forest,1815,https://images.metmuseum.org/CRDImages/ep/web-large/DP164875.jpg,German,,"[39, 36, 21]"
Two Men before a Waterfall at Sunset,1823,https://images.metmuseum.org/CRDImages/ep/web-large/DP319598.jpg,,,"[32, 27, 20]"
The Crucifixion,1625,https://images.metmuseum.org/CRDImages/ep/web-large/DP360943.jpg,Spanish,,"[46, 40, 31]"
Saint Philip Neri (1515–1595),1645,https://images.metmuseum.org/CRDImages/ep/web-large/DP-944-001.jpg,,,"[15, 13, 9]"
The Death of Cleopatra,1645,https://images.metmuseum.org/CRDImages/ep/web-large/DP375602.jpg,,,"[49, 38, 26]"
Paul and Barnabas at Lystra,1605,https://images.metmuseum.org/CRDImages/ep/web-large/DP133560.jpg,Dutch,,"[72, 50, 39]"
Portrait of a Man,1775,https://images.metmuseum.org/CRDImages/ep/web-large/DP327717.jpg,French,,"[149, 149, 147]"
A Party of Merrymakers,1635,https://images.metmuseum.org/CRDImages/ep/web-large/DP146502.jpg,Dutch,,"[56, 44, 28]"
George Harley Drummond (1783–1855),1808,https://images.metmuseum.org/CRDImages/ep/web-large/DP170904.jpg,"British, Scottish",,"[49, 37, 29]"
