Level,Indicator,Value,Region,Subregion,Territory,Year,Source,Source Description
Country,Homicide rate,1.4464818525,Europe,Eastern Europe,Poland,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.2775572022,Europe,Eastern Europe,Poland,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.368850832,Europe,Eastern Europe,Poland,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.84991479735,Europe,Eastern Europe,Poland,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.0090758419,Europe,Eastern Europe,Poland,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.0018318914,Europe,Eastern Europe,Poland,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.1022068584,Europe,Eastern Europe,Poland,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.0699234754,Europe,Eastern Europe,Poland,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.79930723911,Europe,Eastern Europe,Poland,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.75345694315,Europe,Eastern Europe,Poland,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.78350792589,Europe,Eastern Europe,Poland,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.68440471715,Europe,Eastern Europe,Poland,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.75619494927,Europe,Eastern Europe,Poland,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.73045470014,Europe,Eastern Europe,Poland,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,155,Europe,Southern Europe,Portugal,1990,MD Adjusted,Data based on an a statistical modification of an original value from the World Health Organization Mortality Database
Country,Homicide count,152,Europe,Southern Europe,Portugal,1991,MD Adjusted,Data based on an a statistical modification of an original value from the World Health Organization Mortality Database
Country,Homicide count,143,Europe,Southern Europe,Portugal,1992,MD Adjusted,Data based on an a statistical modification of an original value from the World Health Organization Mortality Database
Country,Homicide count,140,Europe,Southern Europe,Portugal,1993,MD Adjusted,Data based on an a statistical modification of an original value from the World Health Organization Mortality Database
Country,Homicide count,143,Europe,Southern Europe,Portugal,1994,Eurostat,Statistical Office of the European Union
Country,Homicide count,109,Europe,Southern Europe,Portugal,1995,Eurostat,Statistical Office of the European Union
Country,Homicide count,106,Europe,Southern Europe,Portugal,1996,Eurostat,Statistical Office of the European Union
Country,Homicide count,114,Europe,Southern Europe,Portugal,1997,Eurostat,Statistical Office of the European Union
Country,Homicide count,125,Europe,Southern Europe,Portugal,1998,Eurostat,Statistical Office of the European Union
Country,Homicide count,109,Europe,Southern Europe,Portugal,1999,Eurostat,Statistical Office of the European Union
Country,Homicide count,116,Europe,Southern Europe,Portugal,2000,Eurostat,Statistical Office of the European Union
Country,Homicide count,105,Europe,Southern Europe,Portugal,2001,Eurostat,Statistical Office of the European Union
Country,Homicide count,119,Europe,Southern Europe,Portugal,2002,Eurostat,Statistical Office of the European Union
Country,Homicide count,149,Europe,Southern Europe,Portugal,2003,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,144,Europe,Southern Europe,Portugal,2004,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,135,Europe,Southern Europe,Portugal,2005,SDG,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub)
Country,Homicide count,155,Europe,Southern Europe,Portugal,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,185,Europe,Southern Europe,Portugal,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,124,Europe,Southern Europe,Portugal,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,130,Europe,Southern Europe,Portugal,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,124,Europe,Southern Europe,Portugal,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,114,Europe,Southern Europe,Portugal,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,122,Europe,Southern Europe,Portugal,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,144,Europe,Southern Europe,Portugal,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,92,Europe,Southern Europe,Portugal,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,100,Europe,Southern Europe,Portugal,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,66,Europe,Southern Europe,Portugal,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,76,Europe,Southern Europe,Portugal,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,81,Europe,Southern Europe,Portugal,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.5650668014,Europe,Southern Europe,Portugal,1990,MD Adjusted,Data based on an a statistical modification of an original value from the World Health Organization Mortality Database
Country,Homicide rate,1.5334042582,Europe,Southern Europe,Portugal,1991,MD Adjusted,Data based on an a statistical modification of an original value from the World Health Organization Mortality Database
Country,Homicide rate,1.433652831,Europe,Southern Europe,Portugal,1992,MD Adjusted,Data based on an a statistical modification of an original value from the World Health Organization Mortality Database
Country,Homicide rate,1.3989834439,Europe,Southern Europe,Portugal,1993,MD Adjusted,Data based on an a statistical modification of an original value from the World Health Organization Mortality Database
Country,Homicide rate,1.4235892927,Europe,Southern Europe,Portugal,1994,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.0801359822,Europe,Southern Europe,Portugal,1995,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.0459821654,Europe,Southern Europe,Portugal,1996,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.1204411314,Europe,Southern Europe,Portugal,1997,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.2238049447,Europe,Southern Europe,Portugal,1998,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.0629478704,Europe,Southern Europe,Portugal,1999,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.126528911,Europe,Southern Europe,Portugal,2000,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.0153309167,Europe,Southern Europe,Portugal,2001,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.1457739284,Europe,Southern Europe,Portugal,2002,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.428624163,Europe,Southern Europe,Portugal,2003,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.3752365359,Europe,Southern Europe,Portugal,2004,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.2846750448,Europe,Southern Europe,Portugal,2005,SDG,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub)
Country,Homicide rate,1.4701925108,Europe,Southern Europe,Portugal,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.7497150802,Europe,Southern Europe,Portugal,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.1703289153,Europe,Southern Europe,Portugal,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.2259448404,Europe,Southern Europe,Portugal,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.1702468513,Europe,Southern Europe,Portugal,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.0785865747,Europe,Southern Europe,Portugal,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.1590008577,Europe,Southern Europe,Portugal,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.3749609115,Europe,Southern Europe,Portugal,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.88306797781,Europe,Southern Europe,Portugal,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.9644739865,Europe,Southern Europe,Portugal,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.63919175171,Europe,Southern Europe,Portugal,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.7386868888,Europe,Southern Europe,Portugal,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.78976680624,Europe,Southern Europe,Portugal,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,600,Americas,Caribbean,Puerto Rico,1990,NP,National Police
Country,Homicide count,817,Americas,Caribbean,Puerto Rico,1991,NP,National Police
Country,Homicide count,864,Americas,Caribbean,Puerto Rico,1992,NP,National Police
Country,Homicide count,954,Americas,Caribbean,Puerto Rico,1993,NP,National Police
Country,Homicide count,995,Americas,Caribbean,Puerto Rico,1994,NP,National Police
Country,Homicide count,864,Americas,Caribbean,Puerto Rico,1995,NP,National Police
Country,Homicide count,868,Americas,Caribbean,Puerto Rico,1996,NP,National Police
Country,Homicide count,724,Americas,Caribbean,Puerto Rico,1997,NP,National Police
Country,Homicide count,652,Americas,Caribbean,Puerto Rico,1998,NP,National Police
Country,Homicide count,593,Americas,Caribbean,Puerto Rico,1999,NP,National Police
Country,Homicide count,734,Americas,Caribbean,Puerto Rico,2000,NSO,National Statistical Office
Country,Homicide count,802,Americas,Caribbean,Puerto Rico,2001,NSO,National Statistical Office
Country,Homicide count,820,Americas,Caribbean,Puerto Rico,2002,NSO,National Statistical Office
Country,Homicide count,818,Americas,Caribbean,Puerto Rico,2003,NSO,National Statistical Office
Country,Homicide count,843,Americas,Caribbean,Puerto Rico,2004,NSO,National Statistical Office
Country,Homicide count,825,Americas,Caribbean,Puerto Rico,2005,NSO,National Statistical Office
Country,Homicide count,783,Americas,Caribbean,Puerto Rico,2006,NSO,National Statistical Office
Country,Homicide count,774,Americas,Caribbean,Puerto Rico,2007,NSO,National Statistical Office
Country,Homicide count,874,Americas,Caribbean,Puerto Rico,2008,NSO,National Statistical Office
Country,Homicide count,956,Americas,Caribbean,Puerto Rico,2009,NSO,National Statistical Office
Country,Homicide count,1030,Americas,Caribbean,Puerto Rico,2010,NSO,National Statistical Office
Country,Homicide count,1179,Americas,Caribbean,Puerto Rico,2011,NSO,National Statistical Office
Country,Homicide count,1015,Americas,Caribbean,Puerto Rico,2012,NSO,National Statistical Office
Country,Homicide count,924,Americas,Caribbean,Puerto Rico,2013,NSO,National Statistical Office
Country,Homicide count,704,Americas,Caribbean,Puerto Rico,2014,NSO,National Statistical Office
Country,Homicide count,614,Americas,Caribbean,Puerto Rico,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,704,Americas,Caribbean,Puerto Rico,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,729,Americas,Caribbean,Puerto Rico,2017,NSO,National Statistical Office
Country,Homicide count,641,Americas,Caribbean,Puerto Rico,2018,NSO,National Statistical Office
Country,Homicide rate,17.630631224,Americas,Caribbean,Puerto Rico,1990,NP,National Police
Country,Homicide rate,23.782805061,Americas,Caribbean,Puerto Rico,1991,NP,National Police
Country,Homicide rate,24.905803312,Americas,Caribbean,Puerto Rico,1992,NP,National Police
Country,Homicide rate,27.230146112,Americas,Caribbean,Puerto Rico,1993,NP,National Police
Country,Homicide rate,28.132727664,Americas,Caribbean,Puerto Rico,1994,NP,National Police
Country,Homicide rate,24.217343935,Americas,Caribbean,Puerto Rico,1995,NP,National Police
Country,Homicide rate,24.137266521,Americas,Caribbean,Puerto Rico,1996,NP,National Police
Country,Homicide rate,19.989508269,Americas,Caribbean,Puerto Rico,1997,NP,National Police
Country,Homicide rate,17.894036565,Americas,Caribbean,Puerto Rico,1998,NP,National Police
Country,Homicide rate,16.203381124,Americas,Caribbean,Puerto Rico,1999,NP,National Police
Country,Homicide rate,20.005696445,Americas,Caribbean,Puerto Rico,2000,NSO,National Statistical Office
Country,Homicide rate,21.851027216,Americas,Caribbean,Puerto Rico,2001,NSO,National Statistical Office
Country,Homicide rate,22.37795215,Americas,Caribbean,Puerto Rico,2002,NSO,National Statistical Office
Country,Homicide rate,22.388509057,Americas,Caribbean,Puerto Rico,2003,NSO,National Statistical Office
Country,Homicide rate,23.146590957,Americas,Caribbean,Puerto Rico,2004,NSO,National Statistical Office
Country,Homicide rate,22.715476949,Americas,Caribbean,Puerto Rico,2005,NSO,National Statistical Office
Country,Homicide rate,21.607254077,Americas,Caribbean,Puerto Rico,2006,NSO,National Statistical Office
Country,Homicide rate,21.402848902,Americas,Caribbean,Puerto Rico,2007,NSO,National Statistical Office
Country,Homicide rate,24.223745368,Americas,Caribbean,Puerto Rico,2008,NSO,National Statistical Office
Country,Homicide rate,26.581162075,Americas,Caribbean,Puerto Rico,2009,NSO,National Statistical Office
Country,Homicide rate,28.772219556,Americas,Caribbean,Puerto Rico,2010,NSO,National Statistical Office
Country,Homicide rate,33.119261365,Americas,Caribbean,Puerto Rico,2011,NSO,National Statistical Office
Country,Homicide rate,28.700124697,Americas,Caribbean,Puerto Rico,2012,NSO,National Statistical Office
Country,Homicide rate,26.370879015,Americas,Caribbean,Puerto Rico,2013,NSO,National Statistical Office
Country,Homicide rate,20.384130838,Americas,Caribbean,Puerto Rico,2014,NSO,National Statistical Office
Country,Homicide rate,18.157557921,Americas,Caribbean,Puerto Rico,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,21.443011086,Americas,Caribbean,Puerto Rico,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,23.042814751,Americas,Caribbean,Puerto Rico,2017,NSO,National Statistical Office
Country,Homicide rate,21.088314968,Americas,Caribbean,Puerto Rico,2018,NSO,National Statistical Office
Country,Homicide count,4,Asia,Western Asia,Qatar,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,4,Asia,Western Asia,Qatar,1991,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,6,Asia,Western Asia,Qatar,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,4,Asia,Western Asia,Qatar,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,5,Asia,Western Asia,Qatar,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,2,Asia,Western Asia,Qatar,1998,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,3,Asia,Western Asia,Qatar,1999,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,1,Asia,Western Asia,Qatar,2000,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,5,Asia,Western Asia,Qatar,2001,MD,World Health Organization Mortality Database
Country,Homicide count,5,Asia,Western Asia,Qatar,2004,MD,World Health Organization Mortality Database
Country,Homicide count,6,Asia,Western Asia,Qatar,2005,MD,World Health Organization Mortality Database
Country,Homicide count,5,Asia,Western Asia,Qatar,2006,MD,World Health Organization Mortality Database
Country,Homicide count,9,Asia,Western Asia,Qatar,2007,MD,World Health Organization Mortality Database
Country,Homicide count,12,Asia,Western Asia,Qatar,2008,MD,World Health Organization Mortality Database
Country,Homicide count,8,Asia,Western Asia,Qatar,2009,MD,World Health Organization Mortality Database
Country,Homicide count,4,Asia,Western Asia,Qatar,2010,MD,World Health Organization Mortality Database
Country,Homicide count,4,Asia,Western Asia,Qatar,2011,MD,World Health Organization Mortality Database
Country,Homicide count,7,Asia,Western Asia,Qatar,2012,MD,World Health Organization Mortality Database
Country,Homicide count,9,Asia,Western Asia,Qatar,2013,MD,World Health Organization Mortality Database
Country,Homicide count,9,Asia,Western Asia,Qatar,2014,MD,World Health Organization Mortality Database
Country,Homicide rate,0.83985092646,Asia,Western Asia,Qatar,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.8207586272,Asia,Western Asia,Qatar,1991,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,1.2111351768,Asia,Western Asia,Qatar,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.79764057917,Asia,Western Asia,Qatar,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.98610771452,Asia,Western Asia,Qatar,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.36260393135,Asia,Western Asia,Qatar,1998,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.52586741831,Asia,Western Asia,Qatar,1999,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.16878577203,Asia,Western Asia,Qatar,2000,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.81299094491,Asia,Western Asia,Qatar,2001,MD,World Health Organization Mortality Database
Country,Homicide rate,0.66371798888,Asia,Western Asia,Qatar,2004,MD,World Health Organization Mortality Database
Country,Homicide rate,0.69331299615,Asia,Western Asia,Qatar,2005,MD,World Health Organization Mortality Database
Country,Homicide rate,0.48890001408,Asia,Western Asia,Qatar,2006,MD,World Health Organization Mortality Database
Country,Homicide rate,0.73864881435,Asia,Western Asia,Qatar,2007,MD,World Health Organization Mortality Database
Country,Homicide rate,0.83526488338,Asia,Western Asia,Qatar,2008,MD,World Health Organization Mortality Database
Country,Homicide rate,0.48340004254,Asia,Western Asia,Qatar,2009,MD,World Health Organization Mortality Database
Country,Homicide rate,0.21547904493,Asia,Western Asia,Qatar,2010,MD,World Health Organization Mortality Database
Country,Homicide rate,0.19647697143,Asia,Western Asia,Qatar,2011,MD,World Health Organization Mortality Database
Country,Homicide rate,0.31875006261,Asia,Western Asia,Qatar,2012,MD,World Health Organization Mortality Database
Country,Homicide rate,0.38517850242,Asia,Western Asia,Qatar,2013,MD,World Health Organization Mortality Database
Country,Homicide rate,0.36597237641,Asia,Western Asia,Qatar,2014,MD,World Health Organization Mortality Database
Country,Homicide count,208,Asia,Eastern Asia,Republic of Korea,1990,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,217,Asia,Eastern Asia,Republic of Korea,1991,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,240,Asia,Eastern Asia,Republic of Korea,1992,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,306,Asia,Eastern Asia,Republic of Korea,1993,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,224,Asia,Eastern Asia,Republic of Korea,1994,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,228,Asia,Eastern Asia,Republic of Korea,1995,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,246,Asia,Eastern Asia,Republic of Korea,1996,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,277,Asia,Eastern Asia,Republic of Korea,1997,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,378,Asia,Eastern Asia,Republic of Korea,1998,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,385,Asia,Eastern Asia,Republic of Korea,1999,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,370,Asia,Eastern Asia,Republic of Korea,2000,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,407,Asia,Eastern Asia,Republic of Korea,2001,NP Adjusted,Data based on an a statistical modification of an original value from the National Police
Country,Homicide count,371,Asia,Eastern Asia,Republic of Korea,2002,NP Adjusted,Data based on an a statistical modification of an original value from the National Police
Country,Homicide count,387,Asia,Eastern Asia,Republic of Korea,2003,NP Adjusted,Data based on an a statistical modification of an original value from the National Police
Country,Homicide count,420,Asia,Eastern Asia,Republic of Korea,2004,NP Adjusted,Data based on an a statistical modification of an original value from the National Police
Country,Homicide count,411,Asia,Eastern Asia,Republic of Korea,2005,NP Adjusted,Data based on an a statistical modification of an original value from the National Police
Country,Homicide count,416,Asia,Eastern Asia,Republic of Korea,2006,SDG Adjusted,Data based on an a statistical modification of an original value from the Sustainable Development Goals indicators
Country,Homicide count,430,Asia,Eastern Asia,Republic of Korea,2007,SDG Adjusted,Data based on an a statistical modification of an original value from the Sustainable Development Goals indicators
Country,Homicide count,430,Asia,Eastern Asia,Republic of Korea,2008,SDG Adjusted,Data based on an a statistical modification of an original value from the Sustainable Development Goals indicators
Country,Homicide count,532,Asia,Eastern Asia,Republic of Korea,2009,SDG Adjusted,Data based on an a statistical modification of an original value from the Sustainable Development Goals indicators
Country,Homicide count,485,Asia,Eastern Asia,Republic of Korea,2010,SDG Adjusted,Data based on an a statistical modification of an original value from the Sustainable Development Goals indicators
Country,Homicide count,403,Asia,Eastern Asia,Republic of Korea,2011,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide count,435,Asia,Eastern Asia,Republic of Korea,2012,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide count,352,Asia,Eastern Asia,Republic of Korea,2013,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide count,377,Asia,Eastern Asia,Republic of Korea,2014,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide count,375,Asia,Eastern Asia,Republic of Korea,2015,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide count,361,Asia,Eastern Asia,Republic of Korea,2016,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide count,301,Asia,Eastern Asia,Republic of Korea,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,309,Asia,Eastern Asia,Republic of Korea,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.48471600814,Asia,Eastern Asia,Republic of Korea,1990,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.49928397353,Asia,Eastern Asia,Republic of Korea,1991,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
