"","show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in","description"
"7565","s7565","Movie","What the Health","Kip Andersen, Keegan Kuhn","","United States","June 16, 2017",2017,"TV-PG","92 min","Documentaries","this film examines the link between diet and disease, and the billions of dollars at stake in the healthcare, pharmaceutical and food industries."
"7566","s7566","Movie","What the Jatt!!","Saket Behl","Harish Verma, Isha Rikhi, Vipul Roy, Binnu Dhillon, Poonam Rajput, B.N. Sharma, Satti Sembi","India","October 1, 2018",2015,"TV-PG","140 min","Comedies, International Movies, Romantic Movies","a peasant from punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy."
"7567","s7567","TV Show","What the Love! with Karan Johar","","Karan Johar","United States","January 30, 2020",2020,"TV-14","1 Season","International TV Shows, Reality TV, Romantic TV Shows","with help from celebrity guests and a glam squad, filmmaker karan johar mentors six singletons through their personal struggles as they look for love."
"7568","s7568","Movie","What We Started","Bert Marcus, Cyrus Saidi","","United States","July 1, 2018",2017,"TV-MA","96 min","Documentaries, Music & Musicals","djs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre."
"7569","s7569","Movie","What We Wanted","Ulrike Kofler","Lavinia Wilson, Elyas M'Barek, Anna Unterberger, Lukas Spisser, Iva Höpperger, Fedor Teyml, Marta Manduca, Maria Hofstätter, Tina Haller","Austria","November 11, 2020",2020,"TV-MA","93 min","Dramas, International Movies","a couple facing fertility issues finds their marriage tested on a vacation to a sardinian resort — and the family next door only adds to the tension."
"7570","s7570","Movie","What Would Sophia Loren Do?","Ross Kauffman","Nancy ""Vincenza Careri"" Kulik, Sophia Loren","United States","January 15, 2021",2021,"TV-14","32 min","Documentaries","in this delightful short documentary, an italian american grandmother and film buff finds strength and joy in the life of her screen idol, sophia loren."
"7571","s7571","Movie","What's Eating Gilbert Grape","Lasse Hallström","Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen, Darlene Cates, Laura Harrington, Mary Kate Schellhardt, Kevin Tighe, John C. Reilly, Crispin Glover","United States","January 1, 2021",1993,"PG-13","118 min","Classic Movies, Dramas, Independent Movies","in a backwater iowa town, young gilbert is torn between taking care of his troubled family and a girl who shows him new possibilities for his life."
"7572","s7572","TV Show","What's New Scooby-Doo?","","Frank Welker, Casey Kasem, Mindy Cohn, Grey DeLisle","United States","December 15, 2019",2005,"TV-Y7","3 Seasons","Kids' TV, TV Comedies","scooby-doo and the gang enter the 21st century with this updated edition of the original series with more ghoulish mysteries to solve."
"7573","s7573","Movie","What's Up With Love?","Rudy Soedjarwo, Riri Riza","Dian Sastrowardoyo, Nicholas Saputra, Ladya Cheryll, Titi Kamal, Sissy Priscillia, Adinia Wirasti, Dennis Adhiswara","Indonesia","December 8, 2018",2002,"R","110 min","Dramas, International Movies, Romantic Movies","a popular high school girl strains her relationship with her close-knit clique when she begins falling for a reclusive, lower-class schoolmate."
"7574","s7574","Movie","What's Up?","Izidore K. Musallam","Hisham Abdulrahman, Turki Al-Yusuf, Mais Hamdan, Khaled Sami, Mishal Al-Mutairi, Hind Muhamed","Saudi Arabia, United Arab Emirates","June 2, 2020",2006,"TV-PG","95 min","Comedies, Dramas, International Movies","flirting with modernity, a young woman must keep her new romance a secret from her conservative brother, who plans to keep her in line with tradition."
"7575","s7575","Movie","What's Your Raashee?","Ashutosh Gowariker","Harman Baweja, Priyanka Chopra, Manju Singh, Anjan Srivastav, Darshan Jariwala, Dilip Joshi, Vishwa Badola, Rajesh Vivek, Daya Shankar Pandey, Yuri Suri","India","August 15, 2020",2009,"TV-PG","203 min","Comedies, International Movies, Music & Musicals","to protect his family from ruin, yogesh must marry his dream girl in only ten days, so he rushes into dating women with different astrological signs."
"7576","s7576","Movie","Wheelman","Jeremy Rush","Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham, Wendy Moniz, John Cenatiempo, Slaine","United States","October 20, 2017",2017,"TV-MA","82 min","Action & Adventure","the getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller."
"7577","s7577","Movie","Wheels of Fortune","Shaun Paul Piccinino","Matt Jones, Noureen DeWulf, John Ducey, Matty Cardarople, Jeff Fahey, Christina Moore, Gabriel Tigerman, Ali Afshar, Tyler Jacob Moore, Jessica Serfaty","United States","November 1, 2020",2020,"R","107 min","Comedies, Sports Movies","to claim a big inheritance, a down-on-his-luck mechanic must win a series of competitions as outlined in his birth father's will."
"7578","s7578","Movie","When Angels Sleep","Gonzalo Bendala","Julián Villagrán, Marian Álvarez, Ester Expósito, Sira Alonso de Alarcón, Asia Ortega, Daniel Jumillas, Christian Mulas","Spain","December 28, 2018",2018,"TV-MA","96 min","Dramas, International Movies, Thrillers","after a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events."
"7579","s7579","TV Show","When Calls the Heart","","Erin Krakow, Daniel Lissing, Lori Loughlin, Martin Cummins, Chelah Horsdal, Gracyn Shinyei, Jack Wagner, Mitchell Kummen, Loretta Walsh, Erica Carroll, Darius Zaviceanu, Charlotte Hegele, Steve Bacic, Adrian Hough","United States","December 29, 2018",2017,"TV-PG","5 Seasons","TV Dramas","leaving behind her upper-crust city roots, a woman journeys west in the early 1900s to become a teacher in a small canadian mining community."
"7580","s7580","Movie","When Hari Got Married","Ritu Sarin, Tenzing Sonam","","United Kingdom, India, United States","December 25, 2016",2013,"NR","75 min","Documentaries, International Movies","a small-town taxi driver is arranged to be married, resulting in an intimate look at the clash between modernity and tradition in india."
"7581","s7581","TV Show","When Heroes Fly","","Tomer Kapon, Ninet Tayeb, Michael Aloni, Nadav Nates, Moshe Ashkenazi, Vanessa Chaplot, Yael Sharoni, Gil Frank, Oded Fehr, Dan Mor","Israel","January 10, 2019",2018,"TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Dramas","years after a bitter falling out, four israeli military veterans reunite and travel to colombia in search of a loved one they'd presumed to be dead."
"7582","s7582","TV Show","When I See You Again","","Jasper Liu, Mandy Wei, Jet Chao, Ivy Shao, Tina Chou, Kao Meng-Chieh","Taiwan","October 1, 2016",2015,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","on a visit to his hometown, a rich bachelor seeks revenge on the woman who broke his heart 10 years ago. but his plan doesn't go as expected."
"7583","s7583","Movie","When Love Happens","Seyi Babatope","Weruche Opia, Gideon Okeke, Beverly Naya, O.C. Ukeje, Shaffy Bello, Oreka Godis","Nigeria","February 26, 2020",2014,"TV-14","109 min","International Movies, Romantic Movies","fed up with coordinating weddings for everyone else, unlucky-in-love event planner mo turns to the internet to see if she can find her own mr. right."
"7584","s7584","TV Show","When the Camellia Blooms","","Kong Hyo-jin, Kang Ha-neul, Kim Ji-seok, Oh Jung-se, Yeom Hye-ran, Son Dam-bi, Ji E-su, Go Du-sim","South Korea","September 18, 2019",2019,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","dongbaek is a single mother. when a potential new love enters her life, she finds ways to defy the social stigmas surrounding her."
"7585","s7585","TV Show","When They See Us","","Asante Blackk, Caleel Harris, Ethan Herisse, Jharrel Jerome, Marquis Rodriguez, Jovan Adepo, Chris Chalk, Justin Cunningham, Freddy Miyares, Michael Kenneth Williams, Marsha Stephanie Blake, Kylie Bunbury, Aunjanue Ellis, Vera Farmiga, Felicity Huffman, John Leguizamo, Niecy Nash","United States","May 31, 2019",2019,"TV-MA","1 Season","Crime TV Shows, TV Dramas","five teens from harlem become trapped in a nightmare when they're falsely accused of a brutal attack in central park. based on the true story."
"7586","s7586","Movie","When Two Worlds Collide","Heidi Brandenburg, Mathew Orzel","","Peru, United States, United Kingdom","November 30, 2016",2016,"TV-14","103 min","Documentaries, International Movies","this documentary takes a hard look at how indigenous peoples clashed violently with the peruvian government over land and economics in the amazon."
"7587","s7587","Movie","When We First Met","Ari Sandel","Adam DeVine, Alexandra Daddario, Shelley Hennig, Robbie Amell, Andrew Bachelor","United States","February 9, 2018",2018,"TV-14","97 min","Comedies, Romantic Movies","using a magical photo booth that sends him back in time, noah relives the night he met avery over and over, trying to persuade her to fall for him."
"7588","s7588","Movie","Where the Money Is","Marek Kanievska","Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak, Bruce MacVittie, Irma St. Paule, Michel Perron, Dorothy Gordon, Rita Tuckett","Germany, United States, United Kingdom, Canada","January 15, 2020",2000,"PG-13","89 min","Action & Adventure, Comedies, Dramas","paul newman proves he's still got prodigious acting chops, playing an aging bank robber who may have one last job in him. faking a stroke, the incarcerated newman is transferred to a nursing home and the care of a skeptical nurse."
"7589","s7589","Movie","Where's the Money","Scott Zabielski","Andrew Bachelor, Kat Graham, Mike Epps, Terry Crews, Method Man, Logan Paul, Allen Maldonado, Josh Brener, Devon Werkheiser, Retta","United States","January 22, 2018",2017,"R","86 min","Comedies","hunting for a stash of stolen money, a sharp-witted slacker from south central los angeles infiltrates an all-white college fraternity."
"7590","s7590","Movie","While We're Young","Noah Baumbach","Ben Stiller, Naomi Watts, Adam Driver, Amanda Seyfried, Charles Grodin, Adam Horovitz, Dree Hemingway, Brady Corbet, Maria Dizzia, Matthew Maher, Peter Yarrow, Dean Wareham","United States","October 23, 2017",2015,"R","97 min","Comedies, Dramas, Independent Movies","a documentary filmmaker struggling with a creative block meets a vibrant young hipster couple who, initially, bring new energy into his life and work."
"7591","s7591","Movie","Whindersson Nunes: Adult","Diego Pignataro","Whindersson Nunes","Brazil","August 15, 2019",2019,"TV-MA","69 min","Stand-Up Comedy","brazilian youtube sensation whindersson nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs."
"7592","s7592","Movie","Whipped","Chandra Liow","Andovi da Lopez, Jovial da Lopez, Chandra Liow, Tommy Limmm, Susan Sameh, Widika Sidmore, Kezia Aletheia, Karina Salim","Indonesia","September 18, 2020",2020,"TV-14","98 min","Comedies, International Movies, Romantic Movies","four buddies attend a class taught by a love guru who leads them to question their romantic attachments — until her hidden agenda comes to light."
"7593","s7593","Movie","Whisky","Pablo Stoll, Juan Pablo Rebella","Andrés Pazos, Mirella Pascual, Jorge Bolani, José Pedro Bujaruz, Verónica Perrotta","Uruguay, Argentina, Germany, Spain","January 22, 2020",2004,"TV-MA","98 min","Comedies, Dramas, International Movies","to impress family, a factory owner pretends to be married to one of his employees, and soon, the ""couple"" finds their lives radically altered."
"7594","s7594","Movie","Whispers","Maroun Baghdadi","Nadia Tueni, Ziad Rahbani","Lebanon, Canada, France","October 19, 2020",1980,"TV-14","93 min","Documentaries, International Movies","with her home devastated by war, a lebanese poet takes a cross-country road trip, looking for glimmers of hope through nostalgic memories and verse."
"7595","s7595","Movie","White Chamber","Paul Raschid","Shauna MacDonald, Oded Fehr, Amrita Acharia, Sharon Maughan, Nicholas Farrell, Candis Nergaard, Marcus Griffiths, Adrianna Edwards, Sumit Chakravarti, Lisa Reynolds","United Kingdom","August 1, 2019",2018,"TV-MA","89 min","Sci-Fi & Fantasy, Thrillers","when a civil war ravages the uk, a scientist awakens in a futuristic cell and is tortured by her captor for information she claims she doesn't possess."
"7596","s7596","Movie","White Christmas","Michael Curtiz","Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen, Dean Jagger, Mary Wickes, John Brascia, Anne Whitfield, George Chakiris","United States","November 15, 2020",1954,"TV-G","120 min","Children & Family Movies, Classic Movies, Comedies","two war buddies fall for two sisters and follow the girls to a resort owned by their former commanding officer, who is in danger of losing the place."
"7597","s7597","Movie","White Fang","Alexandre Espigares","Nick Offerman, Rashida Jones, Paul Giamatti, Eddie Spears, David Boat, Sean Kenin, Raquel Antonia, Daniel Hagen, Stephen Kramer Glickman, William Calvert, Jason Grasl, Armando Riesco","France, Luxembourg, United States","July 6, 2018",2018,"TV-PG","88 min","Children & Family Movies, Dramas","a loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters."
"7598","s7598","Movie","White Girl","Elizabeth Wood","Morgan Saylor, Brian 'Sene' Marc, Justin Bartha, Chris Noth, Adrian Martinez, India Menuez, Anthony Ramos, Ralph Rodriguez, Annabelle Dexter-Jones","United States","December 2, 2016",2016,"TV-MA","90 min","Dramas, Independent Movies","a college girl romping through new york city in search of cocaine and other highs finds something real to grasp, only to see it potentially slip away."
"7599","s7599","TV Show","White Gold","","Ed Westwick, James Buckley, Joe Thomas, Lauren O'Rourke, Linzey Cocker, Nigel Lindsay, Lloyd Hutchinson, Lee Ross","United Kingdom","May 17, 2019",2019,"TV-MA","2 Seasons","British TV Shows, International TV Shows, TV Comedies","in 1980s essex, cocky salesman vincent swan and his unscrupulous team will do anything to get the sale – including throwing honesty out the window."
"7600","s7600","Movie","White Island","Benjamin Turner","Lyndon Ogbourne, Billy Zane, Billy Boyd, Joel Dommett, Elliot Gleave, Gala Gordon, Darren Day, Owain Arthur, Craig Gazey, Ben Cura","United Kingdom","September 25, 2017",2016,"TV-MA","91 min","Comedies, Independent Movies, Thrillers","returning to ibiza after several years walking the straight and narrow in london, connor falls back in with a criminal crowd. it's like he never left."
"7601","s7601","TV Show","White Lines","","Laura Haddock, Nuno Lopes, Marta Milans, Laurence Fox, Daniel Mays, Angela Griffin, Juan Diego Botto, Pedro Casablanc, Belén López, Barry Ward, Tom Rhys Harries","United Kingdom, Spain","May 15, 2020",2020,"TV-MA","1 Season","British TV Shows, Crime TV Shows, International TV Shows","zoe walker leaves her quiet life behind to investigate her brother's disappearance in ibiza, where she quickly heads down a decadent and dangerous path."
"7602","s7602","TV Show","White Nights","","Yo-Won Lee, Goo Jin, U-ie, Hae-in Jung, Gook-hwan Jeon, Han-yong Jeong","South Korea","February 14, 2017",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas","a coldhearted heiress, a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power."
"7603","s7603","TV Show","White Rabbit Project","","Tory Belleci, Kari Byron, Grant Imahara","United States","December 9, 2016",2016,"TV-14","1 Season","Docuseries, International TV Shows, Reality TV","kari byron, tory belleci and grant imahara rank history's greatest inventions, heists and more in this series from the producers of ""mythbusters."""
"7604","s7604","Movie","Whitney Cummings: Can I Touch It?","Marcus Raboy","Whitney Cummings","","July 30, 2019",2019,"TV-MA","59 min","Stand-Up Comedy","in her fourth stand-up special, whitney cummings returns to her hometown of washington, d.c., and riffs on modern feminism, technology and more."
"7605","s7605","Movie","Whitney Cummings: Money Shot","John Fortenberry","Whitney Cummings","United States","January 1, 2019",2010,"TV-MA","48 min","Stand-Up Comedy","comedy central roast veteran whitney cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics."
"7606","s7606","TV Show","Who Killed Little Gregory?","","","France","November 20, 2019",2019,"TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows","when their 4-year-old son is murdered, a young couple fights a twisting and arduous battle trying to identify a frustratingly elusive killer."
"7607","s7607","TV Show","Who Killed Malcolm X?","","","United States","February 7, 2020",2020,"TV-MA","1 Season","Crime TV Shows, Docuseries","decades after the assassination of african american leader malcolm x, an activist embarks on a complex mission seeking truth in the name of justice."
"7608","s7608","Movie","Who the F**k Is That Guy?","Drew Stone","Michael Alago","United States","September 1, 2017",2017,"TV-MA","78 min","Documentaries, LGBTQ Movies, Music & Musicals","take a ride through the life of record exec michael alago, a gay puerto rican new yorker who signed a slew of musical acts, including metallica."
"7609","s7609","Movie","Who Would You Take to a Deserted Island?","Jota Linares","María Pedraza, Jaime Lorente, Pol Monen, Andrea Ros","Spain","April 13, 2019",2019,"TV-MA","94 min","Dramas, International Movies","on their last night together, four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration."
"7610","s7610","Movie","Who's That Knocking at My Door?","Martin Scorsese","Zina Bethune, Harvey Keitel, Anne Collette, Lennard Kuras, Michael Scala, Harry Northup, Susan Wood, Marissa Mathes, Catherine Scorsese","United States","July 1, 2019",1967,"R","90 min","Classic Movies, Dramas, Independent Movies","a woman's revelation that she was once raped sends her boyfriend, a reformed street thug, into an emotional and spiritual tailspin."
"7611","s7611","TV Show","Who's the One","","Tien Hsin, Weber Yang, Pink Yang, Johnny Lu, Amanda Chou, Xiu Qin","Taiwan","January 1, 2017",2011,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","a doctor performs plastic surgery on a fat man who's been jilted, and continues his transformation by turning him into a handsome, desirable man."
"7612","s7612","Movie","Whose Streets?","Sabaah Folayan, Damon Davis","","United States","November 16, 2020",2017,"R","102 min","Documentaries","powered by activists and leaders, this documentary follows the rise of the black lives matter movement following the 2014 killing of michael brown."
"7613","s7613","TV Show","Whose Vote Counts, Explained","","","United States","September 28, 2020",2020,"TV-PG","1 Season","Docuseries","the right to vote is at the foundation of america's democracy. but not every vote is created equal. how does the system work, and can it be fixed?"
"7614","s7614","Movie","Why Are We Getting So Fat?","Milla Harrison-Hansley, Alicky Sussman","Giles Yeo","United Kingdom","February 1, 2019",2016,"TV-14","50 min","Documentaries","a cambridge geneticist dispels misconceptions about living with obesity and explores why the epidemic continues to expand across the uk and america."
"7615","s7615","Movie","Why Knot","Dhruv Dhawan","","Canada, India, Thailand, United States, United Arab Emirates","October 15, 2017",2016,"TV-MA","84 min","Documentaries","pressured by his traditional family to marry, a filmmaker explores the idea of monogamy and the possibility of lifelong union without sexual fidelity."
"7616","s7616","Movie","Why Me?","Tudor Giurgiu","Emilian Oprea, Mihai Constantin, Andreea Vasile, Dan Condurache, Liviu Pintileasa, Mihai Smarandache, Alin Florea, Lucretia Mandric","Romania, Bulgaria, Hungary","December 1, 2019",2015,"TV-MA","126 min","Dramas, International Movies, Thrillers","a young prosecutor is assigned a career-making case involving a colleague but soon starts to question the motivations behind the charges."
"7617","s7617","Movie","Why We Fight: The Battle of Russia","Frank Capra, Anatole Litvak","","United States","March 31, 2017",1943,"TV-PG","82 min","Documentaries","this installment of frank capra's acclaimed documentary series highlights the need for a russo-american alliance to defeat the nazis."
"7618","s7618","TV Show","Wild Alaska","","Dougray Scott","United Kingdom","March 31, 2017",2015,"TV-PG","1 Season","British TV Shows, Docuseries, Science & Nature TV","the natural bounty of alaska sustains its diverse species through extreme weather conditions in three seasons, each with its rewards and challenges."
"7619","s7619","TV Show","Wild Arabia","","Alexander Siddig","United Kingdom","March 31, 2017",2013,"TV-PG","1 Season","British TV Shows, Docuseries, Science & Nature TV","the widely varied geology and dramatic landscapes in the continental crossroads of arabia harbors a rich history and an abundance of wildlife."
"7620","s7620","Movie","Wild Child","Nick Moore","Emma Roberts, Kimberley Nixon, Juno Temple, Linzey Cocker, Sophie Wu, Alex Pettyfer, Georgia King, Natasha Richardson, Aidan Quinn, Lexi Ainsworth","United States, United Kingdom, France","November 1, 2019",2008,"PG-13","98 min","Comedies, Romantic Movies","when a spoiled girl pushes her father too far with her spending and outlandish behavior, he ships the malibu princess off to a strict boarding school."
"7621","s7621","TV Show","Wild District","","Juan Pablo Raba, Cristina Umaña, Camila Sodi, Christian Tappán, Juan Fernando Sánchez, Juan Sebastián Calero, Paula Castaño, Nicolás Quiroga, Alina Lozano, Carolina Acevedo, Julio César Pachón, Roberto Cano","Colombia","November 8, 2019",2019,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","after surrendering to bogot� police, an ex-guerrilla avoids prison by working undercover to investigate a ruthless enforcer of government corruption."
"7622","s7622","Movie","Wild Oats","Andy Tennant","Shirley MacLaine, Jessica Lange, Billy Connolly, Santiago Segura, Howard Hesseman, Matt Walsh, Jay Hayden, Rebecca Da Costa, Demi Moore","Germany, United States","May 13, 2017",2016,"PG-13","86 min","Comedies","when insurance accidentally pays her millions, retired teacher eva and her pal maddie head to the canary islands for the adventure of their lives."
"7623","s7623","TV Show","Wild Wild Country","","","United States","March 16, 2018",2018,"TV-MA","1 Season","Crime TV Shows, Docuseries","when a controversial cult leader builds a utopian city in the oregon desert, conflict with the locals escalates into a national scandal."
"7624","s7624","Movie","Wild Wild West","Barry Sonnenfeld","Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek, M. Emmet Walsh, Ted Levine, Frederique Van Der Wal, Musetta Vander, Sofia Eng, Bai Ling","United States","January 1, 2020",1999,"PG-13","106 min","Action & Adventure, Comedies, Sci-Fi & Fantasy","armed with an ingenious arsenal, two top-notch government agents are tasked with tracking down a diabolical scientist in this futuristic western."
"7625","s7625","Movie","Wildlife","Paul Dano","Carey Mulligan, Ed Oxenbould, Bill Camp, Jake Gyllenhaal, Mollie Milligan, Darryl Cox","United States","September 1, 2020",2018,"PG-13","105 min","Dramas, Independent Movies","a teen’s life in 1960 montana grows complicated when his father is fired, his mother returns to work, and the strain on the family begins to show."
"7626","s7626","Movie","Wildling","Fritz Böhm","Bel Powley, Brad Dourif, Liv Tyler, Collin Kelly-Sordelet, James Le Gros","United States","April 1, 2020",2018,"R","93 min","Horror Movies, Independent Movies, Sci-Fi & Fantasy","confined to an attic for years by a man claiming to be her protector, teenage anna is liberated and begins learning the rest of her terrifying story."
"7627","s7627","Movie","Williams","Morgan Matthews","","United Kingdom","November 4, 2017",2017,"TV-MA","105 min","Documentaries, International Movies, Sports Movies","this inspiring documentary charts the birth of sir frank williams's renowned racing empire – and the near-fatal crash that nearly stalled its future."
"7628","s7628","Movie","Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure","Zsolt Pálfi","Csongor Szalay, Anna Kubik, Sári Vida, András Faragó, Róbert Bolla","Hungary","March 27, 2020",2019,"TV-Y","72 min","Children & Family Movies","as winter approaches the lake, a common threat rattles the verdies and grimps as willy whistle looks to seize his chance to become a guardian."
"7629","s7629","Movie","Willy Wonka & the Chocolate Factory","Mel Stuart","Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear, Julie Dawn Cole, Leonard Stone, Denise Nickerson, Dodo Denney, Paris Themmen, Ursula Reit","United States, East Germany, West Germany","January 1, 2020",1971,"G","100 min","Children & Family Movies, Classic Movies, Comedies","zany willy wonka causes a stir when he announces that golden tickets hidden inside his candy bars will admit holders into his secret confectionary."
"7630","s7630","Movie","Win It All","Joe Swanberg","Jake Johnson, Aislinn Derbez, Joe Lo Truglio, Keegan-Michael Key, Nicky Excitement","United States","April 7, 2017",2017,"TV-MA","89 min","Comedies, Independent Movies, Romantic Movies","after losing $50,000 that wasn't his, gambling addict eddie starts to rebuild his life. but an unwelcome surprise pushes him toward his old ways."
"7631","s7631","TV Show","Win the Wilderness","","","United Kingdom","April 22, 2020",2020,"TV-14","1 Season","British TV Shows, International TV Shows, Reality TV","six couples compete to prove they've got the survival skills to win the deed to an extraordinary home deep in the vast, rugged wilderness of alaska."
"7632","s7632","Movie","Winchester","Michael Spierig, Peter Spierig","Helen Mirren, Jason Clarke, Sarah Snook, Angus Sampson, Finn Scicluna-O'Prey, Laura Brent, Tyler Coppin, Eamon Farren, Bruce Spence","Australia, United States","July 1, 2020",2018,"PG-13","100 min","Horror Movies, Sci-Fi & Fantasy","the heiress to a vast firearms fortune constructs a mansion with a maze-like interior to ward off the spirits of those killed by her family's product."
"7633","s7633","Movie","Wine Country","Amy Poehler","Amy Poehler, Maya Rudolph, Ana Gasteyer, Rachel Dratch, Paula Pell, Emily Spivey, Tina Fey, Jason Schwartzman","United States","May 10, 2019",2019,"R","104 min","Comedies","when longtime friends meet up for a wine-soaked birthday getaway in napa valley, their perfectly planned weekend turns messier by the minute."
"7634","s7634","Movie","Winnie","Pascale Lamche","","France, Netherlands, South Africa, Finland","February 26, 2018",2017,"TV-14","85 min","Documentaries, International Movies","winnie mandela speaks about her extraordinary and controversial career, from her early life to her marriage to her ongoing efforts to end apartheid."
"7635","s7635","TV Show","Winsanity","","Donald Faison","United States","December 15, 2018",2016,"TV-G","1 Season","Reality TV","actor donald faison hosts this game show in which contestants must arrange numerical-based trivia tidbits from largest to smallest for various prizes."
"7636","s7636","Movie","Winter of Our Dreams","John Duigan","Judy Davis, Bryan Brown, Cathy Downes, Baz Luhrmann, Peter Mochrie, Mervyn Drake, Margie McCrae","Australia","November 1, 2016",1981,"NR","86 min","Classic Movies, Dramas","after the death of a long-ago lover, married philanderer rob tracks down her friend, a drug-addicted prostitute desperate to escape her dead-end life."
"7637","s7637","Movie","Winter on Fire: Ukraine's Fight for Freedom","Evgeny Afineevsky","","United Kingdom, Ukraine, United States","October 9, 2015",2015,"TV-MA","99 min","Documentaries, International Movies","over 93 days in ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement."
"7638","s7638","TV Show","Winter Sun","","Şükrü Özyıldız, Aslı Enver, Şenay Gürler, Başak Parlak, Mahir Günşiray, Hakan Boyav, Hakan Gerçek, Berrak Kuş, Gamze Süner Atay, Mehmet Esen","Turkey","August 1, 2017",2014,"TV-MA","1 Season","International TV Shows, TV Dramas, TV Thrillers","years after ruthless businessmen kill his father and order the death of his twin brother, a modest fisherman adopts a new persona to exact revenge."
"7639","s7639","Movie","Winter's Bone","Debra Granik","Jennifer Lawrence, John Hawkes, Kevin Breznahan, Dale Dickey, Garret Dillahunt, Sheryl Lee, Lauren Sweetser, Tate Taylor","United States","March 1, 2019",2010,"R","100 min","Dramas, Independent Movies","in this unflinching noir drama, a resilient teen goes on the trail of her missing, drug-dealing father when his absence threatens the family's safety."
"7640","s7640","TV Show","Winx Club","","Liza Jacqueline, Helena Evangeliou, Lisa Ortiz, Kerry Williams, Gregory Abbey, Dan Green, Michael Sinterniklaas, Suzy Myers, Christina Rodriguez, Dani Schaffel, Sebastian Arcelus, Rachael Lillis","Italy","April 15, 2020",2015,"TV-Y7","1 Season","Kids' TV","in this animated fantasy, a girl named bloom befriends a band of fairies, then follows them into the secretive and dangerous ""magical dimension."""
"7641","s7641","Movie","Wira","Adrian Teh","Hairul Azreen, Fify Azmi, Ismi Melinda, Hilal Azman, Dain Said, Yayan Ruhian, Henley Hii, Josiah Hogan","Malaysia","June 15, 2020",2019,"TV-14","108 min","Action & Adventure, Dramas, International Movies","after a long stint in the army, an ex-lieutenant returns home and enters an underground mma match to take on a local mobster and protect his family."
"7642","s7642","Movie","Wish I Was Here","Zach Braff","Zach Braff, Kate Hudson, Donald Faison, Joey King, Josh Gad, Jim Parsons, Pierce Gagnon, Mandy Patinkin, Ashley Greene, Michael Weston","United States","August 16, 2018",2014,"R","106 min","Comedies, Dramas, Independent Movies","with his acting career moribund, aidan bloom steers a new tack in life, taking over his children's education when private school becomes too costly."
"7643","s7643","Movie","Wish Man","Theo Davies","Andrew Steel, Kirby Bliss Blanton, Tom Sizemore, Danny Trejo, Frank Whaley, Robert Pine, Fay Masterson, Steven Michael Quezada, Bruce Davison, Dale Dickey, Kenny Roberts, Colin Edwards, Casey Stoner, Freddie Spencer","United States","December 3, 2019",2019,"TV-14","108 min","Children & Family Movies, Dramas","after surviving a life-threatening accident, a troubled cop finds new purpose when he bonds with a terminally ill little boy. based on a true story."
"7644","s7644","Movie","Wish Upon a Unicorn","Steve Bencich","Ryan Kiera Armstrong, Summer Fontana, Kevin J. O'Connor, Tait Blum, Jon Gries, Branscombe Richmond, Rick Overton, Jonathan Lajoie, Chloe Webb","","September 15, 2020",2020,"PG","93 min","Children & Family Movies","sisters mia and emma move to their grandmother’s farm far from the city and save a magical unicorn from local cowboys seeking its powers for themselves."
"7645","s7645","Movie","Wish You","Sung Do-jun","Kang In-soo, Lee Sang, Soo-bin","","January 15, 2021",2021,"TV-PG","102 min","Dramas, International Movies, LGBTQ Movies","singing and dreaming together, a talented singer-songwriter and a same-aged keyboardist add harmony and love to each other’s lives."
"7646","s7646","TV Show","Witches: A Century of Murder","","Suzannah Lipscomb","United Kingdom","September 1, 2016",2015,"TV-14","1 Season","British TV Shows, Crime TV Shows, Docuseries","historian suzannah lipscomb investigates the witch hunts that plagued britain in the 17th century, examining common myths about their origin."
