Country,Country Code,Rwanda,Year,Number of Records,Proportion of seats held by women in national parliaments (%),Proportion of seats held by women in national parliaments (%) (copy),Random Noise,World %,Year Jittered,Year Jittered (copy)
Suriname,SUR,No,2013,1,12%,11.8%,0.810425382,,2012.837668176,2013.189524733
Sweden,SWE,No,2013,1,45%,45.0%,0.441011712,,2012.976117360,2013.145406150
Switzerland,CHE,No,2013,1,31%,31.0%,0.489001507,,2012.795778220,2013.143315877
Syria,SYR,No,2013,1,12%,12.0%,0.180788993,,2013.150725155,2013.171104331
Tajikistan,TJK,No,2013,1,19%,19.0%,0.269038157,,2013.017246683,2013.127637669
Tanzania,TZA,No,2013,1,36%,36.0%,0.981129968,,2013.004025468,2013.121138479
Thailand,THA,No,2013,1,16%,15.8%,0.176936961,,2013.332224724,2013.185658709
Togo,TGO,No,2013,1,15%,15.4%,0.463900257,,2012.748562771,2013.071751628
Tonga,TON,No,2013,1,4%,3.6%,0.574209398,,2013.104095113,2013.094437837
Trinidad and Tobago,TTO,No,2013,1,29%,28.6%,0.941821271,,2013.239394780,2013.164382269
Tunisia,TUN,No,2013,1,27%,26.7%,0.821165508,,2013.035060568,2013.201781942
Turkey,TUR,No,2013,1,14%,14.4%,0.180098067,,2012.815920476,2013.056663788
Turkmenistan,TKM,No,2013,1,17%,16.8%,0.987522241,,2013.059091286,2013.025097311
Tuvalu,TUV,No,2013,1,7%,6.7%,0.231026815,,2012.779398464,2013.233169737
Uganda,UGA,No,2013,1,35%,35.0%,0.233047690,,2012.976655327,2013.180483542
Ukraine,UKR,No,2013,1,9%,9.4%,0.097200582,,2012.670275088,2013.019570445
United Arab Emirates,ARE,No,2013,1,18%,17.5%,0.494367066,,2013.119090532,2013.243071307
United Kingdom,GBR,No,2013,1,22%,22.5%,0.449382261,,2012.740610095,2013.064226685
United States,USA,No,2013,1,18%,17.8%,0.992246297,,2012.777178436,2013.201717797
Upper middle income,UMC,No,2013,1,22%,22.0%,0.959136283,,2012.886678368,2013.020600726
Uruguay,URY,No,2013,1,12%,12.1%,0.199734080,,2012.850599820,2013.182320001
Uzbekistan,UZB,No,2013,1,22%,22.0%,0.195386868,,2013.071690186,2013.062330969
Vanuatu,VUT,No,2013,1,0%,0.0%,0.913541891,,2013.091120305,2013.184448878
Venezuela,VEN,No,2013,1,17%,17.0%,0.268560301,,2013.242951135,2013.183068441
Vietnam,VNM,No,2013,1,24%,24.4%,0.203331744,,2013.068073189,2013.234455980
World,WLD,No,2013,1,22%,21.8%,0.129711211,21.8%,2013,2013.267108048
Yemen,YEM,No,2013,1,0%,0.3%,0.346608800,,2012.980131404,2013.144467703
Zambia,ZMB,No,2013,1,11%,11.5%,0.290059247,,2012.802706701,2013.101546658
Zimbabwe,ZWE,No,2013,1,31%,31.5%,0.893328728,,2013.252503870,2013.154104291
Early-demographic dividend,EAR,No,2014,1,21%,21.1%,0.691311451,,2014.032455583,2014.186748759
East Asia & Pacific,EAS,No,2014,1,19%,18.6%,0.735915129,,2013.872613107,2014.318656354
East Asia & Pacific (IDA & IBRD countries),TEA,No,2014,1,19%,19.3%,0.856948277,,2013.838017765,2014.304624660
East Asia & Pacific (excluding high income),EAP,No,2014,1,19%,19.1%,0.688419490,,2014.072191766,2014.331789164
Ecuador,ECU,No,2014,1,42%,41.6%,0.326488036,,2014.274946003,2014.000679304
El Salvador,SLV,No,2014,1,27%,27.4%,0.458678879,,2014.1392075,2014.004226774
Equatorial Guinea,GNQ,No,2014,1,24%,24.0%,0.442121529,,2014.250123938,2014.291943094
Eritrea,ERI,No,2014,1,22%,22.0%,0.207027963,,2014.219795955,2014.323233992
Estonia,EST,No,2014,1,19%,19.0%,0.147063080,,2013.915689177,2014.142025785
Eswatini,SWZ,No,2014,1,6%,6.2%,0.939352764,,2014.132655695,2014.278689284
Ethiopia,ETH,No,2014,1,28%,27.8%,0.553077748,,2014.254419228,2014.077108729
Euro area,EMU,No,2014,1,30%,30.1%,0.361675810,,2014.235398691,2014.290383871
Europe & Central Asia,ECS,No,2014,1,25%,25.3%,0.300083350,,2013.749712948,2014.244688767
Europe & Central Asia (IDA & IBRD countries),TEC,No,2014,1,19%,18.9%,0.615067328,,2013.961724741,2014.217821702
Europe & Central Asia (excluding high income),ECA,No,2014,1,19%,18.6%,0.564913935,,2014.060529215,2014.172765094
European Union,EUU,No,2014,1,28%,28.2%,0.428059446,,2014.196776964,2014.306259997
Finland,FIN,No,2014,1,43%,42.5%,0.507973048,,2013.746499954,2014.092700728
France,FRA,No,2014,1,26%,26.2%,0.561254805,,2014.189387855,2014.170294547
Gabon,GAB,No,2014,1,15%,15.0%,0.383813796,,2013.732397152,2014.224727252
Gambia,GMB,No,2014,1,9%,9.4%,0.666849507,,2013.728669432,2014.295488801
Georgia,GEO,No,2014,1,12%,12.0%,0.220850442,,2014.303284006,2014.270741572
Germany,DEU,No,2014,1,36%,36.5%,0.786349619,,2014.213217345,2014.182153745
Ghana,GHA,No,2014,1,11%,10.9%,0.695314566,,2013.852234363,2014.137140175
Greece,GRC,No,2014,1,21%,21.0%,0.855598373,,2013.995872575,2014.131709611
Grenada,GRD,No,2014,1,33%,33.3%,0.702215533,,2013.726783837,2014.001949842
Guatemala,GTM,No,2014,1,13%,13.3%,0.982032531,,2013.856715988,2014.312047427
Guinea-Bissau,GNB,No,2014,1,14%,13.7%,0.577422048,,2014.099339056,2014.163973567
Guyana,GUY,No,2014,1,31%,31.3%,0.583602858,,2014.100635653,2014.100333718
Haiti,HTI,No,2014,1,4%,4.2%,0.067144083,,2014.065591952,2014.079750363
Heavily indebted poor countries (HIPC),HPC,No,2014,1,22%,22.2%,0.310221808,,2013.692805536,2014.099908070
High income,HIC,No,2014,1,25%,25.2%,0.476024226,,2014.199888092,2014.049070905
Honduras,HND,No,2014,1,26%,25.8%,0.379220132,,2013.887393476,2014.127681186
Hungary,HUN,No,2014,1,10%,10.1%,0.783198204,,2014.105214237,2014.286675494
IBRD only,IBD,No,2014,1,21%,21.0%,0.989269462,,2014.140799273,2014.139094043
IDA & IBRD total,IBT,No,2014,1,20%,20.4%,0.164897293,,2013.951596858,2014.104491641
IDA only,IDX,No,2014,1,20%,19.7%,0.041188293,,2013.778153438,2014.318484224
IDA total,IDA,No,2014,1,20%,19.6%,0.944595142,,2013.696665154,2014.215759209
Iceland,ISL,No,2014,1,40%,39.7%,0.695824368,,2014.277876556,2014.140247617
India,IND,No,2014,1,11%,11.4%,0.066275041,,2014.207011094,2014.172751269
Indonesia,IDN,No,2014,1,17%,16.9%,0.548161403,,2013.772098667,2014.191331558
Iran,IRN,No,2014,1,3%,3.1%,0.334053367,,2014.323367404,2014.036989190
Iraq,IRQ,No,2014,1,25%,25.3%,0.584016390,,2013.774933626,2014.227850235
Ireland,IRL,No,2014,1,16%,15.7%,0.332819689,,2014.286355760,2014.118571731
Israel,ISR,No,2014,1,23%,22.5%,0.313426020,,2014.309457561,2014.274711610
Italy,ITA,No,2014,1,31%,31.4%,0.037077540,,2013.763688914,2014.135662964
Jamaica,JAM,No,2014,1,13%,12.7%,0.946673704,,2014.077105537,2014.034174350
Japan,JPN,No,2014,1,8%,8.1%,0.235794065,,2014.103073273,2014.189475686
Jordan,JOR,No,2014,1,12%,12.0%,0.904357879,,2013.699981343,2014.180185232
Kazakhstan,KAZ,No,2014,1,25%,25.2%,0.697220328,,2014.147802665,2014.076389424
Kenya,KEN,No,2014,1,19%,19.1%,0.267556036,,2014.175369272,2014.313926044
Kiribati,KIR,No,2014,1,9%,8.7%,0.384416171,,2014.277641966,2014.050738876
Kuwait,KWT,No,2014,1,2%,1.5%,0.881992902,,2014.044987307,2014.017248949
Kyrgyz Republic,KGZ,No,2014,1,23%,23.3%,0.411944392,,2013.678914861,2014.180661886
Lao PDR,LAO,No,2014,1,25%,25.0%,0.847587024,,2013.946519567,2014.205583664
Late-demographic dividend,LTE,No,2014,1,19%,19.1%,0.661896262,,2013.889732033,2014.172564232
Latin America & Caribbean,LCN,No,2014,1,27%,27.5%,0.906080134,,2013.805896606,2014.103556042
Latin America & Caribbean (excluding high income),LAC,No,2014,1,29%,28.7%,0.453357415,,2013.668660723,2014.308985057
Latin America & the Caribbean (IDA & IBRD countries),TLA,No,2014,1,24%,24.0%,0.802095524,,2014.326477933,2014.147198582
Latvia,LVA,No,2014,1,18%,18.0%,0.259485449,,2013.893952105,2014.169952476
Least developed countries: UN classification,LDC,No,2014,1,21%,21.1%,0.361213442,,2014.262668532,2014.317911047
Lebanon,LBN,No,2014,1,3%,3.1%,0.257525242,,2014.050780693,2014.266534362
Lesotho,LSO,No,2014,1,27%,26.7%,0.599210648,,2014.313649590,2014.118911471
Liberia,LBR,No,2014,1,11%,11.0%,0.550913154,,2014.299487855,2014.122667233
Liechtenstein,LIE,No,2014,1,20%,20.0%,0.333873853,,2014.024662730,2014.060824507
Lithuania,LTU,No,2014,1,24%,24.1%,0.514188908,,2014.230882003,2014.242326078
Low & middle income,LMY,No,2014,1,21%,21.0%,0.773022060,,2014.259247999,2014.297553310
Low income,LIC,No,2014,1,19%,19.2%,0.038901998,,2013.980217594,2014.082675796
Lower middle income,LMC,No,2014,1,21%,20.7%,0.046022152,,2013.910824910,2014.222321159
Luxembourg,LUX,No,2014,1,28%,28.3%,0.731308814,,2013.888547963,2014.077169943
Madagascar,MDG,No,2014,1,21%,20.5%,0.928635450,,2014.050051574,2014.037141495
Malawi,MWI,No,2014,1,17%,16.7%,0.057573511,,2014.158344068,2014.225147705
Malaysia,MYS,No,2014,1,10%,10.4%,0.042744793,,2013.858297938,2014.263117309
Maldives,MDV,No,2014,1,6%,5.9%,0.420596903,,2013.751167495,2014.103919212
Mali,MLI,No,2014,1,10%,9.5%,0.189627618,,2013.804440466,2014.183331919
Malta,MLT,No,2014,1,14%,14.3%,0.144261957,,2014.037519939,2014.115318007
Marshall Islands,MHL,No,2014,1,3%,3.0%,0.415139203,,2013.862597425,2014.254676698
Mauritius,MUS,No,2014,1,19%,18.8%,0.701275751,,2014.216389494,2014.252094258
Mexico,MEX,No,2014,1,37%,37.4%,0.110708668,,2013.795861671,2014.192621781
Micronesia,FSM,No,2014,1,0%,0.0%,0.463370507,,2014.317383961,2014.136083091
Middle East & North Africa,MEA,No,2014,1,16%,16.1%,0.200164075,,2014.283154442,2014.040543830
Middle East & North Africa (IDA & IBRD countries),TMN,No,2014,1,17%,16.8%,0.124358387,,2013.694960988,2014.050928001
Middle East & North Africa (excluding high income),MNA,No,2014,1,17%,16.8%,0.682165360,,2013.762294874,2014.130903050
Middle income,MIC,No,2014,1,22%,21.5%,0.385062311,,2014.028357362,2014.00916883
Moldova,MDA,No,2014,1,18%,17.8%,0.700613265,,2013.785130161,2014.079781218
Monaco,MCO,No,2014,1,21%,20.8%,0.672874840,,2014.164450432,2014.109130706
Mongolia,MNG,No,2014,1,15%,14.9%,0.419123880,,2014.210148238,2014.204820387
Morocco,MAR,No,2014,1,17%,17.0%,0.210759807,,2013.890723801,2014.014892496
Nauru,NRU,No,2014,1,5%,5.3%,0.704107479,,2013.791927381,2014.259311986
Nepal,NPL,No,2014,1,29%,29.5%,0.602291964,,2014.164471826,2014.230893647
Netherlands,NLD,No,2014,1,39%,38.7%,0.811070515,,2013.892221364,2014.134172018
New Zealand,NZL,No,2014,1,30%,29.8%,0.687200664,,2013.813313094,2014.117164718
Nicaragua,NIC,No,2014,1,42%,42.4%,0.786917909,,2013.944415832,2014.045495074
Niger,NER,No,2014,1,13%,13.3%,0.568689923,,2013.857873105,2014.268352563
Nigeria,NGA,No,2014,1,7%,6.7%,0.114367612,,2013.767966839,2014.291633879
North America,NAC,No,2014,1,22%,21.7%,0.001850357,,2014.311193089,2014.256643309
North Korea,PRK,No,2014,1,16%,16.3%,0.431433693,,2013.718082963,2014.229836100
North Macedonia,MKD,No,2014,1,33%,33.3%,0.356241196,,2013.771863968,2014.289532437
Norway,NOR,No,2014,1,40%,39.6%,0.110857876,,2014.127220528,2014.097223257
OECD members,OED,No,2014,1,27%,26.8%,0.150220209,,2013.881566066,2014.222369360
Other small states,OSS,No,2014,1,17%,17.4%,0.026544568,,2013.973375802,2014.167772948
Pakistan,PAK,No,2014,1,21%,20.7%,0.943370024,,2013.801685532,2014.031522239
Palau,PLW,No,2014,1,0%,0.0%,0.132302858,,2013.710576026,2014.117134913
Panama,PAN,No,2014,1,19%,19.3%,0.244896920,,2013.742485272,2014.311934031
Papua New Guinea,PNG,No,2014,1,3%,2.7%,0.267139151,,2013.818894277,2014.150931973
Paraguay,PRY,No,2014,1,15%,15.0%,0.231855542,,2014.037873761,2014.266317326
Peru,PER,No,2014,1,22%,22.3%,0.439576760,,2013.845617704,2014.088703190
Philippines,PHL,No,2014,1,27%,27.3%,0.416106234,,2013.876451580,2014.282079057
Poland,POL,No,2014,1,24%,24.3%,0.228075888,,2014.099728966,2014.178599977
Portugal,PRT,No,2014,1,31%,31.3%,0.351979212,,2014.071300953,2014.173042333
Post-demographic dividend,PST,No,2014,1,28%,28.1%,0.668635148,,2013.853343571,2014.031274221
Pre-demographic dividend,PRE,No,2014,1,21%,20.9%,0.096018398,,2013.720170843,2014.020437565
Romania,ROU,No,2014,1,14%,13.5%,0.938815781,,2013.842168616,2014.194012721
Russian Federation,RUS,No,2014,1,14%,13.6%,0.825429721,,2013.863989712,2014.307281352
Rwanda,RWA,Yes,2014,1,64%,63.8%,0.942004858,,2013.807628059,2014.008270878
Samoa,WSM,No,2014,1,6%,6.1%,0.120731650,,2013.749664794,2014.293205978
San Marino,SMR,No,2014,1,18%,18.3%,0.439042055,,2014.020424391,2014.311329351
Sao Tome and Principe,STP,No,2014,1,18%,18.2%,0.695695813,,2014.278536740,2014.151725643
Senegal,SEN,No,2014,1,43%,43.3%,0.876104969,,2013.701931434,2014.167166514
Seychelles,SYC,No,2014,1,44%,43.8%,0.090218488,,2013.970071560,2014.262327258
Sierra Leone,SLE,No,2014,1,12%,12.1%,0.450173386,,2014.026741160,2014.140592842
Singapore,SGP,No,2014,1,25%,25.3%,0.683855901,,2014.169959907,2014.062134123
Slovak Republic,SVK,No,2014,1,19%,18.7%,0.299473054,,2013.806633482,2014.095046840
Slovenia,SVN,No,2014,1,36%,35.6%,0.846621102,,2013.878063064,2014.225824508
Small states,SST,No,2014,1,15%,15.5%,0.074777159,,2013.815106627,2014.028829054
Solomon Islands,SLB,No,2014,1,2%,2.0%,0.473009471,,2014.184104265,2014.111891298
South Africa,ZAF,No,2014,1,42%,41.5%,0.670473774,,2014.176743233,2014.322371174
South Asia,SAS,No,2014,1,19%,19.2%,0.021839733,,2013.994962070,2014.196073539
South Asia (IDA & IBRD),TSA,No,2014,1,19%,19.2%,0.655167601,,2013.695299980,2014.106243379
South Korea,KOR,No,2014,1,16%,16.3%,0.859020126,,2013.878981705,2014.111372642
Spain,ESP,No,2014,1,40%,39.7%,0.860929738,,2014.279514268,2014.324790247
Sri Lanka,LKA,No,2014,1,6%,5.8%,0.073323772,,2014.066903210,2014.098463864
St. Kitts and Nevis,KNA,No,2014,1,7%,6.7%,0.837396935,,2014.123896208,2014.092371734
St. Lucia,LCA,No,2014,1,17%,16.7%,0.855947633,,2013.773662342,2014.199886578
St. Vincent and the Grenadines,VCT,No,2014,1,13%,13.0%,0.232556860,,2013.807335631,2014.096534248
Sub-Saharan Africa,SSF,No,2014,1,22%,22.2%,0.540600037,,2014.053542214,2014.060809066
Sub-Saharan Africa (IDA & IBRD countries),TSS,No,2014,1,22%,22.2%,0.793895753,,2013.721891712,2014.204073760
Sub-Saharan Africa (excluding high income),SSA,No,2014,1,22%,22.1%,0.969355457,,2014.229602842,2014.139987025
Sudan,SDN,No,2014,1,24%,24.3%,0.297863896,,2014.279194631,2014.141265090
Suriname,SUR,No,2014,1,12%,11.8%,0.904561063,,2014.256849023,2014.048921044
Sweden,SWE,No,2014,1,45%,44.7%,0.706336778,,2014.282173278,2014.158717793
Switzerland,CHE,No,2014,1,31%,31.0%,0.509459405,,2013.813644714,2014.104279269
Syria,SYR,No,2014,1,12%,12.0%,0.058559641,,2014.289784926,2014.211191517
Tajikistan,TJK,No,2014,1,17%,16.9%,0.815401116,,2013.851588148,2014.313840807
Tanzania,TZA,No,2014,1,36%,36.0%,0.971201406,,2014.295165895,2014.183144451
Thailand,THA,No,2014,1,6%,6.1%,0.469911802,,2014.258007899,2014.192081951
Togo,TGO,No,2014,1,18%,17.6%,0.417197632,,2014.070400988,2014.179342094
Tonga,TON,No,2014,1,0%,0.0%,0.465878534,,2013.709215809,2014.308723510
Trinidad and Tobago,TTO,No,2014,1,29%,28.6%,0.734621473,,2013.736097148,2014.110181662
Tunisia,TUN,No,2014,1,31%,31.3%,0.378840249,,2014.083017305,2014.022192365
Turkey,TUR,No,2014,1,14%,14.4%,0.204399408,,2013.676316705,2014.281015868
Turkmenistan,TKM,No,2014,1,26%,26.4%,0.813637896,,2014.182902778,2014.194722339
Tuvalu,TUV,No,2014,1,7%,6.7%,0.464824741,,2013.810994626,2014.043799311
Uganda,UGA,No,2014,1,35%,35.0%,0.619602645,,2013.853371812,2014.256896209
Ukraine,UKR,No,2014,1,12%,11.7%,0.180562972,,2014.169647779,2014.115715071
United Arab Emirates,ARE,No,2014,1,18%,17.5%,0.229545413,,2014.279565314,2014.097218100
United Kingdom,GBR,No,2014,1,23%,22.6%,0.137518101,,2014.045655083,2014.032410522
United States,USA,No,2014,1,19%,19.3%,0.668639222,,2014.061206582,2014.216530819
Upper middle income,UMC,No,2014,1,22%,22.1%,0.557898588,,2013.956502224,2014.166780665
Uruguay,URY,No,2014,1,13%,13.1%,0.195923439,,2013.815653818,2014.318379177
Uzbekistan,UZB,No,2014,1,22%,22.0%,0.025074226,,2014.236440700,2014.303290986
Vanuatu,VUT,No,2014,1,0%,0.0%,0.461728553,,2013.963207227,2014.133549465
Venezuela,VEN,No,2014,1,17%,17.0%,0.912220177,,2013.923580339,2014.123678544
Vietnam,VNM,No,2014,1,24%,24.3%,0.699851167,,2014.221867693,2014.259386452
World,WLD,No,2014,1,22%,22.2%,0.425630316,22.2%,2014,2014.032869689
Yemen,YEM,No,2014,1,0%,0.3%,0.916822727,,2013.695845040,2014.221484995
Zambia,ZMB,No,2014,1,11%,10.8%,0.914794971,,2013.684424458,2014.152102079
Zimbabwe,ZWE,No,2014,1,31%,31.5%,0.611375531,,2013.801513938,2014.009306472
Early-demographic dividend,EAR,No,2015,1,22%,22.2%,0.597004082,,2015.131758015,2015.301614288
East Asia & Pacific,EAS,No,2015,1,19%,19.3%,0.974694219,,2014.734489826,2015.269797047
East Asia & Pacific (IDA & IBRD countries),TEA,No,2015,1,20%,20.1%,0.042426941,,2015.146559729,2015.285766647
East Asia & Pacific (excluding high income),EAP,No,2015,1,20%,19.8%,0.464306955,,2014.902754814,2015.329707233
Ecuador,ECU,No,2015,1,42%,41.6%,0.607598447,,2015.194142489,2015.204823124
El Salvador,SLV,No,2015,1,32%,32.1%,0.231379646,,2014.671807343,2015.276657378
Equatorial Guinea,GNQ,No,2015,1,24%,24.0%,0.435604256,,2015.138486064,2015.044998343
Eritrea,ERI,No,2015,1,22%,22.0%,0.367798495,,2015.258986894,2015.019771893
Estonia,EST,No,2015,1,24%,23.8%,0.128549086,,2015.299536065,2015.075844556
Eswatini,SWZ,No,2015,1,6%,6.2%,0.352602745,,2015.292026797,2015.006433275
Ethiopia,ETH,No,2015,1,39%,38.8%,0.170722330,,2015.015254014,2015.190192075
Euro area,EMU,No,2015,1,30%,30.2%,0.339223940,,2014.683910483,2015.179676797
Europe & Central Asia,ECS,No,2015,1,26%,25.7%,0.005848957,,2014.853231149,2015.294686938
Europe & Central Asia (IDA & IBRD countries),TEC,No,2015,1,19%,18.9%,0.601809627,,2015.293607007,2015.261307172
Europe & Central Asia (excluding high income),ECA,No,2015,1,19%,18.5%,0.508831724,,2015.057022852,2015.036516275
European Union,EUU,No,2015,1,28%,28.3%,0.486232977,,2014.767570805,2015.174733816
Finland,FIN,No,2015,1,42%,41.5%,0.448160984,,2014.823543485,2015.171114873
France,FRA,No,2015,1,26%,26.2%,0.566589914,,2014.684303205,2015.108753582
Gabon,GAB,No,2015,1,14%,14.2%,0.547373151,,2015.122117400,2015.025953629
Gambia,GMB,No,2015,1,9%,9.4%,0.986569732,,2014.737369712,2015.012800966
Georgia,GEO,No,2015,1,11%,11.3%,0.477536822,,2015.236074154,2015.004247708
Germany,DEU,No,2015,1,36%,36.5%,0.687846522,,2014.764246642,2015.210095686
Ghana,GHA,No,2015,1,11%,10.9%,0.067177470,,2015.001494202,2015.152907678
Greece,GRC,No,2015,1,20%,19.7%,0.633701489,,2015.103982916,2015.288566812
Grenada,GRD,No,2015,1,33%,33.3%,0.010160963,,2014.789484182,2015.148908686
Guatemala,GTM,No,2015,1,14%,13.9%,0.892396437,,2014.782681207,2015.306067301
Guinea-Bissau,GNB,No,2015,1,14%,13.7%,0.033367266,,2014.818022508,2015.042008079
Guyana,GUY,No,2015,1,30%,30.4%,0.498607017,,2015.328157252,2015.302798901
Haiti,HTI,No,2015,1,4%,4.2%,0.248061833,,2015.090988563,2015.155600959
Heavily indebted poor countries (HIPC),HPC,No,2015,1,24%,23.8%,0.230212817,,2014.689593885,2015.214248749
High income,HIC,No,2015,1,26%,25.8%,0.881082398,,2015.232683963,2015.070907640
Honduras,HND,No,2015,1,26%,25.8%,0.759111943,,2015.045854035,2015.132257628
Hungary,HUN,No,2015,1,10%,10.1%,0.766449734,,2014.691024559,2015.226513621
IBRD only,IBD,No,2015,1,21%,21.3%,0.869811672,,2014.848699028,2015.153315358
IDA & IBRD total,IBT,No,2015,1,21%,21.1%,0.016850648,,2014.871308925,2015.130655872
IDA only,IDX,No,2015,1,21%,21.4%,0.540001066,,2015.068584481,2015.270388967
IDA total,IDA,No,2015,1,21%,20.9%,0.323030601,,2015.085802364,2015.050613414
Iceland,ISL,No,2015,1,41%,41.3%,0.823410849,,2014.997560608,2015.326712149
India,IND,No,2015,1,12%,12.0%,0.206396880,,2015.202240395,2015.078324124
Indonesia,IDN,No,2015,1,17%,17.1%,0.808367076,,2015.120950313,2015.063929096
Iran,IRN,No,2015,1,3%,3.1%,0.067304690,,2015.138140438,2015.279229683
Iraq,IRQ,No,2015,1,27%,26.5%,0.660408050,,2015.039976251,2015.279890593
Ireland,IRL,No,2015,1,16%,16.3%,0.133311911,,2015.155939174,2015.233414999
Israel,ISR,No,2015,1,27%,26.7%,0.070112926,,2015.185937149,2015.153287452
Italy,ITA,No,2015,1,31%,31.0%,0.451581208,,2014.817108022,2015.144099693
Jamaica,JAM,No,2015,1,13%,12.7%,0.822859451,,2015.139181538,2015.206566219
Japan,JPN,No,2015,1,9%,9.5%,0.156747380,,2014.940057711,2015.057752415
Jordan,JOR,No,2015,1,12%,12.0%,0.275841697,,2014.891734707,2015.060927199
Kazakhstan,KAZ,No,2015,1,26%,26.2%,0.167449001,,2015.317579677,2015.180312515
Kenya,KEN,No,2015,1,20%,19.7%,0.674325773,,2015.104126096,2015.196471093
Kiribati,KIR,No,2015,1,9%,8.7%,0.618669185,,2015.112395705,2015.122567058
Kuwait,KWT,No,2015,1,2%,1.5%,0.915533190,,2014.958552395,2015.291811782
Kyrgyz Republic,KGZ,No,2015,1,19%,19.2%,0.870965935,,2014.859686028,2015.221748748
Lao PDR,LAO,No,2015,1,25%,25.0%,0.178462163,,2015.122751521,2015.155964741
Late-demographic dividend,LTE,No,2015,1,19%,19.4%,0.047127597,,2015.016967994,2015.229453348
Latin America & Caribbean,LCN,No,2015,1,28%,27.9%,0.497922418,,2015.326663618,2015.091245301
Latin America & Caribbean (excluding high income),LAC,No,2015,1,29%,29.2%,0.212945995,,2014.904564111,2015.066155476
Latin America & the Caribbean (IDA & IBRD countries),TLA,No,2015,1,24%,24.3%,0.666979145,,2014.883966834,2015.152383330
Latvia,LVA,No,2015,1,18%,18.0%,0.750906862,,2015.038923799,2015.309933086
Least developed countries: UN classification,LDC,No,2015,1,23%,23.0%,0.749574350,,2014.946599769,2015.105021095
Lebanon,LBN,No,2015,1,3%,3.1%,0.661441458,,2014.918422009,2015.161077603
Lesotho,LSO,No,2015,1,25%,25.0%,0.811177040,,2014.688190302,2015.308139437
Liberia,LBR,No,2015,1,11%,11.0%,0.959162204,,2014.718075036,2015.246978030
Liechtenstein,LIE,No,2015,1,20%,20.0%,0.274799387,,2014.985907351,2015.101150704
Lithuania,LTU,No,2015,1,23%,23.4%,0.461687261,,2014.929530681,2015.070610508
Low & middle income,LMY,No,2015,1,22%,21.7%,0.371812436,,2014.955560675,2015.225276145
Low income,LIC,No,2015,1,21%,21.3%,0.352274862,,2015.264359305,2015.101532753
Lower middle income,LMC,No,2015,1,21%,21.0%,0.586305727,,2014.977178261,2015.152735415
Luxembourg,LUX,No,2015,1,28%,28.3%,0.761168938,,2014.903188178,2015.138473374
Madagascar,MDG,No,2015,1,21%,20.5%,0.839170609,,2015.140608914,2015.323179333
Malawi,MWI,No,2015,1,17%,16.7%,0.874077159,,2014.705839907,2015.194265447
Malaysia,MYS,No,2015,1,10%,10.4%,0.146314341,,2015.144994626,2015.019902043
Maldives,MDV,No,2015,1,6%,5.9%,0.697583782,,2015.040612807,2015.216940403
Mali,MLI,No,2015,1,9%,8.8%,0.590176836,,2014.724711380,2015.278610552
Malta,MLT,No,2015,1,13%,12.9%,0.013347619,,2014.898328512,2015.032719416
Marshall Islands,MHL,No,2015,1,9%,9.1%,0.739554962,,2014.758460419,2015.112009187
Mauritius,MUS,No,2015,1,12%,11.6%,0.933271973,,2014.844102766,2015.266663860
Mexico,MEX,No,2015,1,42%,42.4%,0.092463658,,2014.759321717,2015.151362603
Micronesia,FSM,No,2015,1,0%,0.0%,0.864942180,,2014.709764084,2015.019595376
Middle East & North Africa,MEA,No,2015,1,16%,16.4%,0.188830923,,2015.004449766,2015.221116976
Middle East & North Africa (IDA & IBRD countries),TMN,No,2015,1,17%,16.9%,0.726580708,,2015.102608920,2015.291227874
Middle East & North Africa (excluding high income),MNA,No,2015,1,17%,16.9%,0.377008170,,2015.307110282,2015.001857782
Middle income,MIC,No,2015,1,22%,21.8%,0.212270782,,2015.002064503,2015.222580577
Moldova,MDA,No,2015,1,22%,21.8%,0.805602989,,2014.957728490,2015.083742921
Monaco,MCO,No,2015,1,21%,20.8%,0.705415380,,2014.831528224,2015.196527264
Mongolia,MNG,No,2015,1,14%,14.5%,0.131552413,,2014.851501117,2015.022154221
Morocco,MAR,No,2015,1,17%,17.0%,0.179459299,,2015.314595491,2015.114305366
Mozambique,MOZ,No,2015,1,40%,39.6%,0.500119962,,2014.879084452,2015.133837235
Namibia,NAM,No,2015,1,41%,41.3%,0.363571613,,2015.071473293,2015.022393246
Nauru,NRU,No,2015,1,5%,5.3%,0.124993665,,2014.723919544,2015.288639211
Nepal,NPL,No,2015,1,30%,29.5%,0.032270187,,2014.789353545,2015.060903788
Netherlands,NLD,No,2015,1,37%,37.3%,0.872022160,,2014.901783364,2015.090985005
New Zealand,NZL,No,2015,1,31%,31.4%,0.529937288,,2015.074852874,2015.243354724
Nicaragua,NIC,No,2015,1,41%,41.3%,0.396186324,,2014.831860539,2015.246447267
Niger,NER,No,2015,1,13%,13.3%,0.751918231,,2015.101360469,2015.193770080
Nigeria,NGA,No,2015,1,6%,5.6%,0.476845580,,2015.132293631,2015.078656069
North America,NAC,No,2015,1,22%,22.3%,0.182514917,,2015.147290218,2015.033804625
North Korea,PRK,No,2015,1,16%,16.3%,0.525464184,,2015.108220539,2015.038289562
North Macedonia,MKD,No,2015,1,33%,33.3%,0.399006635,,2015.073157887,2015.260623244
Norway,NOR,No,2015,1,40%,39.6%,0.010768108,,2015.301893902,2015.047356198
