Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Iraq,IRQ,64.8388129255728,69.6115243709709,54.5886203042418,58.8059733581884,70.526087290614,57.8018292074138,49.4198118867532
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Ireland,IRL,78.433934069826,68.7214254120095,70.7876806239883,68.1107304397806,70.592285114923,67.8240441275221,66.0980837079079
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Israel,ISR,45.1501778868629,42.0255062906423,39.6661809910593,36.9404163138462,37.3998883695517,34.2321661847283,29.7367504826693
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Italy,ITA,46.5089724549912,47.2743265184278,46.3016406014651,49.0835110487166,50.3446700554715,50.5121079701553,48.715274989575
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Jamaica,JAM,52.4633423351908,44.0906916707287,42.4021710119843,48.1329246843709,51.6947846122656,50.0607407342474,40.4852970723796
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Japan,JPN,30.9749053114196,29.0020519409821,25.4498789851896,28.1582736778235,30.0038147604123,28.1649912058201,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Jordan,JOR,84.9850818331039,73.3614607966358,67.3634531785388,67.6399490071588,65.3590011088584,61.7645198914591,56.7879387855881
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kazakhstan,KAZ,54.5381693176755,41.501518890448,44.9306197527631,46.5031789799748,52.1300338350645,52.3297574870122,49.2647510358435
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kenya,KEN,39.888981466145,34.3692755046084,28.6202575776028,28.4100534124943,26.6921602158606,24.6002515307442,21.7203171781549
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kiribati,KIR,65.107266644262,74.2178465591044,82.992729940639,77.9597148446132,66.0777626711835,73.98,98.2095172413793
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Korea, Rep.",KOR,74.0174839510614,65.7165767574392,60.1034617865811,64.7928462440721,66.0964662384628,63.4937206579186,60.1113749689483
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kuwait,KWT,81.8611841010783,74.2663931216333,70.4607852806021,73.3906736543343,78.0142765033269,71.9965730974098,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kyrgyz Republic,KGZ,102.154544091002,82.5225041778032,81.7983955911349,81.2547446188393,86.1916148944008,78.6268111147605,73.0224544728945
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Lao PDR,LAO,52.251737758927,64.8208012008324,60.8451668415597,62.5404692708296,65.2954186280132,66.1956013780279,58.9981450820903
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Latvia,LVA,104.307884100619,99.1385579095451,95.2790871296777,102.552275351939,104.208798846445,101.786894851776,102.879598380691
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Lebanon,LBN,55.3220816660483,45.9497141821908,45.4993540895533,45.0446226836332,44.0783072684056,47.0652639396002,46.0620264577664
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Lesotho,LSO,124.24964888858,123.995671135155,129.686853442396,134.122664226541,135.473389258589,130.123531176936,152.777691075596
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Liberia,LBR,77.6399491094148,62.008183821215,48.2331887049526,44.0426059708625,50.8578431372549,45.4972077839242,38.6101694915254
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Libya,LBY,96.7850391595034,99.924102506707,69.1411266282581,77.6623043989238,82.907717954321,81.1558166628505,83.1285558853824
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Lithuania,LTU,137.385065458269,129.279229859471,121.776683632376,130.474379763877,130.062120483695,126.116539546576,117.928461773796
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Luxembourg,LUX,69.2168425282626,70.0119135791258,62.0647212146348,60.3482360405792,57.2572665701462,57.2534228441854,47.2442242510554
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Macao SAR, China",MAC,22.7728774548705,26.5023012401127,22.5817325362037,21.5174315868493,22.9139952825645,23.1226520832678,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,North Macedonia,MKD,107.995701541418,108.854485342264,108.122650661152,118.396868821853,125.876042251926,132.779832514735,125.092221324374
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Madagascar,MDG,43.3044612851691,42.7712604979622,44.0557819786921,49.4675550333599,52.6721220853601,46.773121396424,37.9792942510433
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Malawi,MWI,68.5867717810996,53.2227652073086,59.4878724413284,39.0437816213563,36.9196129580149,35.4794907942585,28.6828577114439
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Malaysia,MYS,130.975397395076,124.744319658175,118.977792088332,129.593002784811,129.645240913201,121.528830222316,125.936969954832
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Maldives,MDV,62.0444104358951,51.9777927692527,54.3717093610698,56.3273360665181,62.2479474225036,57.5841337512098,52.7268703850614
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mali,MLI,46.5369220630011,49.7300053164233,49.0302019594762,46.7404236889872,48.6559958614436,49.9484552600437,53.7779022401102
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Malta,MLT,83.6638962727209,77.9249971032969,82.1565669689151,66.9752681906893,67.0110482899456,66.2407284682903,53.8730989278693
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Marshall Islands,MHL,104.862777996166,87.0443703237452,66.001392480506,60.9744371707674,52.3491925813974,51.365100629661,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mauritania,MRT,84.5956471479552,82.5704160311177,55.8703351440437,77.6045752511836,72.0750058824318,76.9013172675455,69.8461411506554
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mauritius,MUS,67.9817354058687,63.7343229574548,57.3391992685166,57.2878838190964,56.6001941066709,55.6657548807436,55.2039943956903
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mexico,MEX,61.4659423374377,67.058086980369,71.5323771084501,72.620807084258,75.8587887904873,73.1395347385946,75.3526893001973
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Micronesia, Fed. Sts.",FSM,60.450175274187,63.1931698294322,70.7266364337884,62.4545227438099,60.9555390298316,59.7950402464732,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Moldova,MDA,80.5133904788729,76.8731041382829,75.1411091099933,75.038056888022,73.8954412067084,72.037904835706,66.3167103657503
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Monaco,MCO,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mongolia,MNG,90.0665500374186,72.0619011806955,73.9626016065774,92.230226730576,98.3082355989312,98.2158724230567,97.9666130521887
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Montenegro,MNE,61.166417287608,58.9930912800396,60.4747494570347,62.4712712524578,63.2312838734318,60.8731369441409,59.0342449190428
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Morocco,MAR,63.7738042590255,59.7293087909307,61.9988166544779,63.6034508416859,67.4424592160496,66.7216230965018,62.895036638446
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mozambique,MOZ,74.3279379349943,73.6444286616536,71.4920039580263,79.2036709426176,80.5341819587651,79.1095770171782,71.7188359442608
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Myanmar,MMR,46.8006443368384,46.9616591902265,44.8108582991988,49.344158591996,52.4893392961949,46.0007823023746,45.6070521736928
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Namibia,NAM,105.625738077122,103.783093480838,100.326481450645,91.3288881201901,103.274122436874,101.601397143755,94.1688695525087
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Nauru,NRU,129.951578947368,117.539597315436,68.9397818181818,61.1392291810048,45.1535,46.5220810647308,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Nepal,NPL,37.3004931121982,30.2658426207425,39.2715765838725,38.2685254800375,40.765262021355,38.9280104693715,34.1591348895291
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Netherlands,NLD,141.639334552777,141.460418422378,136.740837792096,147.474913882845,150.197392366242,148.202714381295,139.35123936493
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,New Caledonia,NCL,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,New Zealand,NZL,41.7955085781788,39.8220933950811,36.9607929257761,37.7867953700651,39.3288793561575,39.1531567133542,35.8110311122319
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Nicaragua,NIC,101.612448906139,93.2764261864156,79.8504682310308,93.4142184856099,94.931303909856,97.2071007768641,94.3075100819475
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Niger,NER,33.4623830508955,31.6243389774803,26.5282298794007,28.2227839056393,27.1114873605534,26.7432078302722,23.2266826114569
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Nigeria,NGA,29.5238659485926,19.4978137896363,17.0107497606437,20.1574748241795,26.0716215645658,26.2848985260438,21.0870489018255
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Northern Mariana Islands,MNP,53.3653846153846,52.0879120879121,48.2926829268293,40.3846153846154,45.7757296466974,50.507614213198,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Norway,NOR,46.9767814437065,46.7439801547201,43.5217426669094,45.759479427069,47.6867612341371,46.3904712584153,45.5530165811187
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Oman,OMN,99.1746753661311,89.058419490286,81.2361877423954,84.0667136734112,84.6372251040503,81.5272656505107,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Pakistan,PAK,29.5959800971878,24.4891880969014,24.1237685996381,26.0418673254222,26.5453325496756,26.483536488299,25.7210689392684
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Palau,PLW,72.8266419718144,55.6233613839092,54.5641745863798,57.3212520639146,58.123840866195,65.5847908869933,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Panama,PAN,74.8396479265405,62.5824986411988,55.4848491651369,53.0957659394206,53.1139734137503,49.1256649782371,48.5737115612385
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Papua New Guinea,PNG,55.1211709472026,50.6547481265605,49.433815885653,57.209783604181,58.2467254032703,61.754133941119,47.6696650230934
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Paraguay,PRY,54.0021965119345,51.497633500521,50.5603413363733,52.7090077589903,55.6339355387488,53.2778373277675,53.0984406965914
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Peru,PER,40.7785547004514,38.1122127144219,38.2165451434994,40.4284768361122,41.4827027233928,39.380941852596,38.8620880853234
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Philippines,PHL,43.9705433077961,43.589388897491,46.0855828029019,51.9403158802203,54.3867088707774,49.97063894756,42.7179938058389
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Poland,POL,81.7745123430674,82.7934571253759,85.3358206630902,88.9208178969613,90.6571090815935,89.2617623554358,88.904306852089
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Portugal,PRT,61.9439773212844,61.1904154557385,59.7839826164047,63.8070247851091,64.9976826310618,65.3836983530984,60.1170339870021
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Qatar,QAT,78.5745256035604,68.3696243176252,58.8991728097333,60.4559470347916,63.2634408156399,58.072351111291,52.4438873122164
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Romania,ROU,73.7514850368947,73.3807342970144,73.4039585806371,73.8074532253746,73.4734150758331,69.4486121163651,65.4731877862966
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Russian Federation,RUS,39.0767094632418,39.1965839737433,37.0620164288025,37.5636660042333,41.800394256889,39.9685080653646,38.5235492650907
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Rwanda,RWA,38.7437346277188,35.8822182440756,34.3479071336843,35.4583909262442,36.9906265051998,37.360077562855,46.5454206893832
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Samoa,WSM,57.9982095789234,54.5472537591268,50.7895879741747,48.0680482502276,49.7872135560259,51.6280318448757,43.2451323561232
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,San Marino,SMR,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sao Tome and Principe,STP,53.9638419868189,48.4075999886495,44.2842089352899,43.1293683338156,39.7813182388508,37.6674235367449,32.1411184618496
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Saudi Arabia,SAU,68.2576535887376,57.8088642523681,50.1986600516913,51.7515420839856,54.8539128452373,52.3055921181298,43.7417771637099
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Senegal,SEN,47.0014664545072,46.1721954951397,42.635854141785,46.2837617246877,50.5868056298671,52.8700205713988,48.0592751136162
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Serbia,SRB,75.3173352936518,78.8078284125841,83.8456221367297,88.1390508540953,89.0766603563123,90.0631085199619,86.3498569170016
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Seychelles,SYC,125.390183401645,102.069332000511,105.141284844772,121.286717573597,116.01447408507,106.552486673306,131.296183121285
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sierra Leone,SLE,62.2114022057615,48.4032627030668,46.0433906195217,49.952160734914,46.7061538319095,53.254289504001,41.9920328767776
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Singapore,SGP,251.957785264692,210.605606548775,192.562639058506,204.279604699365,208.477257096343,200.335585460876,203.637382206922
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sint Maarten (Dutch part),SXM,91.9746810228802,78.6825902808738,78.1852533156499,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Slovak Republic,SVK,165.803410709787,167.273753176869,169.248307567004,173.334654774381,176.655715727478,170.768106975172,163.195212318235
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Slovenia,SVN,139.974045982263,143.290210123886,141.839965423527,153.757457439952,159.724209119518,164.192466452419,164.329087695364
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Solomon Islands,SLB,71.7313441624366,66.2554876752054,64.6330765720544,72.2489344612493,74.3046238620029,66.933484494312,54.3434283023311
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Somalia,SOM,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,South Africa,ZAF,61.2682236533686,58.4511977898626,56.6566134166541,54.50457909278,56.4616466980543,56.2146296232632,56.2711818163798
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,South Sudan,SSD,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Spain,ESP,49.90459884606,49.7126115299069,48.7715036679978,51.2879716038741,51.8703537251198,50.7192541007516,49.3278526679767
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sri Lanka,LKA,38.7051084841935,36.5763119536179,35.7920245446943,36.9930769989029,38.7962962937668,37.9598430698963,32.3765341694125
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,St. Kitts and Nevis,KNA,35.4584136451249,38.1300852149632,39.5399212862678,36.0100306492059,38.483522764746,37.9052156896112,33.7483826653675
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,St. Lucia,LCA,44.8969383563095,41.48046801521,41.546600960891,39.1177906262961,34.9004646528858,32.0384366310872,39.2752168913134
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,St. Vincent and the Grenadines,VCT,56.2033356575378,50.3044744506222,49.3266250908674,46.9591561938959,49.0570689017626,45.2275523859993,46.0674979644488
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sudan,SDN,21.9677847955887,19.6684622118361,21.5987156581743,29.3976661213867,32.8132999124411,40.3901362835114,49.7073451990238
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Suriname,SUR,78.1398172776686,71.7867884670283,81.1167913662101,91.1008604469565,88.9834685802428,90.7050852841216,98.5314073754541
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Eswatini,SWZ,83.5311002079404,79.3568571788281,81.4723516829419,77.5158058057716,79.3068283285115,85.7411461622322,79.747773077204
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sweden,SWE,56.1642971590866,55.1215433897551,54.3602173138762,56.7697515346895,60.594067008284,60.1462529158506,56.6767872818858
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Switzerland,CHE,79.9220757780565,77.2979169771931,82.3788760996131,80.8309957348517,80.2127542820055,80.9001690197561,81.6443324580701
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tajikistan,TJK,57.8762602207845,52.3124452212532,56.2039284325875,52.7171989142429,54.3978384220481,54.4888233821853,60.3845404070977
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tanzania,TZA,33.2654263021963,32.974803648491,27.7253067401316,23.2780463035932,23.0879694227085,23.6469402405955,21.4437653369866
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Thailand,THA,111.752248760119,103.903987455142,99.0855200287697,100.393779148415,98.9236180357579,88.6571640960606,87.3783184904357
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Timor-Leste,TLS,60.3187399753778,37.3805797100722,34.3509660618514,36.0774247796635,36.2203889505633,36.9191142841837,29.7638660076881
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Togo,TGO,84.1532531066658,80.0551813492884,54.6618213457498,45.1882166075053,44.936864461161,44.1388579246611,35.170010371907
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tonga,TON,54.1058093378713,51.944339895057,59.4473519389391,54.3030679648895,49.6693282463957,50.3561959749249,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Trinidad and Tobago,TTO,93.3485894615992,80.0525379604093,70.065283936394,69.8400805208155,77.0272883766185,58.2506453979433,44.6264663226694
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tunisia,TUN,87.3019372535955,79.4329269847867,79.0262788960271,87.5772938878464,96.1492073410768,93.0918054728255,81.9764200501562
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Turkey,TUR,44.4800927413039,42.1837287785299,40.4092037093509,46.9396686950435,52.4579975559704,51.3742475710728,54.0033808174128
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Turkmenistan,TKM,63.1832253071491,47.4864125012969,33.0610697273941,31.7167889590333,29.250275093041,27.8744235992673,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Turks and Caicos Islands,TCA,48.9852212063205,44.0519282006645,38.0647235900555,36.5818469920234,32.8788387840938,29.6471983397569,35.5836090432119
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tuvalu,TUV,58.9960889722554,104.248626795221,62.9312852264152,66.4709433962264,58.7017543859649,69.8095588235294,96.2019664187514
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Uganda,UGA,25.6710606897783,24.1719543733493,25.1422096548992,27.6374871279008,29.824681034813,31.2481897047399,29.7441676014518
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Ukraine,UKR,81.1447429572472,83.0970039787905,80.9931928965228,82.7825171504771,79.7498226982224,71.8984981182974,66.2987969176715
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United Arab Emirates,ARE,153.56091014582,157.452890360851,157.293029808244,152.294764875127,153.819246815865,156.077898145752,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United Kingdom,GBR,39.3053891003159,37.3656129830234,38.8967949218252,40.6387040217332,40.5522450844229,41.1712745050324,38.3355695893574
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United States,USA,23.0104486395053,20.9332716365543,19.7447322262178,20.2361623730334,20.7560249591193,19.6452286556272,18.3371846431608
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Uruguay,URY,36.0210274761414,32.2425609321478,26.5214671710703,25.4475954058825,25.406479543383,26.0096373023522,26.8829297378047
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Uzbekistan,UZB,33.1665579405007,25.5402094624242,24.8254404356116,37.3800210263415,56.0260745692164,62.1724396933317,57.7068473295885
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Vanuatu,VUT,48.6847528344671,55.550190441518,60.4438830320989,47.3840184640678,45.1500382054361,42.0277379614015,42.5833771924176
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Venezuela, RB",VEN,24.4388354103242,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Vietnam,VNM,160.074410237449,169.567956936396,171.176711035453,191.229447046601,195.976418411059,197.639943376855,201.120789697255
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Yemen, Rep.",YEM,45.8816772572354,19.9881718336423,26.9963380947025,31.1338896662003,40.7514695327065,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Zambia,ZMB,71.4821972667357,68.4290228540579,65.1862347638571,61.8197669460553,70.3148935404742,61.0373241382065,67.9138893481825
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Zimbabwe,ZWE,50.9655562091302,46.5909122444514,42.1973615908655,44.9374317200863,53.5146594068805,53.6603275698855,53.7316562426341
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Africa Eastern and Southern,AFE,53.5679374244239,47.6283952297977,44.3564238842431,44.0204804054373,47.3949829150639,44.9585264819196,42.4094955421569
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Africa Western and Central,AFW,39.9334982693627,31.615115999471,29.9686656977598,32.3351727045515,35.8422691721607,34.4167723415728,29.6481635639469
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Arab World,ARB,77.1965701126144,70.7046308954186,66.1466879605931,70.9043236152865,74.72652517697,71.0166447807327,43.9872634615263
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Caribbean small states,CSS,68.326510336877,57.9099002914346,52.6283710734079,54.3468287817479,58.5147858886722,52.2882294433869,46.5422527462184
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Central Europe and the Baltics,CEB,109.755220272067,110.012890343136,110.296258333923,113.605893013074,113.977720604757,110.89771737268,108.902954864736
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Early-demographic dividend,EAR,45.8791878007403,41.8955549698485,39.1456513928116,40.978260689827,45.0388227157142,42.1738150076647,39.083247570693
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,East Asia & Pacific,EAS,53.650090921022,48.2673639105925,44.8342477388927,47.1570461410647,47.7843081476597,45.4968066143717,48.2593871850766
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,East Asia & Pacific (excluding high income),EAP,47.6611834769548,42.1224796424802,39.2599653822584,40.5475295069986,40.711158872744,38.9505302973412,38.034326744238
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,47.6572278681394,42.1174485243135,39.2547623221143,40.5429820487547,40.7062800160388,38.9461907922109,38.034326744238
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Euro area,EMU,68.4065597753582,68.3537987938574,66.8375924060247,69.8346182645816,71.1839644351132,70.3026000305434,67.1482259818561
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Europe & Central Asia,ECS,62.2424665307258,61.7935445001464,61.579546930791,64.3308031883365,66.1362521241017,65.3029309858453,63.1093825370808
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Europe & Central Asia (excluding high income),ECA,48.1589899806913,47.0087859885908,46.0282286806909,48.8993096282402,53.4395495373188,51.7954141309692,51.1633891859068
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,52.2855051260765,52.0202212159606,51.712323470488,54.6528878407308,59.1362787837764,57.5226492745293,57.4309236898368
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,European Union,EUU,70.3834281661234,70.4256029630179,69.086679908167,72.1610847820109,73.6064263768293,72.708574175739,69.725843264564
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Fragile and conflict affected situations,FCS,39.0114990293099,37.6413418237053,34.688773249573,38.6051104411961,44.6151850729899,40.8156448162116,34.505909337031
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Heavily indebted poor countries (HIPC),HPC,49.515555072574,44.9800091889054,41.6637952288596,42.0600421102883,43.0103091295041,40.4947772385001,37.2059873218553
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,High income,HIC,50.248328323864,46.73195049292,44.940950657995,47.0269756833997,48.3820613123962,46.5339553221046,45.2617586463645
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,IBRD only,IBD,45.3684619698412,42.1353357421146,39.6035876846957,40.8917066045514,43.1770800157947,41.2534504879275,40.318898663225
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,IDA & IBRD total,IBT,45.0313207350127,41.5859641774212,39.1750025412672,40.5626564810706,42.8688645342754,40.9790081436595,39.8436618055623
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,IDA blend,IDB,33.375631374825,25.9759433458769,24.6083418722928,27.0379519844052,30.6851428072636,30.426118394157,26.5409405072276
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,IDA only,IDX,48.0108994009623,43.2392203915934,41.7392287111462,43.4572531385445,44.9785448113732,42.6297377244256,38.7853272057921
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,IDA total,IDA,40.3638475696921,34.4790102420759,33.4542936723037,35.8776904599195,38.4552092435364,37.09530705596,33.4041435515782
