Entity,Code,Year,Annual CO2 emissions (per capita),GDP per capita,145446-annotations,"Total population (Gapminder, HYDE & UN)",Continent
Singapore,SGP,2018,7.9898,68402.3451,,5757503,
Singapore,SGP,2019,7.8743,,,5804343,
Singapore,SGP,2020,7.778,,,5850343,
Singapore,SGP,1870,,1423,,84320,
Singapore,SGP,1900,,2206,,214605,
Singapore,SGP,1901,,2429,,222700,
Singapore,SGP,1902,,2297,,231514,
Singapore,SGP,1903,,1975,,241089,
Singapore,SGP,1904,,1910,,251060,
Singapore,SGP,1905,,2114,,261444,
Singapore,SGP,1906,,2375,,272257,
Singapore,SGP,1907,,2166,,283517,
Singapore,SGP,1908,,2488,,295243,
Singapore,SGP,1909,,2515,,306031,
Singapore,SGP,1910,,2732,,315816,
Singapore,SGP,1911,,2447,,324528,
Singapore,SGP,1912,,2094,,332095,
Singapore,SGP,1913,,1812,,338442,
Singapore,SGP,1914,,2166,,344909,
Singapore,SGP,1915,,2209,,351501,
Singapore,SGP,1916,,1827,,358218,
Singapore,SGP,1917,,2530,,365064,
Singapore,SGP,1918,,1978,,372106,
Singapore,SGP,1919,,2244,,381120,
Singapore,SGP,1920,,1932,,392224,
Singapore,SGP,1921,,2182,,405541,
Singapore,SGP,1922,,2884,,421200,
Singapore,SGP,1923,,2952,,439334,
Singapore,SGP,1924,,2888,,458249,
Singapore,SGP,1925,,3255,,477979,
Singapore,SGP,1926,,2686,,498558,
Singapore,SGP,1927,,1986,,520023,
Singapore,SGP,1928,,2361,,542412,
Singapore,SGP,1929,,3323,,563448,
Singapore,SGP,1930,,3049,,583019,
Singapore,SGP,1931,,2246,,601004,
Singapore,SGP,1932,,1954,,617281,
Singapore,SGP,1933,,2766,,631717,
Singapore,SGP,1934,,3263,,646490,
Singapore,SGP,1935,,3676,,661608,
Singapore,SGP,1936,,3652,,677081,
Singapore,SGP,1937,,3967,,692915,
Singapore,SGP,1938,,3363,,709119,
Singapore,SGP,1939,,3912,,726877,
Singapore,SGP,-1000,,,,1,
Singapore,SGP,0,,,,1,
Singapore,SGP,100,,,,2,
Singapore,SGP,200,,,,3,
Singapore,SGP,300,,,,4,
Singapore,SGP,400,,,,6,
Singapore,SGP,500,,,,10,
Singapore,SGP,600,,,,15,
Singapore,SGP,700,,,,23,
Singapore,SGP,800,,,,34,
Singapore,SGP,900,,,,52,
Singapore,SGP,1000,,,,78,
Singapore,SGP,1100,,,,118,
Singapore,SGP,1200,,,,177,
Singapore,SGP,1300,,,,265,
Singapore,SGP,1400,,,,398,
Singapore,SGP,1500,,,,597,
Singapore,SGP,1600,,,,896,
Singapore,SGP,1700,,,,1345,
Singapore,SGP,1710,,,,1740,
Singapore,SGP,1720,,,,2252,
Singapore,SGP,1730,,,,2915,
Singapore,SGP,1740,,,,3772,
Singapore,SGP,1750,,,,4882,
Singapore,SGP,1760,,,,6318,
Singapore,SGP,1770,,,,8176,
Singapore,SGP,1780,,,,10581,
Singapore,SGP,1790,,,,13693,
Singapore,SGP,1800,,,,30000,
Singapore,SGP,1801,,,,30000,
Singapore,SGP,1802,,,,30000,
Singapore,SGP,1803,,,,30000,
Singapore,SGP,1804,,,,30000,
Singapore,SGP,1805,,,,30000,
Singapore,SGP,1806,,,,30000,
Singapore,SGP,1807,,,,30000,
Singapore,SGP,1808,,,,30000,
Singapore,SGP,1809,,,,30000,
Singapore,SGP,1810,,,,30000,
Singapore,SGP,1811,,,,30000,
Singapore,SGP,1812,,,,30000,
Singapore,SGP,1813,,,,30000,
Singapore,SGP,1814,,,,30000,
Singapore,SGP,1815,,,,30000,
Singapore,SGP,1816,,,,30000,
Singapore,SGP,1817,,,,30000,
Singapore,SGP,1818,,,,30000,
Singapore,SGP,1819,,,,30126,
Singapore,SGP,1820,,,,30381,
Singapore,SGP,1821,,,,30767,
Singapore,SGP,1822,,,,31288,
Singapore,SGP,1823,,,,31946,
Singapore,SGP,1824,,,,32618,
Singapore,SGP,1825,,,,33303,
Singapore,SGP,1826,,,,34003,
Singapore,SGP,1827,,,,34718,
Singapore,SGP,1828,,,,35448,
Singapore,SGP,1829,,,,36193,
Singapore,SGP,1830,,,,36954,
Singapore,SGP,1831,,,,37731,
Singapore,SGP,1832,,,,38524,
Singapore,SGP,1833,,,,39334,
Singapore,SGP,1834,,,,40161,
Singapore,SGP,1835,,,,41006,
Singapore,SGP,1836,,,,41868,
Singapore,SGP,1837,,,,42748,
Singapore,SGP,1838,,,,43646,
Singapore,SGP,1839,,,,44564,
Singapore,SGP,1840,,,,45501,
Singapore,SGP,1841,,,,46458,
Singapore,SGP,1842,,,,47434,
Singapore,SGP,1843,,,,48431,
Singapore,SGP,1844,,,,49450,
Singapore,SGP,1845,,,,50489,
Singapore,SGP,1846,,,,51551,
Singapore,SGP,1847,,,,52634,
Singapore,SGP,1848,,,,53741,
Singapore,SGP,1849,,,,54865,
Singapore,SGP,1850,,,,56006,
Singapore,SGP,1851,,,,57155,
Singapore,SGP,1852,,,,58321,
Singapore,SGP,1853,,,,59505,
Singapore,SGP,1854,,,,60713,
Singapore,SGP,1855,,,,61946,
Singapore,SGP,1856,,,,63204,
Singapore,SGP,1857,,,,64487,
Singapore,SGP,1858,,,,65796,
Singapore,SGP,1859,,,,67132,
Singapore,SGP,1860,,,,68495,
Singapore,SGP,1861,,,,69886,
Singapore,SGP,1862,,,,71304,
Singapore,SGP,1863,,,,72752,
Singapore,SGP,1864,,,,74229,
Singapore,SGP,1865,,,,75736,
Singapore,SGP,1866,,,,77274,
Singapore,SGP,1867,,,,78843,
Singapore,SGP,1868,,,,80444,
Singapore,SGP,1869,,,,82266,
Singapore,SGP,1871,,,,86617,
Singapore,SGP,1872,,,,89167,
Singapore,SGP,1873,,,,91984,
Singapore,SGP,1874,,,,94889,
Singapore,SGP,1875,,,,97886,
Singapore,SGP,1876,,,,100978,
Singapore,SGP,1877,,,,104168,
Singapore,SGP,1878,,,,107458,
Singapore,SGP,1879,,,,110852,
Singapore,SGP,1880,,,,114353,
Singapore,SGP,1881,,,,117965,
Singapore,SGP,1882,,,,121691,
Singapore,SGP,1883,,,,125535,
Singapore,SGP,1884,,,,129500,
Singapore,SGP,1885,,,,133591,
Singapore,SGP,1886,,,,137810,
Singapore,SGP,1887,,,,142163,
Singapore,SGP,1888,,,,146653,
Singapore,SGP,1889,,,,151291,
Singapore,SGP,1890,,,,156080,
Singapore,SGP,1891,,,,161027,
Singapore,SGP,1892,,,,166136,
Singapore,SGP,1893,,,,171412,
Singapore,SGP,1894,,,,176856,
Singapore,SGP,1895,,,,182472,
Singapore,SGP,1896,,,,188267,
Singapore,SGP,1897,,,,194246,
Singapore,SGP,1898,,,,200415,
Singapore,SGP,1899,,,,207189,
Singapore,SGP,1940,,,,746263,
Singapore,SGP,1941,,,,767351,
Singapore,SGP,1942,,,,790222,
Singapore,SGP,1943,,,,814956,
Singapore,SGP,1944,,,,840465,
Singapore,SGP,1945,,,,866772,
Singapore,SGP,1946,,,,893903,
Singapore,SGP,1947,,,,921883,
Singapore,SGP,1948,,,,950738,
Singapore,SGP,1949,,,,984038,
Singapore,SGP,2021,,,,5896684,
Sint Maarten (Dutch part),SXM,1950,473.0282,,,1490,
Sint Maarten (Dutch part),SXM,1951,668.8225,,,1662,
Sint Maarten (Dutch part),SXM,1952,357.1653,,,1797,
Sint Maarten (Dutch part),SXM,1953,388.2985,,,1913,
Sint Maarten (Dutch part),SXM,1954,748.6393,,,2007,
Sint Maarten (Dutch part),SXM,1955,588.4626,,,2112,
Sint Maarten (Dutch part),SXM,1956,727.3208,,,2210,
Sint Maarten (Dutch part),SXM,1957,473.0116,,,2321,
Sint Maarten (Dutch part),SXM,1958,390.928,,,2460,
Sint Maarten (Dutch part),SXM,1959,471.7633,,,2624,
Sint Maarten (Dutch part),SXM,1960,375.7257,,,2833,
Sint Maarten (Dutch part),SXM,1961,361.0266,,,3077,
Sint Maarten (Dutch part),SXM,1962,362.3288,,,3367,
Sint Maarten (Dutch part),SXM,1963,315.5784,,,3703,
Sint Maarten (Dutch part),SXM,1964,279.7179,,,4062,
Sint Maarten (Dutch part),SXM,1965,228.563,,,4460,
Sint Maarten (Dutch part),SXM,1966,194.7371,,,4895,
Sint Maarten (Dutch part),SXM,1967,218.9886,,,5362,
Sint Maarten (Dutch part),SXM,1968,186.4227,,,5857,
Sint Maarten (Dutch part),SXM,1969,224.8941,,,6354,
Sint Maarten (Dutch part),SXM,1970,233.1821,,,6854,
Sint Maarten (Dutch part),SXM,1971,188.6834,,,7372,
Sint Maarten (Dutch part),SXM,1972,170.9008,,,7892,
Sint Maarten (Dutch part),SXM,1973,177.5046,,,8429,
Sint Maarten (Dutch part),SXM,1974,151.0681,,,8977,
Sint Maarten (Dutch part),SXM,1975,102.7723,,,9556,
Sint Maarten (Dutch part),SXM,1976,206.7505,,,10147,
Sint Maarten (Dutch part),SXM,1977,101.5428,,,10791,
Sint Maarten (Dutch part),SXM,1978,81.2805,,,11481,
Sint Maarten (Dutch part),SXM,1979,79.9514,,,12244,
Sint Maarten (Dutch part),SXM,1980,76.9204,,,13097,
Sint Maarten (Dutch part),SXM,1981,68.3943,,,14030,
Sint Maarten (Dutch part),SXM,1982,71.3728,,,15032,
Sint Maarten (Dutch part),SXM,1983,34.0892,,,16175,
Sint Maarten (Dutch part),SXM,1984,78.6036,,,17517,
Sint Maarten (Dutch part),SXM,1985,84.258,,,19127,
Sint Maarten (Dutch part),SXM,1986,14.6923,,,21028,
Sint Maarten (Dutch part),SXM,1987,11.8609,,,23157,
Sint Maarten (Dutch part),SXM,1988,10.6798,,,25334,
Sint Maarten (Dutch part),SXM,1989,18.8797,,,27280,
Sint Maarten (Dutch part),SXM,1990,19.1421,,,28814,
Sint Maarten (Dutch part),SXM,1991,14.7438,,,29852,
Sint Maarten (Dutch part),SXM,1992,11.9054,,,30458,
Sint Maarten (Dutch part),SXM,1993,18.1947,,,30765,
Sint Maarten (Dutch part),SXM,1994,17.3394,,,30950,
Sint Maarten (Dutch part),SXM,1995,17.0409,,,31164,
Sint Maarten (Dutch part),SXM,1996,15.8038,,,31434,
Sint Maarten (Dutch part),SXM,1997,16.3841,,,31731,
Sint Maarten (Dutch part),SXM,1998,0.8955,,,32043,
Sint Maarten (Dutch part),SXM,1999,6.6533,,,32320,
Sint Maarten (Dutch part),SXM,2000,17.5214,,,32564,
Sint Maarten (Dutch part),SXM,2001,17.7232,,,32782,
Sint Maarten (Dutch part),SXM,2002,16.9789,,,32990,
Sint Maarten (Dutch part),SXM,2003,16.8853,,,33195,
Sint Maarten (Dutch part),SXM,2004,17.6379,,,33342,
Sint Maarten (Dutch part),SXM,2005,17.4323,,,33436,
Sint Maarten (Dutch part),SXM,2006,18.1592,,,33452,
Sint Maarten (Dutch part),SXM,2007,20.4712,,,33406,
Sint Maarten (Dutch part),SXM,2008,19.6797,,,33424,
Sint Maarten (Dutch part),SXM,2009,20.0016,,,33650,
Sint Maarten (Dutch part),SXM,2010,13.5693,,,34166,
Sint Maarten (Dutch part),SXM,2011,16.8741,,,35050,
Sint Maarten (Dutch part),SXM,2012,19.2108,,,36238,
Sint Maarten (Dutch part),SXM,2013,19.0122,,,37580,
Sint Maarten (Dutch part),SXM,2014,18.8516,,,38872,
Sint Maarten (Dutch part),SXM,2015,18.8852,,,39967,North America
Sint Maarten (Dutch part),SXM,2016,18.6737,,,40812,
Sint Maarten (Dutch part),SXM,2017,18.1237,,,41444,
Sint Maarten (Dutch part),SXM,2018,17.2121,,,41936,
Sint Maarten (Dutch part),SXM,2019,16.6205,,,42389,
Sint Maarten (Dutch part),SXM,2020,14.539,,,42882,
Sint Maarten (Dutch part),SXM,2021,,,,43421,
Slovakia,SVK,1860,0.0263,,,2477036,
Slovakia,SVK,1861,0.0861,,,2485696,
Slovakia,SVK,1862,0.1458,,,2494386,
Slovakia,SVK,1863,0.2052,,,2503107,
Slovakia,SVK,1864,0.2641,,,2511858,
Slovakia,SVK,1865,0.3226,,,2520640,
Slovakia,SVK,1866,0.3807,,,2529452,
Slovakia,SVK,1867,0.438,,,2538294,
Slovakia,SVK,1868,0.4953,,,2547168,
Slovakia,SVK,1869,0.5522,,,2556072,
Slovakia,SVK,1870,0.6086,,,2565008,
Slovakia,SVK,1871,0.6647,,,2573975,
Slovakia,SVK,1872,0.72,,,2582972,
Slovakia,SVK,1873,0.7753,,,2592002,
Slovakia,SVK,1874,0.8302,,,2601062,
Slovakia,SVK,1875,0.8847,,,2610154,
Slovakia,SVK,1876,1.5239,,,2619278,
Slovakia,SVK,1877,1.5956,,,2628434,
Slovakia,SVK,1878,1.6668,,,2637621,
Slovakia,SVK,1879,1.785,,,2646841,
Slovakia,SVK,1880,1.8845,,,2656093,
Slovakia,SVK,1881,1.9833,,,2665376,
Slovakia,SVK,1882,2.021,,,2674693,
Slovakia,SVK,1883,2.1512,,,2684041,
Slovakia,SVK,1884,2.2142,,,2693422,
Slovakia,SVK,1885,2.3167,,,2702836,
Slovakia,SVK,1886,2.4269,,,2712283,
Slovakia,SVK,1887,2.5403,,,2721762,
Slovakia,SVK,1888,2.7133,,,2731275,
Slovakia,SVK,1889,2.8626,,,2740820,
Slovakia,SVK,1890,3.0507,,,2750399,
Slovakia,SVK,1891,3.1519,,,2760011,
Slovakia,SVK,1892,3.1885,,,2769657,
Slovakia,SVK,1893,3.248,,,2779336,
Slovakia,SVK,1894,3.3179,,,2789049,
Slovakia,SVK,1895,3.4315,,,2798796,
Slovakia,SVK,1896,3.5037,,,2808577,
Slovakia,SVK,1897,3.6952,,,2818392,
Slovakia,SVK,1898,3.7646,,,2828241,
Slovakia,SVK,1899,3.8489,,,2838124,
Slovakia,SVK,1900,3.8076,,,2848041,
Slovakia,SVK,1901,3.9647,,,2857994,
Slovakia,SVK,1902,4.0038,,,2867980,
Slovakia,SVK,1903,4.0648,,,2878002,
Slovakia,SVK,1904,4.0901,,,2888058,
Slovakia,SVK,1905,4.1959,,,2898150,
Slovakia,SVK,1906,4.3664,,,2908276,
Slovakia,SVK,1907,4.573,,,2918438,
Slovakia,SVK,1908,4.6411,,,2928636,
Slovakia,SVK,1909,4.5968,,,2938868,
Slovakia,SVK,1910,4.533,,,2949137,
Slovakia,SVK,1911,4.5744,,,2959441,
Slovakia,SVK,1912,4.8503,,,2969781,
Slovakia,SVK,1913,5.0557,,,2980157,
Slovakia,SVK,1914,4.593,,,2990569,
Slovakia,SVK,1915,4.5669,,,3001017,
Slovakia,SVK,1916,4.8438,,,3011502,
Slovakia,SVK,1917,4.539,,,3022023,
Slovakia,SVK,1918,3.8556,,,3033229,
Slovakia,SVK,1919,3.629,,,3044476,
Slovakia,SVK,1920,3.5859,,,3055765,
Slovakia,SVK,1921,3.431,,,3067096,
Slovakia,SVK,1922,3.0508,,,3078469,
Slovakia,SVK,1923,3.2127,,,3089884,
Slovakia,SVK,1924,3.9287,,,3101341,
Slovakia,SVK,1925,3.6837,,,3112841,
Slovakia,SVK,1926,3.7211,,,3124384,
Slovakia,SVK,1927,3.9786,,,3135969,
Slovakia,SVK,1928,4.1735,,,3147597,
Slovakia,SVK,1929,4.6514,,,3159269,
Slovakia,SVK,1930,4.0709,,,3170984,
Slovakia,SVK,1931,3.794,,,3182742,
Slovakia,SVK,1932,3.2941,,,3194543,
Slovakia,SVK,1933,3.0032,,,3206389,
Slovakia,SVK,1934,2.9882,,,3218278,
Slovakia,SVK,1935,3.0646,,,3230212,
Slovakia,SVK,1936,3.3172,,,3242190,
Slovakia,SVK,1937,4.0022,,,3254212,
Slovakia,SVK,1938,4.5872,,,3266279,
Slovakia,SVK,1939,5.0178,,,3278390,
Slovakia,SVK,1940,5.6357,,,3290547,
Slovakia,SVK,1941,5.6506,,,3302748,
Slovakia,SVK,1942,6.0719,,,3314995,
Slovakia,SVK,1943,6.6791,,,3327287,
Slovakia,SVK,1944,6.3486,,,3339625,
Slovakia,SVK,1945,3.3567,,,3352008,
Slovakia,SVK,1946,4.1518,,,3364437,
Slovakia,SVK,1947,4.6902,,,3376913,
Slovakia,SVK,1948,5.049,,,3389435,
Slovakia,SVK,1949,5.2767,,,3409279,
Slovakia,SVK,1950,5.389,,,3436576,
Slovakia,SVK,1951,5.62,,,3510922,
Slovakia,SVK,1952,5.8807,,,3587655,
Slovakia,SVK,1953,5.9663,,,3664913,
Slovakia,SVK,1954,6.2411,,,3741206,
Slovakia,SVK,1955,6.3502,,,3815396,
Slovakia,SVK,1956,6.6886,,,3886744,
Slovakia,SVK,1957,6.8626,,,3954855,
Slovakia,SVK,1958,7.3769,,,4019642,
Slovakia,SVK,1959,7.2675,,,4081313,
Slovakia,SVK,1960,7.6406,,,4140127,
Slovakia,SVK,1961,8.1833,,,4196169,
Slovakia,SVK,1962,8.6116,,,4249208,
Slovakia,SVK,1963,8.9614,,,4298590,
Slovakia,SVK,1964,9.2293,,,4343459,
Slovakia,SVK,1965,8.9082,,,4383446,
Slovakia,SVK,1966,8.7851,,,4418201,
Slovakia,SVK,1967,8.705,,,4448551,
Slovakia,SVK,1968,9.0522,,,4476829,
Slovakia,SVK,1969,9.549,,,4506152,
Slovakia,SVK,1970,10.8718,,,4538843,
Slovakia,SVK,1971,11.025,,,4575562,
Slovakia,SVK,1972,11.0332,,,4615834,
Slovakia,SVK,1973,10.968,,,4659278,
Slovakia,SVK,1974,10.9726,,,4705102,
Slovakia,SVK,1975,11.3738,,,4752537,
Slovakia,SVK,1976,11.7042,,,4801740,
Slovakia,SVK,1977,11.9383,,,4852494,
Slovakia,SVK,1978,11.9105,,,4903206,
Slovakia,SVK,1979,11.4801,,,4951789,
Slovakia,SVK,1980,11.5105,,,4996730,
Slovakia,SVK,1981,11.2839,,,5037339,
Slovakia,SVK,1982,11.1033,,,5073882,
Slovakia,SVK,1983,11.042,,,5106983,
Slovakia,SVK,1984,11.3625,,,5137690,
Slovakia,SVK,1985,11.1515,11815,,5166787,
Slovakia,SVK,1986,11.1735,12242,,5194302,
Slovakia,SVK,1987,10.9843,12473,,5219967,
Slovakia,SVK,1988,10.7325,12659,,5244036,
Slovakia,SVK,1989,10.1908,12734,,5266805,
Slovakia,SVK,1990,11.6244,12374,,5288455,
Slovakia,SVK,1991,10.0357,10537.4103,,5309229,
Slovakia,SVK,1992,9.1715,9838.6149,,5329029,
Slovakia,SVK,1993,8.6649,10481.1153,,5347212,
Slovakia,SVK,1994,8.1545,11063.9487,,5362894,
Slovakia,SVK,1995,8.2177,11874.398,,5375470,
Slovakia,SVK,1996,8.1789,12622.9096,,5384792,
Slovakia,SVK,1997,8.1933,13335.459,,5391202,
Slovakia,SVK,1998,8.1427,13822.1874,,5395253,
Slovakia,SVK,1999,7.9777,13750.3331,,5397709,
Slovakia,SVK,2000,7.6219,13904.9854,,5399207,
Slovakia,SVK,2001,8.0084,14361.9012,,5399995,
Slovakia,SVK,2002,7.7729,14984.7311,,5400124,
Slovakia,SVK,2003,7.8348,15773.0948,,5399844,
Slovakia,SVK,2004,7.9245,16570.8619,,5399374,
Slovakia,SVK,2005,7.9261,17649.5204,,5398962,
Slovakia,SVK,2006,7.8829,19099.4277,,5398674,
Slovakia,SVK,2007,7.59,21109.9388,,5398693,
Slovakia,SVK,2008,7.6626,22231.9882,,5399362,
Slovakia,SVK,2009,6.9679,20953.0367,,5401149,
Slovakia,SVK,2010,7.1076,21941.2122,,5404293,
Slovakia,SVK,2011,7.0253,22483,,5408932,
Slovakia,SVK,2012,6.6338,22816,,5414894,
Slovakia,SVK,2013,6.5491,23132,,5421721,
Slovakia,SVK,2014,6.1876,23703,,5428798,
Slovakia,SVK,2015,6.3306,24588,,5435614,Europe
Slovakia,SVK,2016,6.405,25364,,5442001,
Slovakia,SVK,2017,6.6137,26096.1478,,5447903,
Slovakia,SVK,2018,6.6073,27075.5344,,5453017,
Slovakia,SVK,2019,6.189,,,5457012,
Slovakia,SVK,2020,5.6286,,,5459643,
Slovakia,SVK,-10000,,,,1679,
Slovakia,SVK,-9000,,,,2799,
Slovakia,SVK,-8000,,,,4665,
Slovakia,SVK,-7000,,,,7775,
Slovakia,SVK,-6000,,,,12959,
Slovakia,SVK,-5000,,,,21599,
Slovakia,SVK,-4000,,,,35998,
Slovakia,SVK,-3000,,,,59997,
Slovakia,SVK,-2000,,,,99996,
Slovakia,SVK,-1000,,,,166660,
Slovakia,SVK,0,,,,277768,
Slovakia,SVK,100,,,,278045,
Slovakia,SVK,200,,,,278324,
Slovakia,SVK,300,,,,278602,
Slovakia,SVK,400,,,,278881,
Slovakia,SVK,500,,,,279161,
Slovakia,SVK,600,,,,279440,
Slovakia,SVK,700,,,,279720,
Slovakia,SVK,800,,,,279999,
Slovakia,SVK,900,,,,315000,
Slovakia,SVK,1000,,,,350000,
Slovakia,SVK,1100,,,,419999,
Slovakia,SVK,1200,,,,559999,
Slovakia,SVK,1300,,,,839999,
Slovakia,SVK,1400,,,,699999,
Slovakia,SVK,1500,,,,839999,
Slovakia,SVK,1600,,,,1260000,
Slovakia,SVK,1700,,,,1141548,
Slovakia,SVK,1710,,,,1188142,
Slovakia,SVK,1720,,,,1236638,
Slovakia,SVK,1730,,,,1287113,
Slovakia,SVK,1740,,,,1339649,
Slovakia,SVK,1750,,,,1394327,
Slovakia,SVK,1760,,,,1451239,
Slovakia,SVK,1770,,,,1510473,
Slovakia,SVK,1780,,,,1572125,
Slovakia,SVK,1790,,,,1636293,
Slovakia,SVK,1800,,,,2140651,
Slovakia,SVK,1801,,,,2140651,
Slovakia,SVK,1802,,,,2140651,
Slovakia,SVK,1803,,,,2140651,
Slovakia,SVK,1804,,,,2140651,
Slovakia,SVK,1805,,,,2140651,
Slovakia,SVK,1806,,,,2140651,
Slovakia,SVK,1807,,,,2140651,
Slovakia,SVK,1808,,,,2140651,
Slovakia,SVK,1809,,,,2140651,
Slovakia,SVK,1810,,,,2140651,
Slovakia,SVK,1811,,,,2140651,
Slovakia,SVK,1812,,,,2140651,
Slovakia,SVK,1813,,,,2140651,
Slovakia,SVK,1814,,,,2140651,
Slovakia,SVK,1815,,,,2140651,
Slovakia,SVK,1816,,,,2140651,
Slovakia,SVK,1817,,,,2140651,
Slovakia,SVK,1818,,,,2140651,
Slovakia,SVK,1819,,,,2142239,
Slovakia,SVK,1820,,,,2145419,
Slovakia,SVK,1821,,,,2150200,
Slovakia,SVK,1822,,,,2156585,
Slovakia,SVK,1823,,,,2164582,
Slovakia,SVK,1824,,,,2172608,
Slovakia,SVK,1825,,,,2180664,
Slovakia,SVK,1826,,,,2188750,
Slovakia,SVK,1827,,,,2196866,
Slovakia,SVK,1828,,,,2205012,
Slovakia,SVK,1829,,,,2213189,
Slovakia,SVK,1830,,,,2221395,
Slovakia,SVK,1831,,,,2229632,
Slovakia,SVK,1832,,,,2237900,
Slovakia,SVK,1833,,,,2246198,
Slovakia,SVK,1834,,,,2254527,
Slovakia,SVK,1835,,,,2262887,
Slovakia,SVK,1836,,,,2271278,
Slovakia,SVK,1837,,,,2279700,
Slovakia,SVK,1838,,,,2288153,
Slovakia,SVK,1839,,,,2296638,
Slovakia,SVK,1840,,,,2305154,
Slovakia,SVK,1841,,,,2313701,
Slovakia,SVK,1842,,,,2322281,
Slovakia,SVK,1843,,,,2330892,
Slovakia,SVK,1844,,,,2339535,
Slovakia,SVK,1845,,,,2348210,
Slovakia,SVK,1846,,,,2356917,
Slovakia,SVK,1847,,,,2365657,
Slovakia,SVK,1848,,,,2374429,
Slovakia,SVK,1849,,,,2383233,
Slovakia,SVK,1850,,,,2392070,
Slovakia,SVK,1851,,,,2400435,
Slovakia,SVK,1852,,,,2408828,
Slovakia,SVK,1853,,,,2417250,
Slovakia,SVK,1854,,,,2425702,
Slovakia,SVK,1855,,,,2434184,
Slovakia,SVK,1856,,,,2442695,
Slovakia,SVK,1857,,,,2451235,
Slovakia,SVK,1858,,,,2459806,
Slovakia,SVK,1859,,,,2468406,
Slovakia,SVK,2021,,,,5460726,
Slovenia,SVN,1885,0.0044,,,832625,
Slovenia,SVN,1890,0.0126,,,870269,
Slovenia,SVN,1891,0.0146,,,877999,
Slovenia,SVN,1892,0.016,,,885798,
Slovenia,SVN,1893,0.0281,,,893667,
Slovenia,SVN,1894,0.0532,,,901605,
Slovenia,SVN,1895,0.0527,,,909614,
Slovenia,SVN,1896,0.0582,,,917694,
Slovenia,SVN,1897,0.0449,,,925846,
Slovenia,SVN,1898,0.0674,,,934070,
Slovenia,SVN,1899,0.078,,,942367,
Slovenia,SVN,1900,0.1047,,,950738,
Slovenia,SVN,1901,0.1133,,,959183,
Slovenia,SVN,1902,0.1052,,,967703,
Slovenia,SVN,1903,0.1131,,,976299,
Slovenia,SVN,1904,0.1196,,,984972,
Slovenia,SVN,1905,0.1286,,,993721,
Slovenia,SVN,1906,0.1525,,,1002548,
Slovenia,SVN,1907,0.1539,,,1011453,
Slovenia,SVN,1908,0.1642,,,1020438,
Slovenia,SVN,1909,0.1672,,,1029502,
Slovenia,SVN,1910,0.1639,,,1038647,
Slovenia,SVN,1911,0.176,,,1047873,
Slovenia,SVN,1912,0.1788,,,1057181,
Slovenia,SVN,1913,0.4866,,,1066572,
Slovenia,SVN,1919,0.3308,,,1124518,
Slovenia,SVN,1920,0.4354,,,1134418,
Slovenia,SVN,1921,0.4595,,,1144405,
Slovenia,SVN,1922,0.6619,,,1154480,
Slovenia,SVN,1923,0.7157,,,1164643,
Slovenia,SVN,1924,0.7273,,,1174897,
Slovenia,SVN,1925,0.7914,,,1185240,
Slovenia,SVN,1926,0.7639,,,1195675,
Slovenia,SVN,1927,0.8556,,,1206201,
Slovenia,SVN,1928,0.9579,,,1216820,
Slovenia,SVN,1929,1.0416,,,1227532,
Slovenia,SVN,1930,0.9717,,,1238339,
Slovenia,SVN,1931,0.8843,,,1249241,
Slovenia,SVN,1932,0.8002,,,1260239,
Slovenia,SVN,1933,0.7337,,,1271334,
Slovenia,SVN,1934,0.757,,,1282527,
Slovenia,SVN,1935,0.785,,,1293818,
Slovenia,SVN,1936,0.7682,,,1305208,
Slovenia,SVN,1937,0.8489,,,1316699,
Slovenia,SVN,1938,0.7961,,,1328290,
Slovenia,SVN,1939,0.8286,,,1339984,
Slovenia,SVN,1940,0.9496,,,1351781,
Slovenia,SVN,1943,0.0335,,,1387798,
Slovenia,SVN,1944,0.0082,,,1400016,
Slovenia,SVN,1945,0.4584,,,1412342,
Slovenia,SVN,1946,0.896,,,1424775,
Slovenia,SVN,1947,1.2334,,,1437319,
Slovenia,SVN,1948,1.3793,,,1449973,
Slovenia,SVN,1949,1.5633,,,1461901,
Slovenia,SVN,1950,1.4909,,,1473093,
Slovenia,SVN,1951,1.4032,,,1481629,
Slovenia,SVN,1952,1.3986,3934,,1491677,
Slovenia,SVN,1953,1.379,4106,,1502835,
Slovenia,SVN,1954,1.6326,4623,,1514790,
Slovenia,SVN,1955,1.8544,5002,,1527207,
Slovenia,SVN,1956,2.104,4889,,1539788,
Slovenia,SVN,1957,2.265,5432,,1552256,
Slovenia,SVN,1958,2.2149,6005,,1564362,
Slovenia,SVN,1959,2.5208,6304,,1575868,
Slovenia,SVN,1960,2.7351,7165,,1586628,
Slovenia,SVN,1961,2.8498,7760,,1596554,
Slovenia,SVN,1962,2.9074,8027,,1605640,
Slovenia,SVN,1963,3.2175,8871,,1614019,
Slovenia,SVN,1964,3.6285,9624,,1621886,
Slovenia,SVN,1965,3.7166,9589,,1629439,
Slovenia,SVN,1966,3.6663,10029,,1636661,
Slovenia,SVN,1967,3.688,10264,,1643695,
Slovenia,SVN,1968,3.9263,10822,,1651090,
Slovenia,SVN,1969,4.0502,11775,,1659562,
Slovenia,SVN,1970,5.264,12803,,1669584,
Slovenia,SVN,1971,5.6294,13657,,1681432,
