LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,88.97245487
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,96.47371269
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,100.0901298
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,98.90541378
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,97.81094932
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,96.89840011
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,95.95714847
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,95.24355125
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,97.48797878
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,98.15925801
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,96.85460979
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,97.30796651
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,95.01057898
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,100.0768982
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,98.88612244
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,97.54315694
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,97.44055814
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,99.51360495
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,98.50508749
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,95.84979683
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,94.09867531
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,93.46640567
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,93.28020787
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,93.15772198
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,92.61225259
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,93.96306081
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,94.44401416
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,94.7988138
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,94.51023525
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,100.1021289
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,98.94692984
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,97.5947607
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,97.47467466
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,99.5199888
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,98.50273177
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,95.8475046
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,94.09635828
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,93.46410421
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,93.277911
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,93.15544649
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,92.60999043
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,94.06116875
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,94.51277342
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,94.99924151
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,95.1758979
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,100.0777845
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,98.87301012
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,97.53309148
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,97.42883643
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,99.51421854
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,98.4985086
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,95.84339527
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,94.09241099
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,93.46018344
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,93.27399804
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,93.1515306
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,92.60609747
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,93.94823735
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,94.42036693
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,94.77460246
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,100.1021289
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,98.94692984
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,97.5947607
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,97.47467466
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,99.5199888
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,98.50273177
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,95.8475046
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,94.09635828
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,93.46410421
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,93.277911
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,93.15544649
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,92.60999043
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,94.06116875
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,94.51277342
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,94.99924151
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,110.6875058
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,108.953484
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,109.2139113
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,104.575067
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,100.8443095
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,101.0702024
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,99.20969941
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,99.79548179
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,100.1833937
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,99.25386702
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,99.48686942
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,98.61023386
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,99.60413445
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,100.0513377
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,100.0843079
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,100.0930899
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,110.6875058
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,108.953484
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,109.2139113
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,104.575067
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,100.8443095
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,101.0702024
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,99.20969941
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,99.79548179
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,100.1833937
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,99.25386702
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,99.48686942
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,98.61023386
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,99.60413445
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,100.0513377
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,100.0843079
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,100.0930899
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,110.7541349
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,108.9709556
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,109.2139113
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,104.575067
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,100.8443095
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,101.0702024
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,99.20969941
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,99.79548179
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,100.1833937
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,99.25386702
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,99.48686942
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,98.61023386
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,99.60413445
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,100.0154384
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,100.0843079
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,100.0930899
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,106.941127
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,108.0561413
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,107.7195922
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,106.0311392
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,102.5455853
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,102.146897
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,102.8868774
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,104.2803374
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,105.1415613
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,109.8992255
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,112.0540789
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,114.0546213
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,115.3335013
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,116.4002755
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,118.8882559
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,106.9552633
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,108.0631846
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,107.7232635
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,106.031139
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,102.5455851
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,102.1351562
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,102.8673409
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,104.2543911
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,105.1116844
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,109.5177277
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,111.6689444
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,113.6667187
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,114.9445236
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,116.0099467
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,118.4930587
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,106.941127
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,108.0561413
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,107.7195922
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,106.0311392
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,102.5455853
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,102.146897
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,102.8868774
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,104.2803374
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,105.1415613
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,108.3318153
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,110.5021622
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,112.5244057
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,113.8255092
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,114.9053588
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,117.4031773
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,103.9818898
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,105.0669816
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,104.7287875
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,103.0736075
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,99.68527633
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,102.1351562
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,102.8673409
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,104.2543911
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,105.1116844
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,109.5177277
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,108.5205925
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,113.6667187
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,114.9445236
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,116.0099467
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,118.4930587
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,89.49061162
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,89.16333753
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,89.28928223
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,95.51775583
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,101.6426577
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,97.91119432
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,100.3470375
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,101.0051924
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,103.355012
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,103.0523306
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,102.2512715
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,101.1668281
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,101.6776927
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,93.28176046
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,92.16178848
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,73.28174195
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,73.01359492
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,73.11658455
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,70.07509282
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,72.40834169
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,97.91119432
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,100.3521237
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,101.01018
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,106.1116171
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,105.8008628
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,102.2803621
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,101.1956102
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,101.6827135
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,92.71405767
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,91.60097475
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,89.49061162
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,89.16333753
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,89.28928223
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,95.51775583
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,101.6426577
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,97.91119432
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,100.3470375
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,101.0051924
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,103.355012
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,103.0523306
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,102.2512715
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,101.1668281
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,101.6776927
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,93.28176046
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,92.16178848
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,73.28174195
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,73.01359492
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,73.11658455
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,70.07509282
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,72.40834169
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,97.91119432
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,100.3521237
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,101.01018
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,106.1116171
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,105.8008628
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,102.2803621
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,101.1956102
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,101.6827135
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,92.71405767
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,91.60097475
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,86.10895268
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,96.91414564
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,96.94357097
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,97.18208885
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,97.3356717
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,98.24885629
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,102.0653757
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,102.6321021
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,101.5446497
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,104.0144824
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,104.6460928
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,113.9637389
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,112.6680908
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,113.0615068
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,113.8976566
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,113.8050521
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,86.93732226
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,97.44927363
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,97.44047157
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,97.63742247
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,97.86716229
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,98.98139849
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,102.5831616
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,101.5713309
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,101.6027027
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,104.116246
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,104.7861245
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,114.2552965
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,113.0303246
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,113.5836887
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,114.4926805
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,114.4593414
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,86.93732226
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,97.44927363
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,97.44047157
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,97.63742247
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,97.86716229
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,98.98139849
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,102.5831616
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,101.5713309
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,101.6027027
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,104.116246
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,104.7861245
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,114.2552965
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,113.0303246
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,113.5836887
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,114.4926805
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,114.4593414
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,94.2695609
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,93.74199581
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,94.7319421
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,97.07233749
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,98.4863293
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,104.1767042
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,104.8737142
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,108.8205186
