featureNam,pcode,featureRef,featureAlt,featureA_1,popPlaceCl,popPlace_1,admin4Name,admin4Pcod,admin3Name,admin3Pcod,admin2Name,admin2Pcod,admin1Name,admin1Pcod,admin0Name,admin0Pcod,date,validOn,validTo,featureA_2,featureA_3,POINT_X,POINT_Y,Latitude,Longitude,,
Doing Doing,BL-0306,Doing Doing,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.80829243500,7.98636691300,"7° 59' 10.921"" N","27° 48' 29.853"" E",,
Rom,BL-0307,Rom,,,6,Village,Rocroc Wau,,Wau Bai,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.01914020000,7.97862070000,"7° 58' 43.035"" N","28° 1' 8.905"" E",,
Said,BL-0308,Said,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.57000000000,7.99000000000,"7° 59' 24.000"" N","27° 34' 12.000"" E",,
Boyar,BL-0309,Boyar,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.14000000000,7.99000000000,"7° 59' 24.000"" N","28° 8' 24.000"" E",,
Gairi,BL-0310,Gairi,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.35985232000,7.99662702300,"7° 59' 47.857"" N","27° 21' 35.468"" E",,
Bazu,BK-0071,Bazu,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.06520023800,7.99731715900,"7° 59' 50.342"" N","26° 3' 54.721"" E",,
Western Bahr Al Ghazal,BK-0072,Western Bahr Al Ghazal,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.00000000000,8.00000000000,"8° 0' 0.000"" N","26° 0' 0.000"" E",,
Adonded,BC-2305,Adonded,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.88570278000,8.00119093000,"8° 0' 4.287"" N","27° 53' 8.530"" E",,
Hasan,BB-0482,Hasan,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.06218341000,8.00657293300,"8° 0' 23.663"" N","26° 3' 43.860"" E",,
Wek,BC-2306,Wek,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.82251230600,8.00963026300,"8° 0' 34.669"" N","27° 49' 21.044"" E",,
Tharkueng,BC-2307,Tharkueng,Thar-kueng,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.99925000000,8.01351000000,"8° 0' 48.636"" N","27° 59' 57.300"" E",,
Sopo,BB-0483,Sopo,,,5,Secondary Town / Small Town,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.05730452900,8.01664486800,"8° 0' 59.922"" N","26° 3' 26.296"" E",,
Kardgok,BC-2308,Kardgok,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.67197839300,8.02934564000,"8° 1' 45.644"" N","27° 40' 19.122"" E",,
Yanguba,BB-0484,Yanguba,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.03722474600,8.03399320300,"8° 2' 2.376"" N","26° 2' 14.009"" E",,
Warayat,BC-2309,Warayat,,,6,Village,Udici,,Udici,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.82016700000,8.03453000000,"8° 2' 4.308"" N","27° 49' 12.601"" E",,
Thur Anguei,BC-2310,Thur Anguei,Thur Anguei,,6,Village,Mabior Abiem,,Wau Bai,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.04517440000,8.02686930000,"8° 1' 36.729"" N","28° 2' 42.628"" E",,
Wunameth,BC-2311,Wunameth,Wunameeth,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.92250923000,8.04481144000,"8° 2' 41.321"" N","27° 55' 21.033"" E",,
Barmago,BC-2312,Barmago,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.97271498000,8.05046679000,"8° 3' 1.680"" N","27° 58' 21.774"" E",,
Gil'bagoba,BC-2313,Gilbagoba,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.30585811600,8.05223959000,"8° 3' 8.063"" N","27° 18' 21.089"" E",,
Nariawatch,BC-2314,Nariawatch,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.93911202000,8.05723761000,"8° 3' 26.055"" N","27° 56' 20.803"" E",,
Auri,BB-0485,Auri,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.66924988200,8.06605077900,"8° 3' 57.783"" N","25° 40' 9.300"" E",,
Yala,BC-2315,Yala,,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.34092056300,8.06725806500,"8° 4' 2.129"" N","27° 20' 27.314"" E",,
Murgan,BC-2316,Murgan,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.85755743500,8.06794547500,"8° 4' 4.604"" N","27° 51' 27.207"" E",,
Malwal,BC-2317,Malwal,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.88771423300,8.07207828300,"8° 4' 19.482"" N","27° 53' 15.771"" E",,
Udici,BC-2318,Udici,,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.72162000000,8.06887000000,"8° 4' 7.932"" N","27° 43' 17.832"" E",,
Ajugo,BC-2319,Ajugo,,,6,Village,Ajugo,,Kangi,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.62203300000,8.07431000000,"8° 4' 27.516"" N","27° 37' 19.319"" E",,
Fadl Makwar,BC-2320,Fadl Makwar,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.78682334400,8.07440017700,"8° 4' 27.841"" N","27° 47' 12.564"" E",,
Yagura,BB-0486,Yagura,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.99287990200,8.08416357900,"8° 5' 2.989"" N","25° 59' 34.368"" E",,
Abu Bain,BC-2321,Abu Bain,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.64152810000,8.09115260700,"8° 5' 28.149"" N","27° 38' 29.501"" E",,
Thiyudo,BC-2322,Thiyudo,,,6,Village,Ajugo,,Kangi,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.55664000000,8.09952000000,"8° 5' 58.272"" N","27° 33' 23.904"" E",,
Shurur,BC-2323,Shurur,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.81111922400,8.10913370600,"8° 6' 32.881"" N","27° 48' 40.029"" E",,
Musa Qenawi,BC-2324,Musa Qenawi,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.52254361200,8.10936290800,"8° 6' 33.706"" N","27° 31' 21.157"" E",,
Sheik Musa,BC-2325,Sheik Musa,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.53000000000,8.11000000000,"8° 6' 36.000"" N","27° 31' 48.000"" E",,
Abu Nadir,BC-2326,Abu Nadir,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.64796238900,8.11375510200,"8° 6' 49.518"" N","27° 38' 52.665"" E",,
Sheikh Badari,BC-2327,Sheikh Badari,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.51593623400,8.12053416200,"8° 7' 13.923"" N","27° 30' 57.370"" E",,
Walau,BC-2328,Walau,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.58291015100,8.12228308700,"8° 7' 20.219"" N","27° 34' 58.477"" E",,
Tiki tiki,BC-2329,Tiki tiki,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.67000000000,8.13000000000,"8° 7' 48.000"" N","27° 40' 12.000"" E",,
Umm Tugulgul,BB-0487,Umm Tugulgul,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.93837188700,8.13044995500,"8° 7' 49.620"" N","25° 56' 18.139"" E",,
Bada,BC-2330,Bada,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.39227558000,8.13181079700,"8° 7' 54.519"" N","27° 23' 32.192"" E",,
Zanga,BB-0488,Zanga,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.58000000000,8.14000000000,"8° 8' 24.000"" N","25° 34' 48.000"" E",,
Tabanziya,BB-0489,Tabanziya,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.93101924700,8.14129336900,"8° 8' 28.656"" N","25° 55' 51.669"" E",,
Tiki Tiki,BC-2331,Tiki Tiki,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.65811590400,8.14493451100,"8° 8' 41.764"" N","27° 39' 29.217"" E",,
Ogwak,BC-2332,Ogwak,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.56713843100,8.14562846600,"8° 8' 44.262"" N","27° 34' 1.698"" E",,
Angobo,BC-2333,Angobo,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.38190634500,8.14855765100,"8° 8' 54.808"" N","27° 22' 54.863"" E",,
Kangi,BC-2334,Kangi,,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.66097784000,8.14857119000,"8° 8' 54.856"" N","27° 39' 39.520"" E",,
Jur,BC-2335,Jur,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.78333330000,8.16666670000,"8° 10' 0.000"" N","27° 47' 0.000"" E",,
Akat,BC-2336,Akat,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.57235018800,8.17201767400,"8° 10' 19.264"" N","27° 34' 20.461"" E",,
Abu Kirsh,BC-2337,Abu Kirsh,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.44598940200,8.17236741200,"8° 10' 20.523"" N","27° 26' 45.562"" E",,
Acholguat,BC-2338,Acholguat,Acholguot,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.69333601000,8.17504987000,"8° 10' 30.180"" N","27° 41' 36.010"" E",,
Zakka,BB-0490,Zakka,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.86386741800,8.19397379500,"8° 11' 38.306"" N","25° 51' 49.923"" E",,
Varnial,BC-2339,Varnial,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.71245991000,8.19406422000,"8° 11' 38.631"" N","27° 42' 44.856"" E",,
Madud Awom,BC-2340,Madud Awom,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.80454006600,8.21833895700,"8° 13' 6.020"" N","27° 48' 16.344"" E",,
Farangaiyat,BB-0491,Farangaiyat,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.16000000000,8.22000000000,"8° 13' 12.000"" N","26° 9' 36.000"" E",,
Alwel Weng,BC-2341,Alwel Weng,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.85861929100,8.22103361000,"8° 13' 15.721"" N","27° 51' 31.029"" E",,
Mangayat South,BB-0492,Mangayat South,Mangayat A,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.86057000000,8.22183000000,"8° 13' 18.588"" N","25° 51' 38.052"" E",,
Nian,BC-2342,Nian,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.52632836700,8.22301534000,"8° 13' 22.855"" N","27° 31' 34.782"" E",,
Athor,BC-2343,Athor,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.75666255000,8.22562066000,"8° 13' 32.234"" N","27° 45' 23.985"" E",,
Mangayat North,BB-0493,Mangayat North,Mangayat B,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.85641000000,8.23141000000,"8° 13' 53.076"" N","25° 51' 23.076"" E",,
Athor,BC-2344,Athor,,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.77000000000,8.24014000000,"8° 14' 24.504"" N","27° 46' 12.000"" E",,
Zand,BC-2345,Zand,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.51924436100,8.23658938900,"8° 14' 11.722"" N","27° 31' 9.280"" E",,
Athian,BC-2346,Athian,,,6,Village,Athor,,Kangi,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.75823300000,8.24306000000,"8° 14' 35.016"" N","27° 45' 29.639"" E",,
Ghama,BC-2347,Ghama,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.75000000000,8.24000000000,"8° 14' 24.000"" N","27° 45' 0.000"" E",,
Ghanna,BC-2348,Ghanna,,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.63587944200,8.25322044000,"8° 15' 11.594"" N","27° 38' 9.166"" E",,
Manyang,BC-2349,Manyang,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.79471563000,8.26176200000,"8° 15' 42.343"" N","27° 47' 40.976"" E",,
Banda Linda,BB-0494,Banda Linda,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.83000000000,8.27000000000,"8° 16' 12.000"" N","25° 49' 48.000"" E",,
Alel Thoy,BC-2350,Alel Thoy,Alel Thony,Alelthony,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.85394174000,8.27688765000,"8° 16' 36.796"" N","27° 51' 14.190"" E",,
Wen,BC-2351,Wen,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.64014629300,8.27732739500,"8° 16' 38.379"" N","27° 38' 24.527"" E",,
Yamma,BC-2352,Yamma,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.86227757400,8.29219207000,"8° 17' 31.891"" N","27° 51' 44.199"" E",,
Malau,BC-2353,Malau,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.78990971400,8.29396689700,"8° 17' 38.281"" N","27° 47' 23.675"" E",,
Ombo,BB-0495,Ombo,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.80237290000,8.30608502600,"8° 18' 21.906"" N","25° 48' 8.542"" E",,
Gehadiya,BC-2354,Gehadiya,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.73041636700,8.31859476200,"8° 19' 6.941"" N","27° 43' 49.499"" E",,
Banda Wadda,BB-0496,Banda Wadda,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.79857484100,8.31825893500,"8° 19' 5.732"" N","25° 47' 54.869"" E",,
Azraq,BB-0497,Azraq,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.75647942800,8.33171100600,"8° 19' 54.160"" N","25° 45' 23.326"" E",,
Fertit,BB-0498,Fertit,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.00000000000,8.33333330000,"8° 20' 0.000"" N","26° 0' 0.000"" E",,
Talung,BB-0499,Talung,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.17000000000,8.38000000000,"8° 22' 48.000"" N","26° 10' 12.000"" E",,
Yabangwa,BA-0001,Yabangwa,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,24.40000000000,8.38333330000,"8° 23' 0.000"" N","24° 24' 0.000"" E",,
Koloki,BB-0500,Koloki,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.10000000000,8.40000000000,"8° 24' 0.000"" N","26° 6' 0.000"" E",,
Indirigwa,BB-0501,Indirigwa,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.86157454400,8.40712257700,"8° 24' 25.641"" N","25° 51' 41.668"" E",,
Ferogi,BB-0502,Ferogi,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.66401719800,8.41721622600,"8° 25' 1.978"" N","25° 39' 50.462"" E",,
Margian,BB-0503,Margian,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.70404921300,8.42845396200,"8° 25' 42.434"" N","25° 42' 14.577"" E",,
Boro Medina,BA-0002,Boro Medina,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,24.82067300000,8.45103400000,"8° 27' 3.722"" N","24° 49' 14.423"" E",,
Faragullah,BB-0504,Faragullah,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.68566708500,8.45306320400,"8° 27' 11.028"" N","25° 41' 8.402"" E",,
Kapalala,BB-0505,Kapalala,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.00406534700,8.45320830400,"8° 27' 11.550"" N","26° 0' 14.635"" E",,
Raja,BB-0506,Raja,,,3,Admin2 Capital,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.68095178400,8.46238570800,"8° 27' 44.589"" N","25° 40' 51.426"" E",,
Minamba,BA-0003,Minamba,,,5,Secondary Town / Small Town,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.17903211300,8.46798173300,"8° 28' 4.734"" N","25° 10' 44.516"" E",,
Katta,BA-0004,Katta,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.10455000000,8.46818000000,"8° 28' 5.448"" N","25° 6' 16.380"" E",,
Kosho,BA-0005,Kosho,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,24.90919871300,8.47624041200,"8° 28' 34.465"" N","24° 54' 33.115"" E",,
Shayn,BB-0507,Shayn,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.71000000000,8.48000000000,"8° 28' 48.000"" N","25° 42' 36.000"" E",,
Babur,BB-0508,Babur,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.66768807500,8.48174032400,"8° 28' 54.265"" N","25° 40' 3.677"" E",,
Jellab,BA-0006,Jellab,JALLAB,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.32556977700,8.48207599000,"8° 28' 55.474"" N","25° 19' 32.051"" E",,
Mambara,BB-0509,Mambara,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.57985291500,8.48357696400,"8° 29' 0.877"" N","25° 34' 47.470"" E",,
Kubbas,BB-0510,Kubbas,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.51158539000,8.49286230200,"8° 29' 34.304"" N","25° 30' 41.707"" E",,
Sa`id Bundas,BA-0007,Said Bundas,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,24.72059839300,8.50170252900,"8° 30' 6.129"" N","24° 43' 14.154"" E",,
Bade,BB-0511,Bade,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.70000000000,8.51666670000,"8° 31' 0.000"" N","25° 42' 0.000"" E",,
Inderi,BB-0512,Inderi,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.74887113900,8.53089997800,"8° 31' 51.240"" N","25° 44' 55.936"" E",,
Shumam,BB-0513,Shumam,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.76962415500,8.53616024700,"8° 32' 10.177"" N","25° 46' 10.647"" E",,
Gata Rajil,BB-0514,Gata Rajil,GATARAJIL,,6,Village,Raja North,,Raja Town,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.64253300000,8.53798000000,"8° 32' 16.728"" N","25° 38' 33.119"" E",,
Rabeh,BB-0515,Rabeh,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.70704464300,8.55897843200,"8° 33' 32.322"" N","25° 42' 25.361"" E",,
Hamid Idris,BB-0516,Hamid Idris,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.56380450000,8.55125993300,"8° 33' 4.536"" N","25° 33' 49.696"" E",,
Utman (Osman),BB-0517,Utman (Osman),,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.59681093900,8.57755470800,"8° 34' 39.197"" N","25° 35' 48.519"" E",,
Gabir,BA-0008,Gabir,,,5,Secondary Town / Small Town,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,24.66463985100,8.58511551600,"8° 35' 6.416"" N","24° 39' 52.703"" E",,
Lachiri,BB-0518,Lachiri,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.07341423100,8.60942744000,"8° 36' 33.939"" N","26° 4' 24.291"" E",,
Gairkolo,BB-0519,Gairkolo,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.93578943300,8.62627845400,"8° 37' 34.602"" N","25° 56' 8.842"" E",,
Gairkolo,BB-0520,Gairkolo,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.94000000000,8.63000000000,"8° 37' 48.000"" N","25° 56' 24.000"" E",,
Dahal Ndikpa,BB-0521,Dahal Ndikpa,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.96008638300,8.64156584000,"8° 38' 29.637"" N","25° 57' 36.311"" E",,
Gossinga,BB-0522,Gossinga,Gosinga,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.97600000000,8.65435000000,"8° 39' 15.660"" N","25° 58' 33.600"" E",,
Ulambi,BB-0523,Ulambi,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.08823105400,8.65309386900,"8° 39' 11.138"" N","26° 5' 17.632"" E",,
'Abd el Qadir,BA-0009,Abd el Qadir,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.30359436400,8.67057641600,"8° 40' 14.075"" N","25° 18' 12.940"" E",,
Abarau,BB-0524,Abarau,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.09000000000,8.68000000000,"8° 40' 48.000"" N","26° 5' 24.000"" E",,
